transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp1000350_c0_seq1|m.22503 comp1000350_c0_seq1|g.22503  ,mlei1,_,3,-,-,-,N,-,108,-,-
comp431203_c0_seq1|m.19564 comp431203_c0_seq1|g.19564  ,mlei13052,_,1,-,-,-,N,-,223,-,-
comp4312_c0_seq1|m.886 comp4312_c0_seq1|g.886  ,mlei13053,_,4,-,-,-,N,-,235,-,-
comp431303_c0_seq1|m.19565 comp431303_c0_seq1|g.19565  ,mlei13054,_,4,-,-,-,N,-,104,-,-
comp431331_c0_seq1|m.19566 comp431331_c0_seq1|g.19566  ,mlei13055,_,2,-,-,-,N,-,106,-,-
comp431331_c0_seq2|m.19567 comp431331_c0_seq2|g.19567  ,mlei13056,_,2,-,-,-,N,-,102,-,-
comp431331_c0_seq3|m.19568 comp431331_c0_seq3|g.19568  ,mlei13057,_,2,-,-,-,N,-,106,-,-
comp431385_c0_seq1|m.19569 comp431385_c0_seq1|g.19569  ,mlei13058,S,1,-,-,-,N,-,118,-,-
comp43153_c0_seq1|m.17204 comp43153_c0_seq1|g.17204  ,mlei13059,_,2,-,-,-,N,-,549,-,-
comp4315_c0_seq1|m.887 comp4315_c0_seq1|g.887  ,mlei13060,_,2,-,-,-,N,-,928,-,-
comp431684_c0_seq1|m.19570 comp431684_c0_seq1|g.19570  ,mlei13061,_,2,-,-,-,N,-,131,-,-
comp43180_c0_seq1|m.17205 comp43180_c0_seq1|g.17205  ,mlei13062,S,2,-,-,-,N,-,237,-,-
comp4318_c0_seq1|m.888 comp4318_c0_seq1|g.888  ,mlei13063,_,2,-,-,-,N,-,577,-,-
comp431909_c0_seq1|m.19571 comp431909_c0_seq1|g.19571  ,mlei13064,_,1,-,-,-,N,-,186,-,-
comp431916_c0_seq1|m.19572 comp431916_c0_seq1|g.19572  ,mlei13065,_,1,-,-,-,N,-,152,-,-
comp43196_c0_seq1|m.17206 comp43196_c0_seq1|g.17206  ,mlei13066,_,3,-,-,-,N,-,449,-,-
comp432008_c0_seq1|m.19573 comp432008_c0_seq1|g.19573  ,mlei13067,_,5,-,-,-,N,-,439,-,-
comp432034_c0_seq1|m.19574 comp432034_c0_seq1|g.19574  ,mlei13068,_,1,-,-,-,N,-,105,-,-
comp432132_c0_seq1|m.19575 comp432132_c0_seq1|g.19575  ,mlei13069,_,2,-,-,-,N,-,134,-,-
comp432305_c0_seq1|m.19576 comp432305_c0_seq1|g.19576  ,mlei13070,_,1,-,-,-,N,-,240,-,-
comp432336_c0_seq1|m.19577 comp432336_c0_seq1|g.19577  ,mlei13071,_,2,-,-,-,N,-,123,-,-
comp4323_c0_seq1|m.891 comp4323_c0_seq1|g.891  ,mlei13072,_,5,-,-,-,N,-,284,-,-
comp432500_c0_seq1|m.19578 comp432500_c0_seq1|g.19578  ,mlei13073,_,2,-,-,-,N,-,170,-,-
comp432603_c0_seq1|m.19579 comp432603_c0_seq1|g.19579  ,mlei13074,_,4,-,-,-,N,-,196,-,-
comp432725_c0_seq1|m.19580 comp432725_c0_seq1|g.19580  ,mlei13075,_,2,-,-,-,N,-,267,-,-
comp432764_c0_seq1|m.19581 comp432764_c0_seq1|g.19581  ,mlei13076,_,2,-,-,-,N,-,364,-,-
comp4327_c0_seq1|m.893 comp4327_c0_seq1|g.893  ,mlei13077,S,2,-,-,-,N,-,116,-,-
comp432990_c0_seq1|m.19583 comp432990_c0_seq1|g.19583  ,mlei13078,_,1,-,-,-,N,-,154,-,-
comp43300_c0_seq1|m.17207 comp43300_c0_seq1|g.17207  ,mlei13079,M,3,hsap841,mmus1373,-,Y,MRPL18,239,Mrpl18,-
comp43306_c0_seq1|m.17208 comp43306_c0_seq1|g.17208  ,mlei13080,S,2,-,-,-,N,-,382,-,-
comp4330_c0_seq1|m.894 comp4330_c0_seq1|g.894  ,mlei13081,_,4,-,-,-,N,-,213,-,-
comp433265_c0_seq1|m.19584 comp433265_c0_seq1|g.19584  ,mlei13082,_,4,-,-,-,N,-,409,-,-
comp433314_c0_seq1|m.19585 comp433314_c0_seq1|g.19585  ,mlei13083,_,1,-,-,-,N,-,189,-,-
comp43357_c0_seq1|m.17209 comp43357_c0_seq1|g.17209  ,mlei13084,M,3,-,-,-,Y,-,159,-,-
comp433626_c0_seq1|m.19586 comp433626_c0_seq1|g.19586  ,mlei13085,_,3,-,-,-,N,-,240,-,-
comp433684_c0_seq1|m.19587 comp433684_c0_seq1|g.19587  ,mlei13086,_,2,-,-,-,N,-,1289,-,-
comp433748_c0_seq1|m.19590 comp433748_c0_seq1|g.19590  ,mlei13087,_,2,-,-,-,N,-,567,-,-
comp433950_c0_seq1|m.19591 comp433950_c0_seq1|g.19591  ,mlei13088,_,2,-,-,-,N,-,106,-,-
comp4339_c0_seq1|m.895 comp4339_c0_seq1|g.895  ,mlei13089,_,4,-,-,-,N,-,139,-,-
comp434235_c0_seq1|m.19593 comp434235_c0_seq1|g.19593  ,mlei13090,_,3,-,-,-,N,-,100,-,-
comp4342_c0_seq1|m.896 comp4342_c0_seq1|g.896  ,mlei13091,M,5,-,-,-,N,-,202,-,-
comp434334_c0_seq1|m.19594 comp434334_c0_seq1|g.19594  ,mlei13092,S,3,-,-,-,N,-,166,-,-
comp434435_c0_seq1|m.19595 comp434435_c0_seq1|g.19595  ,mlei13093,_,3,-,-,-,N,-,228,-,-
comp4347_c0_seq1|m.897 comp4347_c0_seq1|g.897  ,mlei13094,_,5,-,-,-,N,-,289,-,-
comp43482_c0_seq1|m.17210 comp43482_c0_seq1|g.17210  ,mlei13095,_,2,-,-,-,N,-,429,-,-
comp435159_c0_seq1|m.19596 comp435159_c0_seq1|g.19596  ,mlei13096,_,5,-,-,-,N,-,134,-,-
comp435279_c0_seq1|m.19597 comp435279_c0_seq1|g.19597  ,mlei13097,_,2,-,-,-,N,-,158,-,-
comp4353_c0_seq1|m.898 comp4353_c0_seq1|g.898  ,mlei13098,_,1,hsap556,mmus246,scer683,Y,GFM1,721,Gfm1,MEF1
comp4356_c0_seq1|m.899 comp4356_c0_seq1|g.899  ,mlei13099,_,3,-,-,-,N,-,511,-,-
comp435792_c0_seq1|m.19598 comp435792_c0_seq1|g.19598  ,mlei13100,_,2,-,-,-,N,-,124,-,-
comp435_c0_seq1|m.111 comp435_c0_seq1|g.111  ,mlei13101,_,2,-,-,-,N,-,114,-,-
comp4360_c0_seq1|m.902 comp4360_c0_seq1|g.902  ,mlei13102,_,3,-,-,-,N,-,464,-,-
comp4363_c0_seq1|m.903 comp4363_c0_seq1|g.903  ,mlei13103,_,1,-,-,-,N,-,203,-,-
comp4365_c0_seq1|m.905 comp4365_c0_seq1|g.905  ,mlei13104,M,5,-,-,-,N,-,591,-,-
comp436800_c0_seq1|m.19599 comp436800_c0_seq1|g.19599  ,mlei13105,S,2,-,-,-,N,-,191,-,-
comp436868_c0_seq1|m.19600 comp436868_c0_seq1|g.19600  ,mlei13106,S,4,-,-,-,N,-,345,-,-
comp437066_c0_seq1|m.19601 comp437066_c0_seq1|g.19601  ,mlei13107,_,2,-,-,-,N,-,330,-,-
comp437083_c0_seq1|m.19603 comp437083_c0_seq1|g.19603  ,mlei13108,_,4,-,-,-,N,-,377,-,-
comp4370_c0_seq1|m.908 comp4370_c0_seq1|g.908  ,mlei13109,_,2,-,-,-,N,-,181,-,-
comp437224_c0_seq1|m.19604 comp437224_c0_seq1|g.19604  ,mlei13110,M,5,-,-,-,N,-,160,-,-
comp4372_c0_seq1|m.909 comp4372_c0_seq1|g.909  ,mlei13111,_,2,-,-,-,N,-,251,-,-
comp437310_c0_seq1|m.19605 comp437310_c0_seq1|g.19605  ,mlei13112,S,2,-,-,-,N,-,227,-,-
comp43737_c0_seq1|m.17211 comp43737_c0_seq1|g.17211  ,mlei13113,M,2,-,-,-,Y,-,194,-,-
comp437483_c0_seq1|m.19606 comp437483_c0_seq1|g.19606  ,mlei13114,S,1,-,-,-,N,-,146,-,-
comp437531_c0_seq1|m.19607 comp437531_c0_seq1|g.19607  ,mlei13115,M,5,-,-,-,N,-,191,-,-
comp437_c0_seq1|m.112 comp437_c0_seq1|g.112  ,mlei13116,_,2,-,-,-,N,-,127,-,-
comp438055_c0_seq1|m.19608 comp438055_c0_seq1|g.19608  ,mlei13117,_,2,-,-,-,N,-,205,-,-
comp438150_c0_seq1|m.19609 comp438150_c0_seq1|g.19609  ,mlei13118,_,1,-,-,-,N,-,129,-,-
comp438207_c0_seq1|m.19610 comp438207_c0_seq1|g.19610  ,mlei13119,_,1,-,-,-,N,-,554,-,-
comp438339_c0_seq1|m.19611 comp438339_c0_seq1|g.19611  ,mlei13120,_,1,-,-,-,N,-,115,-,-
comp4385_c0_seq1|m.910 comp4385_c0_seq1|g.910  ,mlei13121,_,4,-,-,-,N,-,100,-,-
comp4386_c0_seq1|m.911 comp4386_c0_seq1|g.911  ,mlei13122,_,2,-,-,-,N,-,395,-,-
comp438746_c0_seq1|m.19614 comp438746_c0_seq1|g.19614  ,mlei13123,_,4,-,-,-,N,-,302,-,-
comp438746_c0_seq1|m.19613 comp438746_c0_seq1|g.19613  ,mlei13124,_,2,-,-,-,N,-,394,-,-
comp438845_c0_seq1|m.19616 comp438845_c0_seq1|g.19616  ,mlei13125,_,1,-,-,-,N,-,119,-,-
comp439097_c0_seq1|m.19617 comp439097_c0_seq1|g.19617  ,mlei13126,S,1,-,-,-,N,-,223,-,-
comp4391_c0_seq1|m.913 comp4391_c0_seq1|g.913  ,mlei13127,_,2,-,-,-,N,-,380,-,-
comp439280_c0_seq1|m.19618 comp439280_c0_seq1|g.19618  ,mlei13128,_,2,-,-,-,N,-,267,-,-
comp439532_c0_seq1|m.19619 comp439532_c0_seq1|g.19619  ,mlei13129,M,1,-,-,-,Y,-,177,-,-
comp439856_c0_seq1|m.19620 comp439856_c0_seq1|g.19620  ,mlei13130,S,3,-,-,-,N,-,384,-,-
comp439916_c0_seq1|m.19622 comp439916_c0_seq1|g.19622  ,mlei13131,_,1,-,-,-,N,-,170,-,-
comp440268_c0_seq1|m.19623 comp440268_c0_seq1|g.19623  ,mlei13132,S,2,-,-,-,N,-,222,-,-
comp440305_c0_seq1|m.19624 comp440305_c0_seq1|g.19624  ,mlei13133,_,1,-,-,-,N,-,337,-,-
comp440878_c0_seq1|m.19625 comp440878_c0_seq1|g.19625  ,mlei13134,_,1,-,-,-,N,-,399,-,-
comp44088_c0_seq1|m.17212 comp44088_c0_seq1|g.17212  ,mlei13135,_,3,-,-,-,N,-,288,-,-
comp440954_c0_seq1|m.19627 comp440954_c0_seq1|g.19627  ,mlei13136,S,1,-,-,-,N,-,119,-,-
comp44096_c0_seq1|m.17213 comp44096_c0_seq1|g.17213  ,mlei13137,_,1,-,-,-,N,-,110,-,-
comp440_c0_seq1|m.113 comp440_c0_seq1|g.113  ,mlei13138,_,3,-,-,-,N,-,127,-,-
comp441052_c0_seq1|m.19628 comp441052_c0_seq1|g.19628  ,mlei13139,_,2,-,-,-,N,-,343,-,-
comp4410_c0_seq1|m.915 comp4410_c0_seq1|g.915  ,mlei13140,_,1,-,-,-,N,-,696,-,-
comp441193_c0_seq1|m.19629 comp441193_c0_seq1|g.19629  ,mlei13141,_,3,-,-,-,N,-,140,-,-
comp441450_c0_seq1|m.19631 comp441450_c0_seq1|g.19631  ,mlei13142,_,3,-,-,-,N,-,625,-,-
comp441536_c0_seq1|m.19634 comp441536_c0_seq1|g.19634  ,mlei13143,M,5,-,-,-,N,-,277,-,-
comp4417_c0_seq1|m.916 comp4417_c0_seq1|g.916  ,mlei13144,_,5,hsap481,mmus561,scer382,Y,TAMM41,428,Tamm41,TAM41
comp4418_c0_seq1|m.917 comp4418_c0_seq1|g.917  ,mlei13145,_,1,-,-,-,N,-,223,-,-
comp4419_c0_seq1|m.918 comp4419_c0_seq1|g.918  ,mlei13146,_,2,-,-,-,N,-,617,-,-
comp442173_c0_seq1|m.19635 comp442173_c0_seq1|g.19635  ,mlei13147,M,3,-,-,-,Y,-,342,-,-
comp4421_c0_seq1|m.919 comp4421_c0_seq1|g.919  ,mlei13148,_,2,-,-,-,N,-,159,-,-
comp44230_c0_seq1|m.17214 comp44230_c0_seq1|g.17214  ,mlei13149,_,2,-,-,-,N,-,222,-,-
comp44231_c0_seq1|m.17215 comp44231_c0_seq1|g.17215  ,mlei13150,_,2,-,-,-,N,-,407,-,-
comp442353_c0_seq1|m.19636 comp442353_c0_seq1|g.19636  ,mlei13151,_,4,-,-,-,N,-,234,-,-
comp4423_c0_seq1|m.921 comp4423_c0_seq1|g.921  ,mlei13152,_,2,-,-,-,N,-,173,-,-
comp442467_c0_seq1|m.19637 comp442467_c0_seq1|g.19637  ,mlei13153,_,1,-,-,-,N,-,345,-,-
comp4426_c0_seq1|m.923 comp4426_c0_seq1|g.923  ,mlei13154,_,1,-,-,-,N,-,375,-,-
comp4427_c0_seq1|m.924 comp4427_c0_seq1|g.924  ,mlei13155,_,2,-,-,-,N,-,261,-,-
comp442_c0_seq1|m.115 comp442_c0_seq1|g.115  ,mlei13156,_,2,-,-,-,N,-,401,-,-
comp443042_c0_seq1|m.19638 comp443042_c0_seq1|g.19638  ,mlei13157,_,1,-,-,-,N,-,183,-,-
comp443146_c0_seq1|m.19639 comp443146_c0_seq1|g.19639  ,mlei13158,_,4,-,-,-,N,-,228,-,-
comp4432_c0_seq1|m.925 comp4432_c0_seq1|g.925  ,mlei13159,_,4,-,-,-,N,-,112,-,-
comp44339_c0_seq1|m.17216 comp44339_c0_seq1|g.17216  ,mlei13160,_,2,-,-,-,N,-,226,-,-
comp443485_c0_seq1|m.19640 comp443485_c0_seq1|g.19640  ,mlei13161,_,3,-,-,-,N,-,203,-,-
comp44360_c0_seq1|m.17217 comp44360_c0_seq1|g.17217  ,mlei13162,_,5,-,-,-,N,-,1256,-,-
comp443763_c0_seq1|m.19641 comp443763_c0_seq1|g.19641  ,mlei13163,_,3,-,-,-,N,-,107,-,-
comp44392_c0_seq1|m.17218 comp44392_c0_seq1|g.17218  ,mlei13164,M,2,hsap1900,mmus1015,scer40,Y,SCO1,299,Sco1,SCO2
comp443_c0_seq1|m.116 comp443_c0_seq1|g.116  ,mlei13165,_,5,-,-,-,N,-,410,-,-
comp44408_c0_seq1|m.17222 comp44408_c0_seq1|g.17222  ,mlei13166,S,1,-,-,-,N,-,104,-,-
comp44408_c0_seq1|m.17221 comp44408_c0_seq1|g.17221  ,mlei13167,_,3,-,-,-,N,-,106,-,-
comp4440_c0_seq1|m.926 comp4440_c0_seq1|g.926  ,mlei13168,_,2,-,-,-,N,-,386,-,-
comp44418_c0_seq1|m.17223 comp44418_c0_seq1|g.17223  ,mlei13169,_,1,-,-,-,N,-,305,-,-
comp4441_c0_seq1|m.927 comp4441_c0_seq1|g.927  ,mlei13170,_,1,-,-,-,N,-,345,-,-
comp444273_c0_seq1|m.19642 comp444273_c0_seq1|g.19642  ,mlei13171,_,1,-,-,-,N,-,123,-,-
comp4442_c0_seq1|m.928 comp4442_c0_seq1|g.928  ,mlei13172,_,2,-,-,-,N,-,459,-,-
comp444306_c0_seq1|m.19643 comp444306_c0_seq1|g.19643  ,mlei13173,_,1,-,-,-,N,-,113,-,-
comp444370_c0_seq1|m.19644 comp444370_c0_seq1|g.19644  ,mlei13174,_,1,-,-,-,N,-,675,-,-
comp4443_c0_seq1|m.929 comp4443_c0_seq1|g.929  ,mlei13175,S,5,-,-,-,N,-,219,-,-
comp444401_c0_seq1|m.19647 comp444401_c0_seq1|g.19647  ,mlei13176,_,1,-,-,-,N,-,584,-,-
comp444449_c0_seq1|m.19648 comp444449_c0_seq1|g.19648  ,mlei13177,_,2,-,-,-,N,-,118,-,-
comp444486_c0_seq1|m.19649 comp444486_c0_seq1|g.19649  ,mlei13178,_,2,-,-,-,N,-,110,-,-
comp4444_c0_seq1|m.930 comp4444_c0_seq1|g.930  ,mlei13179,M,5,-,-,-,N,-,577,-,-
comp444769_c0_seq1|m.19650 comp444769_c0_seq1|g.19650  ,mlei13180,_,1,-,-,-,N,-,349,-,-
comp444771_c0_seq1|m.19651 comp444771_c0_seq1|g.19651  ,mlei13181,_,2,-,-,-,N,-,231,-,-
comp444840_c0_seq1|m.19652 comp444840_c0_seq1|g.19652  ,mlei13182,_,1,-,-,-,N,-,266,-,-
comp444922_c0_seq1|m.19653 comp444922_c0_seq1|g.19653  ,mlei13183,_,2,-,-,-,N,-,332,-,-
comp444995_c0_seq1|m.19654 comp444995_c0_seq1|g.19654  ,mlei13184,_,2,-,-,-,N,-,388,-,-
comp444999_c0_seq1|m.19657 comp444999_c0_seq1|g.19657  ,mlei13185,_,2,-,-,-,N,-,310,-,-
comp444_c0_seq1|m.117 comp444_c0_seq1|g.117  ,mlei13186,M,5,-,-,-,N,-,274,-,-
comp44502_c0_seq1|m.17224 comp44502_c0_seq1|g.17224  ,mlei13187,_,3,-,-,scer430,Y,-,606,-,ZUO1
comp4451_c0_seq1|m.931 comp4451_c0_seq1|g.931  ,mlei13188,M,5,-,-,-,N,-,322,-,-
comp445325_c0_seq1|m.19658 comp445325_c0_seq1|g.19658  ,mlei13189,_,2,-,-,-,N,-,166,-,-
comp445344_c0_seq1|m.19659 comp445344_c0_seq1|g.19659  ,mlei13190,_,2,-,-,-,N,-,575,-,-
comp4453_c0_seq1|m.933 comp4453_c0_seq1|g.933  ,mlei13191,_,1,-,-,-,N,-,131,-,-
comp445415_c0_seq1|m.19660 comp445415_c0_seq1|g.19660  ,mlei13192,_,1,-,-,-,N,-,124,-,-
comp445417_c0_seq1|m.19661 comp445417_c0_seq1|g.19661  ,mlei13193,S,4,-,-,-,N,-,509,-,-
comp445456_c0_seq1|m.19662 comp445456_c0_seq1|g.19662  ,mlei13194,_,1,-,-,-,N,-,153,-,-
comp4454_c0_seq1|m.934 comp4454_c0_seq1|g.934  ,mlei13195,M,4,-,-,-,N,-,331,-,-
comp4456_c0_seq1|m.935 comp4456_c0_seq1|g.935  ,mlei13196,_,3,-,-,-,N,-,459,-,-
comp445727_c0_seq1|m.19663 comp445727_c0_seq1|g.19663  ,mlei13197,_,2,-,-,-,N,-,133,-,-
comp4457_c0_seq1|m.940 comp4457_c0_seq1|g.940  ,mlei13198,M,5,-,-,-,N,-,250,-,-
comp4458_c0_seq1|m.941 comp4458_c0_seq1|g.941  ,mlei13199,_,1,-,-,-,N,-,169,-,-
comp44593_c0_seq1|m.17226 comp44593_c0_seq1|g.17226  ,mlei13200,M,5,-,-,-,N,-,139,-,-
comp44599_c0_seq1|m.17227 comp44599_c0_seq1|g.17227  ,mlei13201,_,4,-,-,-,N,-,216,-,-
comp4460_c0_seq1|m.942 comp4460_c0_seq1|g.942  ,mlei13202,_,3,-,-,-,N,-,382,-,-
comp446233_c0_seq1|m.19666 comp446233_c0_seq1|g.19666  ,mlei13203,_,1,-,-,-,N,-,139,-,-
comp446264_c0_seq1|m.19667 comp446264_c0_seq1|g.19667  ,mlei13204,_,3,-,-,-,N,-,407,-,-
comp446387_c0_seq1|m.19669 comp446387_c0_seq1|g.19669  ,mlei13205,M,2,-,-,-,Y,-,136,-,-
comp446387_c0_seq1|m.19668 comp446387_c0_seq1|g.19668  ,mlei13206,_,1,-,-,-,N,-,280,-,-
comp4463_c0_seq1|m.944 comp4463_c0_seq1|g.944  ,mlei13207,_,2,-,-,-,N,-,466,-,-
comp4463_c0_seq1|m.945 comp4463_c0_seq1|g.945  ,mlei13208,_,1,-,-,-,N,-,158,-,-
comp446511_c0_seq1|m.19670 comp446511_c0_seq1|g.19670  ,mlei13209,S,1,-,-,-,N,-,148,-,-
comp446568_c0_seq1|m.19671 comp446568_c0_seq1|g.19671  ,mlei13210,_,1,-,-,-,N,-,113,-,-
comp446606_c0_seq1|m.19672 comp446606_c0_seq1|g.19672  ,mlei13211,_,4,-,-,-,N,-,182,-,-
comp446684_c0_seq1|m.19673 comp446684_c0_seq1|g.19673  ,mlei13212,S,2,-,-,-,N,-,221,-,-
comp446789_c0_seq1|m.19674 comp446789_c0_seq1|g.19674  ,mlei13213,_,5,-,-,-,N,-,450,-,-
comp4467_c0_seq1|m.946 comp4467_c0_seq1|g.946  ,mlei13214,_,3,-,-,-,N,-,336,-,-
comp4468_c0_seq1|m.947 comp4468_c0_seq1|g.947  ,mlei13215,_,4,-,-,-,N,-,438,-,-
comp446903_c0_seq1|m.19675 comp446903_c0_seq1|g.19675  ,mlei13216,_,2,-,-,-,N,-,242,-,-
comp446_c0_seq1|m.118 comp446_c0_seq1|g.118  ,mlei13217,_,2,-,-,-,N,-,167,-,-
comp447003_c0_seq1|m.19676 comp447003_c0_seq1|g.19676  ,mlei13218,_,4,-,-,-,N,-,179,-,-
comp44707_c0_seq1|m.17228 comp44707_c0_seq1|g.17228  ,mlei13219,_,2,-,-,-,N,-,206,-,-
comp447414_c0_seq1|m.19677 comp447414_c0_seq1|g.19677  ,mlei13220,_,2,-,-,-,N,-,172,-,-
comp447642_c0_seq1|m.19679 comp447642_c0_seq1|g.19679  ,mlei13221,_,2,-,-,-,N,-,193,-,-
comp4476_c0_seq1|m.950 comp4476_c0_seq1|g.950  ,mlei13222,_,2,hsap572,mmus425,scer720,Y,GUF1,558,Guf1,GUF1
comp447793_c0_seq1|m.19681 comp447793_c0_seq1|g.19681  ,mlei13223,_,1,-,-,-,N,-,414,-,-
comp4477_c0_seq1|m.951 comp4477_c0_seq1|g.951  ,mlei13224,_,3,-,-,-,N,-,237,-,-
comp4478_c0_seq1|m.952 comp4478_c0_seq1|g.952  ,mlei13225,_,3,-,-,-,N,-,325,-,-
comp447_c0_seq1|m.119 comp447_c0_seq1|g.119  ,mlei13226,_,5,-,-,-,N,-,596,-,-
comp448014_c0_seq1|m.19682 comp448014_c0_seq1|g.19682  ,mlei13227,_,1,-,-,-,N,-,393,-,-
comp44811_c0_seq1|m.17229 comp44811_c0_seq1|g.17229  ,mlei13228,_,2,-,-,-,N,-,104,-,-
comp4483_c0_seq1|m.953 comp4483_c0_seq1|g.953  ,mlei13229,_,2,-,-,-,N,-,128,-,-
comp448400_c0_seq1|m.19683 comp448400_c0_seq1|g.19683  ,mlei13230,_,1,-,-,-,N,-,166,-,-
comp4484_c0_seq1|m.954 comp4484_c0_seq1|g.954  ,mlei13231,_,1,-,-,-,N,-,291,-,-
comp448664_c0_seq1|m.19685 comp448664_c0_seq1|g.19685  ,mlei13232,_,4,-,-,-,N,-,464,-,-
comp448687_c0_seq1|m.19686 comp448687_c0_seq1|g.19686  ,mlei13233,_,4,-,-,-,N,-,348,-,-
comp44882_c0_seq1|m.17230 comp44882_c0_seq1|g.17230  ,mlei13234,S,2,-,-,-,N,-,312,-,-
comp448911_c0_seq1|m.19688 comp448911_c0_seq1|g.19688  ,mlei13235,_,1,-,-,-,N,-,199,-,-
comp449060_c0_seq1|m.19690 comp449060_c0_seq1|g.19690  ,mlei13236,_,4,-,-,-,N,-,266,-,-
comp449074_c0_seq1|m.19691 comp449074_c0_seq1|g.19691  ,mlei13237,M,5,-,-,-,N,-,145,-,-
comp449150_c0_seq1|m.19692 comp449150_c0_seq1|g.19692  ,mlei13238,_,2,-,-,-,N,-,117,-,-
comp449169_c0_seq1|m.19693 comp449169_c0_seq1|g.19693  ,mlei13239,_,4,-,-,-,N,-,113,-,-
comp4491_c0_seq1|m.955 comp4491_c0_seq1|g.955  ,mlei13240,M,4,-,-,-,N,-,277,-,-
comp4493_c0_seq1|m.956 comp4493_c0_seq1|g.956  ,mlei13241,_,1,-,-,-,N,-,154,-,-
comp44950_c0_seq1|m.17231 comp44950_c0_seq1|g.17231  ,mlei13242,_,1,-,-,-,N,-,200,-,-
comp4497_c0_seq1|m.957 comp4497_c0_seq1|g.957  ,mlei13243,M,5,-,-,-,N,-,562,-,-
comp449830_c0_seq1|m.19694 comp449830_c0_seq1|g.19694  ,mlei13244,S,2,-,-,-,N,-,281,-,-
comp450000_c0_seq1|m.19695 comp450000_c0_seq1|g.19695  ,mlei13245,S,5,-,-,-,N,-,303,-,-
comp4500_c0_seq1|m.959 comp4500_c0_seq1|g.959  ,mlei13246,S,2,-,-,-,N,-,152,-,-
comp4502_c0_seq1|m.960 comp4502_c0_seq1|g.960  ,mlei13247,_,1,-,-,-,N,-,337,-,-
comp4504_c0_seq1|m.961 comp4504_c0_seq1|g.961  ,mlei13248,M,5,-,-,-,N,-,505,-,-
comp450551_c0_seq1|m.19696 comp450551_c0_seq1|g.19696  ,mlei13249,_,2,-,-,-,N,-,109,-,-
comp4505_c0_seq1|m.963 comp4505_c0_seq1|g.963  ,mlei13250,_,4,-,-,-,N,-,235,-,-
comp450786_c0_seq1|m.19697 comp450786_c0_seq1|g.19697  ,mlei13251,_,4,-,-,-,N,-,129,-,-
comp451127_c0_seq1|m.19698 comp451127_c0_seq1|g.19698  ,mlei13252,S,1,-,-,-,N,-,158,-,-
comp451192_c0_seq1|m.19699 comp451192_c0_seq1|g.19699  ,mlei13253,_,2,-,-,-,N,-,211,-,-
comp45127_c0_seq1|m.17234 comp45127_c0_seq1|g.17234  ,mlei13254,_,1,-,-,-,N,-,466,-,-
comp4513_c0_seq1|m.965 comp4513_c0_seq1|g.965  ,mlei13255,_,4,-,-,-,N,-,227,-,-
comp45143_c0_seq1|m.17236 comp45143_c0_seq1|g.17236  ,mlei13256,_,4,-,-,-,N,-,150,-,-
comp451503_c0_seq1|m.19700 comp451503_c0_seq1|g.19700  ,mlei13257,_,1,-,-,-,N,-,146,-,-
comp4515_c0_seq1|m.966 comp4515_c0_seq1|g.966  ,mlei13258,_,2,-,-,-,N,-,253,-,-
comp4518_c0_seq1|m.967 comp4518_c0_seq1|g.967  ,mlei13259,S,2,-,-,-,N,-,201,-,-
comp451_c0_seq1|m.120 comp451_c0_seq1|g.120  ,mlei13260,_,1,-,-,-,N,-,120,-,-
comp452074_c0_seq1|m.19701 comp452074_c0_seq1|g.19701  ,mlei13261,_,2,-,-,-,N,-,456,-,-
comp4520_c0_seq1|m.969 comp4520_c0_seq1|g.969  ,mlei13262,_,1,-,-,-,N,-,331,-,-
comp4525_c0_seq1|m.970 comp4525_c0_seq1|g.970  ,mlei13263,S,1,-,-,-,N,-,479,-,-
comp452696_c0_seq1|m.19704 comp452696_c0_seq1|g.19704  ,mlei13264,_,5,-,-,-,N,-,265,-,-
comp4527_c0_seq1|m.971 comp4527_c0_seq1|g.971  ,mlei13265,_,5,-,-,-,N,-,608,-,-
comp4527_c0_seq2|m.973 comp4527_c0_seq2|g.973  ,mlei13266,_,5,-,-,-,N,-,648,-,-
comp4528_c0_seq1|m.975 comp4528_c0_seq1|g.975  ,mlei13267,_,2,-,-,-,N,-,346,-,-
comp4529_c0_seq1|m.976 comp4529_c0_seq1|g.976  ,mlei13268,_,2,-,-,-,N,-,268,-,-
comp4531_c0_seq1|m.977 comp4531_c0_seq1|g.977  ,mlei13269,_,2,-,-,-,N,-,266,-,-
comp4532_c0_seq1|m.978 comp4532_c0_seq1|g.978  ,mlei13270,S,3,-,-,-,N,-,217,-,-
comp4532_c0_seq2|m.980 comp4532_c0_seq2|g.980  ,mlei13271,S,2,-,-,-,N,-,211,-,-
comp453340_c0_seq1|m.19706 comp453340_c0_seq1|g.19706  ,mlei13272,_,3,-,-,-,N,-,219,-,-
comp453340_c0_seq1|m.19705 comp453340_c0_seq1|g.19705  ,mlei13273,_,1,-,-,-,N,-,229,-,-
comp453381_c0_seq1|m.19708 comp453381_c0_seq1|g.19708  ,mlei13274,_,4,-,-,-,N,-,141,-,-
comp453416_c0_seq1|m.19709 comp453416_c0_seq1|g.19709  ,mlei13275,_,2,-,-,-,N,-,123,-,-
