Transcript,Protein,TargetP,RC,HSAP_ortho,MMUS_ortho,SCER_ortho,MitoProt,HSAP_Gene,Seqlength,MMUS_Gene
comp66838_c0_seq18,emue22399,_ , 4, -, -, -,  N,-,205,-
comp66838_c0_seq2,emue22400,_ , 3, -, -, -,  N,-,623,-
comp66838_c0_seq2,emue22401,_ , 4, -, -, -,  N,-,402,-
comp66838_c0_seq4,emue22402,_ , 2, -, -, -,  N,-,180,-
comp66838_c0_seq7,emue22403,_ , 5, -, -, -,  N,-,105,-
comp66838_c0_seq8,emue22404,_ , 3, -, -, -,  N,-,570,-
comp66838_c0_seq8,emue22405,_ , 4, -, -, -,  N,-,402,-
comp66840_c0_seq10,emue22406,_ , 2, -, -, -,  N,-,141,-
comp66840_c0_seq11,emue22407,_ , 2, -, -, -,  N,-,447,-
comp66840_c0_seq12,emue22408,_ , 1, -, -, -,  N,-,330,-
comp66840_c0_seq3,emue22409,_ , 1, -, -, -,  N,-,228,-
comp66840_c0_seq4,emue22410,_ , 2, -, -, -,  N,-,467,-
comp66840_c0_seq7,emue22411,M , 3, -, -, -,  Y,-,309,-
comp66841_c0_seq1,emue22412,_ , 4, -, -, -,  N,-,332,-
comp66841_c0_seq1,emue22413,_ , 5, -, -, -,  N,-,100,-
comp66841_c0_seq13,emue22414,_ , 3, -, -, -,  N,-,133,-
comp66841_c0_seq16,emue22415,_ , 5, -, -, -,  N,-,105,-
comp66841_c0_seq16,emue22416,M , 4, -, -, -,  N,-,386,-
comp66841_c0_seq2,emue22417,_ , 3, -, -, -,  N,-,135,-
comp66841_c0_seq32,emue22418,S , 4, -, -, -,  N,-,351,-
comp66841_c0_seq32,emue22419,_ , 5, -, -, -,  N,-,179,-
comp66841_c0_seq38,emue22420,S , 4, -, -, -,  N,-,351,-
comp66841_c0_seq38,emue22421,_ , 5, -, -, -,  N,-,209,-
comp66841_c0_seq43,emue22422,_ , 3, -, -, -,  N,-,101,-
comp66841_c0_seq46,emue22423,_ , 5, -, -, -,  N,-,100,-
comp66841_c0_seq46,emue22424,S , 4, -, -, -,  N,-,351,-
comp66841_c0_seq54,emue22425,_ , 4, -, -, -,  N,-,146,-
comp66841_c0_seq55,emue22426,_ , 1, -, -, -,  N,-,113,-
comp66841_c0_seq63,emue22427,_ , 4, -, -, -,  N,-,110,-
comp66841_c0_seq67,emue22428,_ , 3, -, -, -,  N,-,103,-
comp66841_c0_seq69,emue22429,_ , 3, -, -, -,  N,-,101,-
comp66841_c0_seq74,emue22430,_ , 5, -, -, -,  N,-,135,-
comp66842_c0_seq1,emue22431,_ , 1, -, -, -,  N,-,105,-
comp66842_c1_seq3,emue22432,M , 3, -, -, -,  Y,-,290,-
comp66842_c1_seq3,emue22433,M , 4, -, -, -,  N,-,106,-
comp66842_c1_seq3,emue22434,_ , 3, -, -, -,  N,-,345,-
comp66842_c1_seq4,emue22435,_ , 2, -, -, -,  N,-,135,-
comp66843_c0_seq38,emue22436,_ , 3, -, -, -,  N,-,1067,-
comp66843_c0_seq39,emue22437,M , 4, -, -, -,  N,-,112,-
comp66843_c0_seq39,emue22438,S , 2, -, -, -,  N,-,105,-
comp66843_c0_seq63,emue22439,S , 2, -, -, -,  N,-,105,-
comp66843_c0_seq63,emue22440,M , 5, -, -, -,  N,-,706,-
comp66843_c0_seq63,emue22441,_ , 5, -, -, -,  N,-,238,-
comp66843_c0_seq65,emue22442,_ , 3, -, -, -,  N,-,260,-
comp66843_c0_seq65,emue22443,_ , 5, -, -, -,  N,-,388,-
comp66844_c0_seq14,emue22444,S , 4, -, -, -,  N,-,442,-
comp66844_c0_seq18,emue22445,_ , 3, -, -, -,  N,-,533,-
comp66844_c0_seq19,emue22446,_ , 4, -, -, -,  N,-,336,-
comp66844_c0_seq2,emue22447,_ , 1, -, -, -,  N,-,280,-
comp66844_c0_seq7,emue22448,_ , 3, -, -, -,  N,-,229,-
comp66844_c0_seq9,emue22449,_ , 2, -, -, -,  N,-,114,-
comp66845_c0_seq13,emue22450,_ , 3, -, -, -,  N,-,160,-
comp66845_c0_seq13,emue22451,_ , 3, -, -, -,  N,-,184,-
comp66845_c0_seq13,emue22452,_ , 2, -, -, -,  N,-,114,-
comp66845_c0_seq13,emue22453,S , 5, -, -, -,  N,-,150,-
comp66845_c0_seq13,emue22454,_ , 2, -, -, -,  N,-,151,-
comp66845_c0_seq16,emue22455,_ , 2, -, -, -,  N,-,179,-
comp66845_c0_seq8,emue22456,M , 5, -, -, -,  N,-,112,-
comp66846_c0_seq3,emue22457,_ , 5, -, -, -,  N,-,168,-
comp66846_c0_seq4,emue22458,_ , 5, -, -, -,  N,-,207,-
comp66846_c0_seq8,emue22459,_ , 5, -, -, -,  N,-,102,-
comp66846_c0_seq9,emue22460,_ , 5, -, -, -,  N,-,216,-
comp66847_c2_seq2,emue22461,_ , 5, -, -, -,  N,-,999,-
comp66847_c2_seq26,emue22462,_ , 1, -, -, -,  N,-,132,-
comp66847_c2_seq26,emue22463,_ , 4, -, -, -,  N,-,223,-
comp66847_c2_seq26,emue22464,_ , 5, -, -, -,  N,-,590,-
comp66847_c2_seq67,emue22465,S , 3, -, -, -,  N,-,176,-
comp66848_c0_seq1,emue22466,_ , 2, -, -, -,  N,-,394,-
comp66848_c1_seq2,emue22467,_ , 3, -, -, -,  N,-,166,-
comp66849_c0_seq5,emue22468,_ , 2, -, -, -,  N,-,160,-
comp66849_c0_seq8,emue22469,S , 2, -, -, -,  N,-,204,-
comp66850_c0_seq3,emue22470,_ , 1, -, -, -,  N,-,564,-
comp66851_c1_seq10,emue22471,S , 1, -, -, -,  N,-,1204,-
comp66851_c1_seq26,emue22472,_ , 3, -, -, -,  N,-,329,-
comp66851_c1_seq26,emue22473,S , 1, -, -, -,  N,-,196,-
comp66851_c1_seq26,emue22474,_ , 5, -, -, -,  N,-,462,-
comp66851_c1_seq29,emue22475,_ , 4, -, -, -,  N,-,279,-
comp66851_c1_seq29,emue22476,_ , 3, -, -, -,  N,-,329,-
comp66851_c1_seq29,emue22477,S , 1, -, -, -,  N,-,660,-
comp66852_c0_seq1,emue22478,_ , 3, -, -, -,  N,-,133,-
comp66852_c0_seq2,emue22479,_ , 2, -, -, -,  N,-,1134,-
comp66853_c0_seq11,emue22480,_ , 4, -, -, -,  N,-,518,-
comp66853_c0_seq13,emue22481,_ , 2, -, -, -,  N,-,109,-
comp66853_c0_seq2,emue22482,_ , 4, -, -, -,  N,-,114,-
comp66853_c0_seq29,emue22483,_ , 4, -, -, -,  N,-,659,-
comp66853_c0_seq4,emue22484,_ , 4, -, -, -,  N,-,254,-
comp66853_c0_seq5,emue22485,_ , 2, -, -, -,  N,-,109,-
comp66854_c1_seq1,emue22486,_ , 2, -, -, -,  N,-,123,-
comp66854_c1_seq2,emue22487,_ , 2, -, -, -,  N,-,267,-
comp66854_c1_seq3,emue22488,_ , 2, -, -, -,  N,-,141,-
comp66855_c0_seq3,emue22489,S , 5, -, -, -,  N,-,130,-
comp66855_c1_seq2,emue22490,M , 3, -, -, -,  Y,-,108,-
comp66855_c3_seq1,emue22491,_ , 5, -, -, -,  N,-,470,-
comp66857_c0_seq2,emue22492,_ , 1, -, -, -,  N,-,150,-
comp66857_c0_seq2,emue22493,_ , 4, -, -, -,  N,-,669,-
comp66857_c0_seq3,emue22494,_ , 1, -, -, -,  N,-,161,-
comp66857_c0_seq3,emue22495,_ , 2, -, -, -,  N,-,261,-
comp66857_c0_seq9,emue22496,_ , 4, -, -, -,  N,-,866,-
comp66857_c1_seq1,emue22497,S , 1, -, -, -,  N,-,178,-
comp66858_c0_seq13,emue22498,M , 4, -, -, -,  N,-,595,-
comp66858_c0_seq16,emue22499,M , 4, -, -, -,  N,-,466,-
comp66858_c0_seq3,emue22500,M , 4, -, -, -,  N,-,564,-
comp66859_c1_seq10,emue22501,_ , 4, -, -, -,  N,-,240,-
comp66859_c1_seq10,emue22502,_ , 5, -, -, -,  N,-,126,-
comp66859_c1_seq3,emue22503,_ , 5, -, -, -,  N,-,390,-
comp66859_c1_seq7,emue22504,_ , 5, -, -, -,  N,-,126,-
comp66860_c0_seq4,emue22505,_ , 3, -, -, -,  N,-,389,-
comp66861_c0_seq1,emue22506,_ , 2, -, -, -,  N,-,271,-
comp66861_c0_seq3,emue22507,_ , 1, -, -, -,  N,-,140,-
comp66862_c0_seq1,emue22508,M , 5, -, -, -,  N,-,498,-
comp66862_c0_seq1,emue22509,_ , 2, -, -, -,  N,-,3976,-
comp66862_c0_seq10,emue22510,_ , 3, -, -, -,  N,-,2331,-
comp66862_c0_seq10,emue22511,_ , 2, -, -, -,  N,-,322,-
comp66862_c0_seq10,emue22512,_ , 5, -, -, -,  N,-,1708,-
comp66862_c0_seq12,emue22513,_ , 2, -, -, -,  N,-,3930,-
comp66862_c0_seq13,emue22514,_ , 3, -, -, -,  N,-,106,-
comp66862_c0_seq14,emue22515,_ , 2, -, -, -,  N,-,2214,-
comp66862_c0_seq14,emue22516,_ , 5, -, -, -,  N,-,1708,-
comp66862_c0_seq14,emue22517,_ , 2, -, -, -,  N,-,322,-
comp66862_c0_seq21,emue22518,M , 5, -, -, -,  N,-,498,-
comp66862_c0_seq21,emue22519,_ , 2, -, -, -,  N,-,3958,-
comp66862_c0_seq23,emue22520,_ , 3, -, -, -,  N,-,4047,-
comp66862_c0_seq24,emue22521,_ , 3, -, -, -,  N,-,4059,-
comp66862_c0_seq26,emue22522,M , 5, -, -, -,  N,-,498,-
comp66862_c0_seq26,emue22523,_ , 5, -, -, -,  N,-,1708,-
comp66862_c0_seq26,emue22524,_ , 2, -, -, -,  N,-,2248,-
comp66862_c0_seq26,emue22525,_ , 2, -, -, -,  N,-,322,-
comp66862_c0_seq29,emue22526,_ , 3, -, -, -,  N,-,4059,-
comp66862_c0_seq30,emue22527,_ , 2, -, -, -,  N,-,3924,-
comp66862_c0_seq32,emue22528,_ , 2, -, -, -,  N,-,2625,-
comp66862_c0_seq39,emue22529,_ , 2, -, -, -,  N,-,3942,-
comp66862_c0_seq41,emue22530,_ , 2, -, -, -,  N,-,3942,-
comp66862_c0_seq44,emue22531,M , 5, -, -, -,  N,-,498,-
comp66862_c0_seq44,emue22532,_ , 2, -, -, -,  N,-,3958,-
comp66862_c0_seq45,emue22533,_ , 2, -, -, -,  N,-,3976,-
comp66862_c0_seq45,emue22534,M , 5, -, -, -,  N,-,498,-
comp66862_c0_seq46,emue22535,_ , 2, -, -, -,  N,-,3924,-
comp66862_c0_seq6,emue22536,_ , 2, -, -, -,  N,-,3964,-
comp66862_c0_seq6,emue22537,M , 5, -, -, -,  N,-,498,-
comp66862_c0_seq8,emue22538,_ , 3, -, -, -,  N,-,4044,-
comp66863_c0_seq2,emue22539,_ , 2, -, -, -,  N,-,323,-
comp66863_c0_seq3,emue22540,_ , 1, -, -, -,  N,-,164,-
comp66863_c1_seq1,emue22541,_ , 1, -, -, -,  N,-,182,-
comp66863_c3_seq16,emue22542,S , 4, -, -, -,  N,-,154,-
comp66863_c3_seq16,emue22543,M , 3, -, -, -,  Y,-,603,-
comp66864_c0_seq9,emue22544,_ , 2, -, -, -,  N,-,769,-
comp66865_c1_seq25,emue22545,_ , 3, -, -, -,  N,-,148,-
comp66865_c1_seq27,emue22546,_ , 2, -, -, -,  N,-,156,-
comp66865_c1_seq30,emue22547,_ , 3, -, -, -,  N,-,148,-
comp66865_c1_seq50,emue22548,_ , 4, -, -, -,  N,-,188,-
comp66865_c1_seq53,emue22549,_ , 3, -, -, -,  N,-,149,-
comp66866_c0_seq16,emue22550,_ , 4, -, -, -,  N,-,200,-
comp66866_c0_seq16,emue22551,_ , 3, -, -, -,  N,-,281,-
comp66866_c0_seq16,emue22552,_ , 2, -, -, -,  N,-,236,-
comp66866_c0_seq25,emue22553,_ , 2, -, -, -,  N,-,236,-
comp66866_c0_seq25,emue22554,_ , 3, -, -, -,  N,-,218,-
comp66866_c0_seq41,emue22555,_ , 2, -, -, -,  N,-,236,-
comp66866_c0_seq44,emue22556,_ , 2, -, -, -,  N,-,236,-
comp66866_c0_seq51,emue22557,_ , 3, -, -, -,  N,-,981,-
comp66867_c0_seq2,emue22558,_ , 3, -, -, -,  N,-,447,-
comp66867_c0_seq2,emue22559,S , 5, -, -, -,  N,-,545,-
comp66867_c0_seq5,emue22560,S , 5, -, -, -,  N,-,545,-
comp66867_c0_seq5,emue22561,_ , 1, -, -, -,  N,-,288,-
comp66867_c1_seq13,emue22562,_ , 3, -, -, -,  N,-,109,-
comp66867_c1_seq25,emue22563,_ , 1, -, -, -,  N,-,122,-
comp66867_c1_seq26,emue22564,S , 4, -, -, -,  N,-,150,-
comp66867_c1_seq26,emue22565,_ , 3, -, -, -,  N,-,369,-
comp66867_c1_seq30,emue22566,S , 4, -, -, -,  N,-,488,-
comp66867_c1_seq35,emue22567,S , 4, -, -, -,  N,-,488,-
comp66867_c1_seq45,emue22568,S , 4, -, -, -,  N,-,132,-
comp66867_c1_seq46,emue22569,S , 4, -, -, -,  N,-,150,-
comp66867_c1_seq46,emue22570,_ , 3, -, -, -,  N,-,343,-
comp66867_c1_seq53,emue22571,_ , 2, -, -, -,  N,-,134,-
comp66867_c1_seq53,emue22572,S , 4, -, -, -,  N,-,150,-
comp66867_c1_seq55,emue22573,_ , 1, -, -, -,  N,-,122,-
comp66867_c1_seq55,emue22574,_ , 2, -, -, -,  N,-,134,-
comp66867_c1_seq56,emue22575,_ , 5, -, -, -,  N,-,117,-
comp66867_c1_seq73,emue22576,S , 4, -, -, -,  N,-,150,-
comp66867_c1_seq73,emue22577,S , 4, -, -, -,  N,-,488,-
comp66867_c1_seq76,emue22578,_ , 2, -, -, -,  N,-,134,-
comp66867_c1_seq78,emue22579,S , 4, -, -, -,  N,-,150,-
comp66868_c1_seq10,emue22580,S , 2, -, -, -,  N,-,151,-
comp66868_c1_seq5,emue22581,_ , 2, -, -, -,  N,-,670,-
comp66869_c0_seq13,emue22582,_ , 4, -, -, -,  N,-,111,-
comp66869_c0_seq17,emue22583,_ , 1, -, -, -,  N,-,102,-
comp66869_c0_seq17,emue22584,_ , 4, -, -, -,  N,-,643,-
comp66869_c0_seq23,emue22585,_ , 1, -, -, -,  N,-,102,-
comp66869_c0_seq23,emue22586,S , 5, -, -, -,  N,-,708,-
comp66869_c0_seq24,emue22587,S , 5, -, -, -,  N,-,809,-
comp66869_c0_seq24,emue22588,_ , 3, -, -, -,  N,-,135,-
comp66869_c0_seq26,emue22589,_ , 1, -, -, -,  N,-,102,-
comp66869_c0_seq26,emue22590,_ , 4, -, -, -,  N,-,740,-
comp66869_c0_seq7,emue22591,_ , 1, -, -, -,  N,-,102,-
comp66869_c0_seq7,emue22592,S , 5, -, -, -,  N,-,702,-
comp66869_c0_seq8,emue22593,_ , 4, -, -, -,  N,-,716,-
comp66869_c0_seq8,emue22594,_ , 1, -, -, -,  N,-,102,-
comp66870_c0_seq1,emue22595,M , 5, -, -, -,  N,-,118,-
comp66870_c1_seq2,emue22596,S , 2, -, -, -,  N,-,240,-
comp66870_c1_seq3,emue22597,S , 2, -, -, -,  N,-,575,-
comp66870_c1_seq4,emue22598,_ , 2, -, -, -,  N,-,102,-
comp66872_c0_seq1,emue22599,M , 5, -, -, -,  N,-,114,-
comp66872_c1_seq1,emue22600,_ , 2, -, -, -,  N,-,163,-
comp66872_c1_seq2,emue22601,_ , 3, -, -, -,  N,-,138,-
comp66872_c1_seq3,emue22602,M , 5, -, -, -,  N,-,173,-
comp66872_c1_seq5,emue22603,M , 5, -, -, -,  N,-,178,-
comp66872_c1_seq7,emue22604,_ , 3, -, -, -,  N,-,143,-
comp66874_c1_seq13,emue22605,_ , 5, -, -, -,  N,-,106,-
comp66874_c1_seq15,emue22606,_ , 1, -, -, -,  N,-,362,-
comp66874_c1_seq2,emue22607,_ , 1, -, -, -,  N,-,362,-
comp66874_c1_seq2,emue22608,_ , 2, -, -, -,  N,-,364,-
comp66874_c1_seq5,emue22609,S , 5, -, -, -,  N,-,124,-
comp66876_c0_seq5,emue22610,_ , 3, -, -, -,  N,-,835,-
comp66877_c1_seq3,emue22611,_ , 1, -, -, -,  N,-,252,-
comp66877_c1_seq8,emue22612,S , 1, -, -, -,  N,-,109,-
comp66879_c1_seq8,emue22613,_ , 1, -, -, -,  N,-,232,-
comp66880_c0_seq1,emue22614,S , 1, -, -, -,  N,-,255,-
comp66880_c0_seq4,emue22615,_ , 2, -, -, -,  N,-,1165,-
comp66881_c2_seq3,emue22616,_ , 3, -, -, -,  N,-,101,-
comp66881_c2_seq8,emue22617,_ , 3, -, -, -,  N,-,101,-
comp66882_c0_seq13,emue22618,S , 2, -, -, -,  N,-,510,-
comp66882_c0_seq17,emue22619,_ , 1, -, -, -,  N,-,162,-
comp66882_c0_seq5,emue22620,M , 5, -, -, -,  N,-,136,-
comp66882_c0_seq6,emue22621,S , 3, -, -, -,  N,-,235,-
comp66883_c2_seq3,emue22622,_ , 1, -, -, -,  N,-,2474,-
comp66883_c2_seq5,emue22623,_ , 5, -, -, -,  N,-,220,-
comp66884_c0_seq6,emue22624,_ , 4, -, -, -,  N,-,193,-
comp66885_c0_seq1,emue22625,_ , 2, -, -, -,  N,-,476,-
comp66885_c0_seq12,emue22626,_ , 3, -, -, -,  N,-,555,-
comp66886_c0_seq19,emue22627,S , 2, -, -, -,  N,-,100,-
comp66887_c0_seq32,emue22628,S , 3, -, -, -,  N,-,318,-
comp66887_c0_seq32,emue22629,_ , 2, -, -, -,  N,-,504,-
comp66887_c0_seq32,emue22630,_ , 2, -, -, -,  N,-,165,-
comp66887_c0_seq38,emue22631,S , 3, -, -, -,  N,-,590,-
comp66887_c0_seq40,emue22632,_ , 2, -, -, -,  N,-,950,-
comp66887_c0_seq47,emue22633,_ , 2, -, -, -,  N,-,677,-
comp66887_c0_seq65,emue22634,_ , 2, -, -, -,  N,-,165,-
comp66887_c0_seq65,emue22635,_ , 2, -, -, -,  N,-,529,-
comp66887_c0_seq75,emue22636,S , 3, -, -, -,  N,-,326,-
comp66887_c0_seq75,emue22637,_ , 2, -, -, -,  N,-,165,-
comp66887_c0_seq75,emue22638,_ , 2, -, -, -,  N,-,504,-
comp66887_c0_seq9,emue22639,_ , 3, -, -, -,  N,-,236,-
comp66889_c0_seq10,emue22640,_ , 4, -, -, -,  N,-,116,-
comp66889_c0_seq10,emue22641,M , 3, -, -, -,  Y,-,121,-
comp66889_c0_seq4,emue22642,M , 3, -, -, -,  Y,-,121,-
comp66889_c0_seq4,emue22643,_ , 3, -, -, -,  N,-,229,-
comp66889_c0_seq4,emue22644,_ , 4, -, -, -,  N,-,116,-
comp66889_c0_seq9,emue22645,_ , 3, -, -, -,  N,-,296,-
comp66889_c1_seq1,emue22646,_ , 3, -, -, -,  N,-,200,-
comp66890_c1_seq13,emue22647,S , 2, -, -, -,  N,-,336,-
comp66890_c1_seq15,emue22648,M , 5, -, -, -,  N,-,526,-
comp66890_c1_seq3,emue22649,S , 2, -, -, -,  N,-,312,-
comp66890_c1_seq5,emue22650,M , 5, -, -, -,  N,-,504,-
comp66892_c0_seq2,emue22651,_ , 3, -, -, -,  N,-,185,-
comp66892_c0_seq2,emue22652,M , 3, -, -, -,  Y,-,186,-
comp66893_c0_seq1,emue22653,M , 1, hsap49, mmus31, -,  Y,LAMC1,1583,Lamc1
comp66894_c1_seq7,emue22654,M , 5, -, -, -,  N,-,104,-
comp66895_c0_seq2,emue22655,M , 5, -, -, -,  N,-,107,-
comp66895_c0_seq3,emue22656,_ , 1, -, -, -,  N,-,109,-
comp66895_c0_seq5,emue22657,_ , 3, -, -, -,  N,-,104,-
comp66896_c0_seq6,emue22658,_ , 3, -, -, -,  N,-,104,-
comp66896_c0_seq6,emue22659,_ , 2, -, -, -,  N,-,120,-
comp66896_c0_seq6,emue22660,_ , 3, -, -, -,  N,-,168,-
comp66896_c0_seq8,emue22661,_ , 3, -, -, -,  N,-,104,-
comp66896_c0_seq8,emue22662,_ , 2, -, -, -,  N,-,120,-
comp66896_c0_seq8,emue22663,_ , 3, -, -, -,  N,-,168,-
comp66897_c0_seq1,emue22664,_ , 2, hsap282, mmus60, scer547,  Y,CPS1,2235,Cps1
comp66898_c0_seq16,emue22665,_ , 2, -, -, -,  N,-,153,-
comp66898_c0_seq4,emue22666,S , 3, -, -, -,  N,-,158,-
comp66898_c0_seq5,emue22667,_ , 2, -, -, -,  N,-,150,-
comp66898_c0_seq7,emue22668,S , 3, -, -, -,  N,-,199,-
comp66900_c0_seq1,emue22669,_ , 5, -, -, -,  N,-,241,-
comp66900_c0_seq12,emue22670,_ , 3, -, -, -,  N,-,131,-
comp66900_c0_seq13,emue22671,_ , 2, -, -, -,  N,-,205,-
comp66900_c0_seq15,emue22672,S , 4, -, -, -,  N,-,266,-
comp66900_c0_seq3,emue22673,_ , 3, -, -, -,  N,-,107,-
comp66900_c0_seq4,emue22674,_ , 3, -, -, -,  N,-,115,-
comp66900_c0_seq5,emue22675,S , 4, -, -, -,  N,-,279,-
comp66900_c0_seq6,emue22676,_ , 4, -, -, -,  N,-,107,-
comp66901_c0_seq3,emue22677,_ , 3, -, -, -,  N,-,125,-
comp66901_c0_seq3,emue22678,_ , 2, -, -, -,  N,-,123,-
comp66901_c0_seq4,emue22679,_ , 2, -, -, -,  N,-,117,-
comp66901_c0_seq4,emue22680,_ , 2, -, -, -,  N,-,127,-
comp66902_c0_seq3,emue22681,_ , 3, -, -, -,  N,-,484,-
comp66903_c0_seq1,emue22682,_ , 2, -, -, -,  N,-,659,-
comp66904_c0_seq1,emue22683,S , 1, -, -, -,  N,-,1131,-
comp66905_c0_seq3,emue22684,_ , 2, -, -, -,  N,-,370,-
comp66906_c0_seq1,emue22685,S , 1, -, -, -,  N,-,1043,-
comp66907_c0_seq5,emue22686,M , 5, -, -, -,  N,-,117,-
comp66907_c0_seq6,emue22687,M , 5, -, -, -,  N,-,140,-
comp66907_c0_seq7,emue22688,_ , 3, -, -, -,  N,-,220,-
comp66907_c0_seq7,emue22689,M , 5, -, -, -,  N,-,140,-
comp66908_c0_seq6,emue22690,S , 1, -, -, -,  N,-,613,-
comp66908_c1_seq5,emue22691,_ , 2, -, -, -,  N,-,207,-
comp66908_c2_seq11,emue22692,_ , 3, -, -, -,  N,-,238,-
comp66908_c2_seq5,emue22693,S , 5, -, -, -,  N,-,107,-
comp66908_c2_seq8,emue22694,_ , 2, -, -, -,  N,-,935,-
comp66910_c0_seq11,emue22695,_ , 1, -, -, -,  N,-,233,-
comp66910_c0_seq3,emue22696,M , 4, -, -, -,  N,-,132,-
comp66910_c0_seq3,emue22697,_ , 1, -, -, -,  N,-,198,-
comp66910_c0_seq5,emue22698,_ , 1, -, -, -,  N,-,198,-
comp66910_c0_seq5,emue22699,M , 1, -, -, -,  Y,-,144,-
comp66911_c1_seq4,emue22700,_ , 2, -, -, -,  N,-,112,-
comp66911_c1_seq6,emue22701,_ , 2, -, -, -,  N,-,184,-
comp66911_c1_seq6,emue22702,_ , 2, -, -, -,  N,-,139,-
comp66911_c1_seq6,emue22703,_ , 3, -, -, -,  N,-,284,-
comp66911_c1_seq6,emue22704,_ , 4, -, -, -,  N,-,184,-
comp66911_c1_seq7,emue22705,_ , 3, -, -, -,  N,-,178,-
comp66911_c1_seq8,emue22706,_ , 2, -, -, -,  N,-,112,-
comp66911_c1_seq8,emue22707,_ , 3, -, -, -,  N,-,106,-
comp66912_c0_seq1,emue22708,_ , 3, -, -, -,  N,-,428,-
comp66912_c1_seq5,emue22709,_ , 1, -, -, -,  N,-,288,-
comp66913_c0_seq14,emue22710,_ , 3, -, -, -,  N,-,287,-
comp66914_c1_seq10,emue22711,_ , 3, -, -, -,  N,-,161,-
comp66914_c1_seq10,emue22712,_ , 4, -, -, -,  N,-,777,-
comp66914_c1_seq10,emue22713,_ , 5, -, -, -,  N,-,672,-
comp66914_c1_seq12,emue22714,S , 5, -, -, -,  N,-,293,-
comp66914_c1_seq14,emue22715,M , 4, -, -, -,  N,-,650,-
comp66914_c1_seq15,emue22716,M , 4, -, -, -,  N,-,660,-
comp66914_c1_seq17,emue22717,_ , 4, -, -, -,  N,-,917,-
comp66914_c1_seq2,emue22718,_ , 3, -, -, -,  N,-,161,-
comp66914_c1_seq2,emue22719,_ , 5, -, -, -,  N,-,510,-
comp66914_c1_seq25,emue22720,_ , 3, -, -, -,  N,-,185,-
comp66914_c1_seq4,emue22721,_ , 5, -, -, -,  N,-,776,-
comp66914_c1_seq5,emue22722,_ , 5, -, -, -,  N,-,786,-
comp66914_c1_seq6,emue22723,S , 2, -, -, -,  N,-,132,-
comp66914_c1_seq6,emue22724,_ , 5, -, -, -,  N,-,784,-
comp66914_c1_seq9,emue22725,M , 4, -, -, -,  N,-,658,-
comp66914_c1_seq9,emue22726,S , 2, -, -, -,  N,-,132,-
comp66916_c0_seq1,emue22727,_ , 2, -, -, -,  N,-,446,-
comp66916_c2_seq1,emue22728,_ , 2, -, -, -,  N,-,104,-
comp66916_c3_seq3,emue22729,_ , 5, -, -, -,  N,-,314,-
comp66916_c4_seq3,emue22730,_ , 2, -, -, -,  N,-,179,-
comp66918_c0_seq13,emue22731,_ , 3, -, -, -,  N,-,374,-
comp66918_c0_seq13,emue22732,S , 2, -, -, -,  N,-,890,-
comp66918_c0_seq13,emue22733,_ , 1, -, -, -,  N,-,470,-
comp66918_c0_seq13,emue22734,_ , 2, -, -, -,  N,-,353,-
comp66918_c0_seq13,emue22735,_ , 4, -, -, -,  N,-,111,-
comp66918_c0_seq13,emue22736,_ , 1, -, -, -,  N,-,121,-
comp66918_c0_seq39,emue22737,_ , 4, -, -, -,  N,-,111,-
comp66918_c0_seq39,emue22738,_ , 3, -, -, -,  N,-,424,-
comp66918_c0_seq52,emue22739,S , 5, -, -, -,  N,-,109,-
comp66918_c0_seq66,emue22740,_ , 3, -, -, -,  N,-,374,-
comp66918_c0_seq66,emue22741,_ , 4, -, -, -,  N,-,111,-
comp66918_c0_seq7,emue22742,_ , 4, -, -, -,  N,-,111,-
comp66918_c0_seq7,emue22743,_ , 3, -, -, -,  N,-,374,-
comp66918_c0_seq7,emue22744,S , 5, -, -, -,  N,-,421,-
comp66918_c0_seq7,emue22745,_ , 2, -, -, -,  N,-,353,-
comp66918_c0_seq7,emue22746,S , 2, -, -, -,  N,-,890,-
comp66918_c1_seq1,emue22747,_ , 4, hsap1235, mmus134, -,  Y,THNSL1,466,Thnsl1
comp66919_c0_seq1,emue22748,_ , 2, -, -, -,  N,-,647,-
comp66919_c2_seq3,emue22749,_ , 2, -, -, -,  N,-,105,-
comp66919_c2_seq6,emue22750,_ , 3, -, -, -,  N,-,1085,-
comp66919_c2_seq7,emue22751,S , 4, -, -, -,  N,-,290,-
comp66919_c2_seq8,emue22752,S , 4, -, -, -,  N,-,682,-
comp66920_c1_seq1,emue22753,_ , 2, -, -, -,  N,-,426,-
comp66922_c0_seq1,emue22754,_ , 2, -, -, -,  N,-,618,-
comp66922_c2_seq1,emue22755,S , 4, -, -, -,  N,-,119,-
comp66922_c2_seq3,emue22756,_ , 5, -, -, -,  N,-,101,-
comp66923_c0_seq1,emue22757,_ , 4, -, -, -,  N,-,640,-
comp66924_c0_seq1,emue22758,_ , 1, -, -, -,  N,-,210,-
comp66924_c0_seq2,emue22759,_ , 2, -, -, -,  N,-,321,-
comp66924_c0_seq3,emue22760,_ , 1, -, -, -,  N,-,1117,-
comp66924_c0_seq4,emue22761,_ , 1, -, -, -,  N,-,210,-
comp66924_c0_seq5,emue22762,S , 5, -, -, -,  N,-,765,-
comp66925_c0_seq10,emue22763,_ , 2, -, -, -,  N,-,162,-
comp66925_c0_seq11,emue22764,_ , 2, -, -, -,  N,-,133,-
