transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp40518_c0_seq7,ocar25892,_ , 1, -, -, -,  N,-,152,-,-
comp40519_c0_seq8,ocar25893,_ , 3, -, -, -,  N,-,251,-,-
comp40519_c0_seq8,ocar25894,_ , 5, -, -, -,  N,-,284,-,-
comp40519_c0_seq8,ocar25895,_ , 5, -, -, -,  N,-,666,-,-
comp40520_c0_seq1,ocar25896,_ , 3, -, -, -,  N,-,487,-,-
comp40521_c0_seq11,ocar25897,_ , 3, -, -, -,  N,-,548,-,-
comp40521_c0_seq7,ocar25898,_ , 1, -, -, -,  N,-,124,-,-
comp40521_c0_seq8,ocar25899,_ , 1, -, -, -,  N,-,127,-,-
comp40522_c0_seq26,ocar25900,S , 5, -, -, -,  N,-,162,-,-
comp40523_c0_seq19,ocar25901,_ , 1, -, -, -,  N,-,100,-,-
comp40523_c0_seq20,ocar25902,_ , 2, -, -, -,  N,-,105,-,-
comp40523_c0_seq22,ocar25903,_ , 5, -, -, -,  N,-,320,-,-
comp40523_c0_seq25,ocar25904,_ , 3, -, -, -,  N,-,101,-,-
comp40523_c0_seq3,ocar25905,M , 5, -, -, -,  N,-,290,-,-
comp40523_c0_seq6,ocar25906,S , 3, -, -, -,  N,-,692,-,-
comp405244_c0_seq1,ocar25907,S , 3, -, -, -,  N,-,133,-,-
comp405246_c0_seq1,ocar25908,_ , 2, -, -, -,  N,-,118,-,-
comp40524_c0_seq3,ocar25909,_ , 5, -, -, -,  N,-,373,-,-
comp40524_c1_seq16,ocar25910,_ , 3, -, -, -,  N,-,359,-,-
comp40524_c1_seq16,ocar25911,S , 2, -, -, -,  N,-,224,-,-
comp40524_c1_seq16,ocar25912,_ , 2, -, -, -,  N,-,156,-,-
comp40524_c1_seq16,ocar25913,_ , 4, -, -, -,  N,-,236,-,-
comp40524_c1_seq16,ocar25914,_ , 1, -, -, -,  N,-,180,-,-
comp40524_c1_seq16,ocar25915,_ , 3, -, -, -,  N,-,184,-,-
comp40524_c1_seq34,ocar25916,S , 2, -, -, -,  N,-,224,-,-
comp40524_c1_seq34,ocar25917,_ , 2, -, -, -,  N,-,640,-,-
comp40524_c1_seq34,ocar25918,_ , 3, -, -, -,  N,-,359,-,-
comp40524_c1_seq34,ocar25919,_ , 3, -, -, -,  N,-,184,-,-
comp40524_c1_seq34,ocar25920,_ , 1, -, -, -,  N,-,180,-,-
comp40524_c1_seq40,ocar25921,_ , 2, -, -, -,  N,-,409,-,-
comp40524_c1_seq40,ocar25922,S , 2, -, -, -,  N,-,224,-,-
comp40524_c1_seq40,ocar25923,_ , 1, -, -, -,  N,-,180,-,-
comp40524_c1_seq40,ocar25924,_ , 3, -, -, -,  N,-,184,-,-
comp40524_c1_seq40,ocar25925,_ , 3, -, -, -,  N,-,359,-,-
comp40524_c1_seq43,ocar25926,_ , 1, -, -, -,  N,-,343,-,-
comp40524_c1_seq43,ocar25927,_ , 2, -, -, -,  N,-,156,-,-
comp40524_c1_seq43,ocar25928,_ , 4, -, -, -,  N,-,236,-,-
comp40524_c1_seq43,ocar25929,_ , 3, -, -, -,  N,-,184,-,-
comp40524_c1_seq43,ocar25930,_ , 3, -, -, -,  N,-,359,-,-
comp40525_c1_seq1,ocar25931,_ , 2, -, -, -,  N,-,123,-,-
comp40525_c1_seq10,ocar25932,_ , 5, -, -, -,  N,-,207,-,-
comp40525_c1_seq11,ocar25933,S , 1, -, -, -,  N,-,267,-,-
comp40525_c1_seq12,ocar25934,M , 5, -, -, -,  N,-,111,-,-
comp40525_c1_seq3,ocar25935,S , 5, -, -, -,  N,-,110,-,-
comp40525_c1_seq8,ocar25936,_ , 5, -, -, -,  N,-,188,-,-
comp40525_c1_seq9,ocar25937,_ , 4, -, -, -,  N,-,181,-,-
comp40526_c0_seq17,ocar25938,_ , 2, -, -, -,  N,-,111,-,-
comp40526_c0_seq8,ocar25939,_ , 2, -, -, -,  N,-,111,-,-
comp40527_c0_seq17,ocar25940,_ , 4, -, -, -,  N,-,552,-,-
comp40527_c0_seq25,ocar25941,_ , 4, -, -, -,  N,-,537,-,-
comp40527_c0_seq37,ocar25942,_ , 4, -, -, -,  N,-,345,-,-
comp40527_c0_seq49,ocar25943,S , 1, -, -, -,  N,-,102,-,-
comp40528_c0_seq2,ocar25944,_ , 2, -, -, -,  N,-,123,-,-
comp40528_c0_seq3,ocar25945,_ , 2, -, -, -,  N,-,162,-,-
comp40528_c0_seq3,ocar25946,M , 4, -, -, -,  N,-,146,-,-
comp40528_c0_seq4,ocar25947,M , 4, -, -, -,  N,-,146,-,-
comp40528_c0_seq5,ocar25948,S , 4, -, -, -,  N,-,182,-,-
comp40528_c1_seq1,ocar25949,S , 1, -, -, -,  N,-,1415,-,-
comp40529_c0_seq1,ocar25950,_ , 4, -, -, -,  N,-,146,-,-
comp40529_c0_seq4,ocar25951,_ , 5, -, -, -,  N,-,372,-,-
comp40529_c0_seq4,ocar25952,_ , 4, -, -, -,  N,-,354,-,-
comp40530_c0_seq1,ocar25953,_ , 1, -, -, -,  N,-,347,-,-
comp40530_c0_seq1,ocar25954,_ , 1, -, -, -,  N,-,516,-,-
comp40532_c0_seq10,ocar25955,_ , 3, -, -, -,  N,-,889,-,-
comp40532_c0_seq11,ocar25956,_ , 2, -, -, -,  N,-,442,-,-
comp40532_c0_seq12,ocar25957,_ , 2, -, -, -,  N,-,113,-,-
comp40532_c0_seq18,ocar25958,_ , 2, -, -, -,  N,-,142,-,-
comp40532_c0_seq4,ocar25959,_ , 3, -, -, -,  N,-,623,-,-
comp40532_c0_seq7,ocar25960,M , 4, -, -, -,  N,-,706,-,-
comp40533_c1_seq102,ocar25961,_ , 3, -, -, -,  N,-,223,-,-
comp40533_c1_seq102,ocar25962,_ , 1, -, -, -,  N,-,100,-,-
comp40533_c1_seq109,ocar25963,S , 5, -, -, -,  N,-,598,-,-
comp40533_c1_seq109,ocar25964,_ , 3, -, -, -,  N,-,284,-,-
comp40533_c1_seq109,ocar25965,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq138,ocar25966,_ , 2, -, -, -,  N,-,142,-,-
comp40533_c1_seq138,ocar25967,_ , 3, -, -, -,  N,-,912,-,-
comp40533_c1_seq138,ocar25968,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq146,ocar25969,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq146,ocar25970,_ , 3, -, -, -,  N,-,1223,-,-
comp40533_c1_seq163,ocar25971,_ , 3, -, -, -,  N,-,223,-,-
comp40533_c1_seq163,ocar25972,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq163,ocar25973,M , 2, -, -, -,  Y,-,206,-,-
comp40533_c1_seq48,ocar25974,_ , 2, -, -, -,  N,-,118,-,-
comp40533_c1_seq48,ocar25975,_ , 1, -, -, -,  N,-,157,-,-
comp40533_c1_seq53,ocar25976,S , 5, -, -, -,  N,-,139,-,-
comp40533_c1_seq53,ocar25977,_ , 3, -, -, -,  N,-,284,-,-
comp40533_c1_seq53,ocar25978,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq65,ocar25979,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq65,ocar25980,_ , 2, -, -, -,  N,-,1411,-,-
comp40533_c1_seq88,ocar25981,_ , 1, -, -, -,  N,-,192,-,-
comp40533_c1_seq88,ocar25982,_ , 3, -, -, -,  N,-,109,-,-
comp40533_c1_seq88,ocar25983,_ , 3, -, -, -,  N,-,128,-,-
comp40534_c1_seq11,ocar25984,_ , 4, -, -, -,  N,-,214,-,-
comp40534_c1_seq11,ocar25985,_ , 4, -, -, -,  N,-,124,-,-
comp40534_c1_seq14,ocar25986,_ , 4, -, -, -,  N,-,593,-,-
comp40534_c1_seq14,ocar25987,_ , 4, -, -, -,  N,-,124,-,-
comp40534_c1_seq38,ocar25988,_ , 2, -, -, -,  N,-,140,-,-
comp40534_c1_seq39,ocar25989,S , 4, -, -, -,  N,-,147,-,-
comp40534_c1_seq41,ocar25990,_ , 4, -, -, -,  N,-,124,-,-
comp40534_c1_seq41,ocar25991,_ , 4, -, -, -,  N,-,214,-,-
comp40534_c1_seq41,ocar25992,M , 4, -, -, -,  N,-,123,-,-
comp40534_c1_seq44,ocar25993,_ , 4, -, -, -,  N,-,124,-,-
comp40534_c1_seq46,ocar25994,_ , 4, -, -, -,  N,-,593,-,-
comp40534_c1_seq46,ocar25995,_ , 4, -, -, -,  N,-,120,-,-
comp40534_c1_seq49,ocar25996,_ , 4, -, -, -,  N,-,124,-,-
comp40534_c1_seq49,ocar25997,_ , 4, -, -, -,  N,-,214,-,-
comp40534_c1_seq50,ocar25998,_ , 3, -, -, -,  N,-,102,-,-
comp40534_c1_seq50,ocar25999,_ , 4, -, -, -,  N,-,137,-,-
comp40534_c1_seq52,ocar26000,S , 4, -, -, -,  N,-,264,-,-
comp40534_c1_seq56,ocar26001,_ , 2, -, -, -,  N,-,156,-,-
comp40534_c1_seq57,ocar26002,M , 5, -, -, -,  N,-,99,-,-
comp40534_c1_seq57,ocar26003,_ , 3, -, -, -,  N,-,102,-,-
comp40534_c1_seq58,ocar26004,_ , 2, -, -, -,  N,-,273,-,-
comp40534_c1_seq59,ocar26005,_ , 2, -, -, -,  N,-,188,-,-
comp40535_c0_seq10,ocar26006,S , 4, -, -, -,  N,-,178,-,-
comp40535_c0_seq12,ocar26007,_ , 3, -, -, -,  N,-,194,-,-
comp40535_c0_seq12,ocar26008,_ , 2, -, -, -,  N,-,311,-,-
comp40535_c0_seq12,ocar26009,_ , 2, -, -, -,  N,-,539,-,-
comp40535_c0_seq17,ocar26010,_ , 1, -, -, -,  N,-,418,-,-
comp40535_c0_seq19,ocar26011,_ , 2, -, -, -,  N,-,298,-,-
comp40535_c0_seq19,ocar26012,_ , 2, -, -, -,  N,-,539,-,-
comp40535_c0_seq19,ocar26013,_ , 3, -, -, -,  N,-,194,-,-
comp40535_c0_seq20,ocar26014,S , 5, -, -, -,  N,-,191,-,-
comp40535_c0_seq3,ocar26015,_ , 3, -, -, -,  N,-,105,-,-
comp40535_c0_seq3,ocar26016,_ , 2, -, -, -,  N,-,707,-,-
comp40535_c0_seq3,ocar26017,_ , 2, -, -, -,  N,-,213,-,-
comp40535_c0_seq7,ocar26018,_ , 2, -, -, -,  N,-,494,-,-
comp40538_c0_seq10,ocar26019,_ , 1, -, -, -,  N,-,178,-,-
comp40538_c0_seq11,ocar26020,_ , 2, -, -, -,  N,-,126,-,-
comp40538_c0_seq11,ocar26021,_ , 1, -, -, -,  N,-,614,-,-
comp40538_c0_seq3,ocar26022,_ , 1, -, -, -,  N,-,117,-,-
comp40538_c0_seq7,ocar26023,_ , 5, -, -, -,  N,-,228,-,-
comp40538_c0_seq7,ocar26024,_ , 2, -, -, -,  N,-,167,-,-
comp40538_c0_seq8,ocar26025,_ , 2, -, -, -,  N,-,172,-,-
comp40538_c0_seq8,ocar26026,_ , 1, -, -, -,  N,-,315,-,-
comp40539_c1_seq1,ocar26027,_ , 4, -, -, -,  N,-,370,-,-
comp40539_c1_seq1,ocar26028,M , 5, -, -, -,  N,-,115,-,-
comp40539_c1_seq1,ocar26029,_ , 2, -, -, -,  N,-,130,-,-
comp40539_c1_seq26,ocar26030,M , 5, -, -, -,  N,-,115,-,-
comp40539_c1_seq26,ocar26031,_ , 4, -, -, -,  N,-,370,-,-
comp40539_c1_seq26,ocar26032,_ , 2, -, -, -,  N,-,161,-,-
comp40539_c1_seq43,ocar26033,_ , 4, -, -, -,  N,-,370,-,-
comp40539_c1_seq51,ocar26034,_ , 2, -, -, -,  N,-,130,-,-
comp40539_c1_seq63,ocar26035,_ , 3, -, -, -,  N,-,175,-,-
comp40540_c0_seq10,ocar26036,S , 3, -, -, -,  N,-,146,-,-
comp40540_c0_seq14,ocar26037,_ , 4, -, -, -,  N,-,119,-,-
comp40540_c0_seq26,ocar26038,S , 5, -, -, -,  N,-,136,-,-
comp40540_c0_seq26,ocar26039,_ , 4, -, -, -,  N,-,249,-,-
comp40540_c0_seq28,ocar26040,S , 1, -, -, -,  N,-,140,-,-
comp40540_c0_seq33,ocar26041,_ , 4, -, -, -,  N,-,249,-,-
comp40540_c0_seq4,ocar26042,M , 5, -, -, -,  N,-,504,-,-
comp40540_c0_seq45,ocar26043,_ , 2, -, -, -,  N,-,252,-,-
comp40540_c0_seq45,ocar26044,S , 5, -, -, -,  N,-,110,-,-
comp40540_c0_seq48,ocar26045,_ , 3, -, -, -,  N,-,121,-,-
comp40540_c0_seq50,ocar26046,_ , 4, -, -, -,  N,-,241,-,-
comp40540_c0_seq65,ocar26047,_ , 2, -, -, -,  N,-,252,-,-
comp40540_c0_seq69,ocar26048,_ , 4, -, -, -,  N,-,440,-,-
comp40541_c0_seq13,ocar26049,_ , 3, -, -, -,  N,-,103,-,-
comp40541_c0_seq13,ocar26050,_ , 2, -, -, -,  N,-,851,-,-
comp40541_c0_seq20,ocar26051,_ , 2, -, -, -,  N,-,377,-,-
comp40541_c0_seq20,ocar26052,_ , 4, -, -, -,  N,-,211,-,-
comp40541_c0_seq20,ocar26053,_ , 3, -, -, -,  N,-,256,-,-
comp40541_c0_seq20,ocar26054,_ , 4, -, -, -,  N,-,218,-,-
comp40541_c0_seq4,ocar26055,_ , 3, -, -, -,  N,-,256,-,-
comp40541_c0_seq4,ocar26056,_ , 4, -, -, -,  N,-,218,-,-
comp40541_c0_seq4,ocar26057,_ , 2, -, -, -,  N,-,377,-,-
comp40541_c0_seq4,ocar26058,_ , 4, -, -, -,  N,-,164,-,-
comp40542_c0_seq10,ocar26059,M , 5, -, -, -,  N,-,308,-,-
comp40542_c0_seq10,ocar26060,S , 5, -, -, -,  N,-,871,-,-
comp40542_c0_seq10,ocar26061,_ , 3, -, -, -,  N,-,258,-,-
comp40542_c0_seq11,ocar26062,_ , 2, -, -, -,  N,-,981,-,-
comp40542_c0_seq15,ocar26063,S , 5, -, -, -,  N,-,265,-,-
comp40542_c0_seq15,ocar26064,S , 5, -, -, -,  N,-,871,-,-
comp40542_c0_seq15,ocar26065,_ , 3, -, -, -,  N,-,258,-,-
comp40543_c0_seq135,ocar26066,S , 2, -, -, -,  N,-,706,-,-
comp40543_c0_seq140,ocar26067,S , 2, -, -, -,  N,-,150,-,-
comp40543_c0_seq140,ocar26068,_ , 3, -, -, -,  N,-,214,-,-
comp40543_c0_seq146,ocar26069,S , 2, -, -, -,  N,-,706,-,-
comp40543_c0_seq146,ocar26070,_ , 1, -, -, -,  N,-,372,-,-
comp40543_c0_seq149,ocar26071,S , 2, -, -, -,  N,-,640,-,-
comp40543_c0_seq17,ocar26072,S , 2, -, -, -,  N,-,716,-,-
comp40543_c0_seq36,ocar26073,S , 2, -, -, -,  N,-,339,-,-
comp40543_c0_seq36,ocar26074,M , 5, -, -, -,  N,-,149,-,-
comp40543_c0_seq52,ocar26075,S , 2, -, -, -,  N,-,706,-,-
comp40543_c0_seq52,ocar26076,_ , 1, -, -, -,  N,-,363,-,-
comp40543_c0_seq8,ocar26077,_ , 3, -, -, -,  N,-,467,-,-
comp40543_c0_seq8,ocar26078,_ , 1, -, -, -,  N,-,372,-,-
comp40543_c0_seq82,ocar26079,M , 5, -, -, -,  N,-,236,-,-
comp40543_c0_seq82,ocar26080,S , 2, -, -, -,  N,-,339,-,-
comp40543_c0_seq83,ocar26081,_ , 4, -, -, -,  N,-,290,-,-
comp40543_c0_seq83,ocar26082,S , 2, -, -, -,  N,-,150,-,-
comp40543_c0_seq87,ocar26083,_ , 4, -, -, -,  N,-,543,-,-
comp40543_c0_seq87,ocar26084,_ , 1, -, -, -,  N,-,363,-,-
comp40543_c0_seq87,ocar26085,S , 2, -, -, -,  N,-,150,-,-
comp40544_c0_seq1,ocar26086,S , 1, -, -, -,  N,-,164,-,-
comp40544_c0_seq3,ocar26087,S , 1, -, -, -,  N,-,163,-,-
comp40544_c2_seq13,ocar26088,_ , 1, -, -, -,  N,-,244,-,-
comp40544_c2_seq15,ocar26089,_ , 1, -, -, -,  N,-,421,-,-
comp40544_c2_seq17,ocar26090,M , 1, -, -, -,  Y,-,492,-,-
comp40544_c2_seq17,ocar26091,M , 3, -, -, -,  Y,-,181,-,-
comp40544_c2_seq22,ocar26092,_ , 2, -, -, -,  N,-,115,-,-
comp40544_c2_seq22,ocar26093,_ , 3, -, -, -,  N,-,160,-,-
comp40544_c2_seq26,ocar26094,_ , 3, -, -, -,  N,-,160,-,-
comp40544_c2_seq26,ocar26095,_ , 5, -, -, -,  N,-,104,-,-
comp40544_c2_seq31,ocar26096,_ , 5, -, -, -,  N,-,112,-,-
comp40544_c2_seq31,ocar26097,_ , 3, -, -, -,  N,-,183,-,-
comp40544_c2_seq33,ocar26098,_ , 2, -, -, -,  N,-,117,-,-
comp40544_c2_seq33,ocar26099,_ , 5, -, -, -,  N,-,141,-,-
comp40544_c2_seq34,ocar26100,_ , 2, -, -, -,  N,-,117,-,-
comp40545_c0_seq13,ocar26101,M , 3, -, -, -,  Y,-,101,-,-
comp40545_c0_seq17,ocar26102,M , 3, -, -, -,  Y,-,205,-,-
comp40545_c0_seq4,ocar26103,M , 3, -, -, -,  Y,-,205,-,-
comp40546_c0_seq11,ocar26104,_ , 2, -, -, -,  N,-,150,-,-
comp40546_c0_seq14,ocar26105,_ , 3, -, -, -,  N,-,100,-,-
comp40546_c0_seq26,ocar26106,_ , 2, -, -, -,  N,-,335,-,-
comp40546_c0_seq28,ocar26107,_ , 1, -, -, -,  N,-,403,-,-
comp40546_c0_seq3,ocar26108,_ , 1, -, -, -,  N,-,124,-,-
comp40546_c0_seq3,ocar26109,M , 5, -, -, -,  N,-,283,-,-
comp40546_c0_seq30,ocar26110,_ , 3, -, -, -,  N,-,248,-,-
comp40546_c0_seq32,ocar26111,M , 5, -, -, -,  N,-,283,-,-
comp40546_c0_seq4,ocar26112,M , 5, -, -, -,  N,-,283,-,-
comp40546_c0_seq4,ocar26113,M , 4, -, -, -,  N,-,117,-,-
comp40546_c0_seq5,ocar26114,_ , 2, -, -, -,  N,-,317,-,-
comp40546_c0_seq5,ocar26115,M , 5, -, -, -,  N,-,283,-,-
comp40547_c0_seq10,ocar26116,_ , 2, -, -, -,  N,-,151,-,-
comp40547_c0_seq18,ocar26117,_ , 2, -, -, -,  N,-,211,-,-
comp40547_c0_seq7,ocar26118,_ , 1, -, -, -,  N,-,174,-,-
comp40548_c0_seq13,ocar26119,S , 5, -, -, -,  N,-,322,-,-
comp40548_c0_seq14,ocar26120,M , 4, -, -, -,  N,-,220,-,-
comp40548_c0_seq14,ocar26121,_ , 2, -, -, -,  N,-,437,-,-
comp40548_c0_seq27,ocar26122,_ , 1, -, -, -,  N,-,325,-,-
comp40548_c0_seq8,ocar26123,_ , 3, -, -, -,  N,-,1517,-,-
comp40549_c0_seq1,ocar26124,_ , 2, -, -, -,  N,-,372,-,-
comp40549_c0_seq20,ocar26125,_ , 2, -, -, -,  N,-,312,-,-
comp40549_c0_seq20,ocar26126,_ , 1, -, -, -,  N,-,259,-,-
comp40549_c0_seq20,ocar26127,_ , 4, -, -, -,  N,-,155,-,-
comp40549_c0_seq24,ocar26128,S , 1, -, -, -,  N,-,702,-,-
comp40549_c0_seq26,ocar26129,_ , 2, -, -, -,  N,-,312,-,-
comp40549_c0_seq26,ocar26130,_ , 1, -, -, -,  N,-,259,-,-
comp40549_c0_seq26,ocar26131,_ , 4, -, -, -,  N,-,155,-,-
comp40549_c0_seq5,ocar26132,_ , 2, -, -, -,  N,-,330,-,-
comp40549_c0_seq5,ocar26133,_ , 1, -, -, -,  N,-,259,-,-
comp40549_c0_seq5,ocar26134,_ , 2, -, -, -,  N,-,312,-,-
comp40549_c0_seq5,ocar26135,_ , 4, -, -, -,  N,-,155,-,-
comp40550_c0_seq10,ocar26136,_ , 2, -, -, -,  N,-,132,-,-
comp40550_c0_seq10,ocar26137,S , 4, -, -, -,  N,-,155,-,-
comp40550_c0_seq10,ocar26138,_ , 1, -, -, -,  N,-,196,-,-
comp40550_c0_seq10,ocar26139,_ , 4, -, -, -,  N,-,166,-,-
comp40550_c0_seq15,ocar26140,S , 4, -, -, -,  N,-,155,-,-
comp40550_c0_seq15,ocar26141,_ , 2, -, -, -,  N,-,132,-,-
comp40550_c0_seq15,ocar26142,_ , 4, -, -, -,  N,-,166,-,-
comp40550_c0_seq28,ocar26143,_ , 3, -, -, -,  N,-,100,-,-
comp40550_c0_seq28,ocar26144,_ , 2, -, -, -,  N,-,123,-,-
comp40550_c0_seq28,ocar26145,_ , 2, -, -, -,  N,-,132,-,-
comp40550_c0_seq28,ocar26146,S , 3, -, -, -,  N,-,148,-,-
comp40550_c0_seq4,ocar26147,_ , 3, -, -, -,  N,-,100,-,-
comp40550_c0_seq4,ocar26148,_ , 2, -, -, -,  N,-,132,-,-
comp40550_c0_seq4,ocar26149,S , 4, -, -, -,  N,-,155,-,-
comp40550_c0_seq4,ocar26150,_ , 2, -, -, -,  N,-,282,-,-
comp40550_c1_seq21,ocar26151,_ , 4, -, -, -,  N,-,180,-,-
comp40550_c1_seq21,ocar26152,_ , 1, -, -, -,  N,-,216,-,-
comp40550_c1_seq6,ocar26153,_ , 1, -, -, -,  N,-,357,-,-
comp40551_c0_seq10,ocar26154,_ , 1, -, -, -,  N,-,114,-,-
comp40551_c0_seq10,ocar26155,_ , 5, -, -, -,  N,-,150,-,-
comp40551_c0_seq10,ocar26156,_ , 1, -, -, -,  N,-,316,-,-
comp40551_c0_seq5,ocar26157,_ , 1, -, -, -,  N,-,316,-,-
comp40551_c0_seq5,ocar26158,M , 5, -, -, -,  N,-,390,-,-
comp40552_c0_seq1,ocar26159,_ , 3, -, -, -,  N,-,114,-,-
comp40552_c0_seq1,ocar26160,_ , 3, -, -, -,  N,-,200,-,-
comp40552_c0_seq1,ocar26161,_ , 1, -, -, -,  N,-,145,-,-
comp40552_c0_seq10,ocar26162,_ , 2, -, -, -,  N,-,234,-,-
comp40552_c0_seq11,ocar26163,_ , 1, -, -, -,  N,-,321,-,-
comp40552_c0_seq19,ocar26164,_ , 2, -, -, -,  N,-,444,-,-
comp40552_c0_seq4,ocar26165,_ , 1, -, -, -,  N,-,324,-,-
comp40552_c0_seq4,ocar26166,_ , 3, -, -, -,  N,-,200,-,-
comp40552_c0_seq6,ocar26167,M , 3, -, -, -,  Y,-,190,-,-
comp40552_c0_seq6,ocar26168,_ , 1, -, -, -,  N,-,324,-,-
comp40552_c0_seq8,ocar26169,_ , 3, -, -, -,  N,-,114,-,-
comp40552_c0_seq8,ocar26170,_ , 2, -, -, -,  N,-,156,-,-
comp40552_c0_seq8,ocar26171,_ , 1, -, -, -,  N,-,142,-,-
comp40553_c0_seq3,ocar26172,_ , 2, -, -, -,  N,-,287,-,-
comp40554_c0_seq1,ocar26173,_ , 1, -, -, -,  N,-,250,-,-
comp40554_c0_seq10,ocar26174,_ , 1, -, -, -,  N,-,294,-,-
comp40554_c0_seq4,ocar26175,_ , 2, -, -, -,  N,-,149,-,-
comp40554_c0_seq4,ocar26176,_ , 1, -, -, -,  N,-,161,-,-
comp40554_c0_seq4,ocar26177,_ , 5, -, -, -,  N,-,155,-,-
comp40554_c0_seq4,ocar26178,_ , 2, -, -, -,  N,-,334,-,-
comp40554_c0_seq6,ocar26179,M , 5, -, -, -,  N,-,201,-,-
comp40554_c0_seq7,ocar26180,_ , 3, -, -, -,  N,-,562,-,-
comp40554_c0_seq8,ocar26181,_ , 1, -, -, -,  N,-,274,-,-
comp40554_c0_seq9,ocar26182,_ , 1, -, -, -,  N,-,270,-,-
comp40555_c0_seq14,ocar26183,_ , 2, -, -, -,  N,-,741,-,-
comp40555_c0_seq4,ocar26184,_ , 2, -, -, -,  N,-,1257,-,-
comp40555_c0_seq40,ocar26185,_ , 3, -, -, -,  N,-,997,-,-
comp40555_c0_seq44,ocar26186,_ , 3, -, -, -,  N,-,1020,-,-
comp40555_c0_seq47,ocar26187,_ , 2, -, -, -,  N,-,1350,-,-
comp40556_c1_seq8,ocar26188,_ , 3, -, -, -,  N,-,104,-,-
comp40557_c0_seq6,ocar26189,_ , 2, hsap1879, mmus1059, -,  Y,ABCA9,1743,Abca9,-
comp40559_c1_seq1,ocar26190,S , 2, -, -, -,  N,-,1728,-,-
comp40559_c1_seq11,ocar26191,S , 1, -, -, -,  N,-,284,-,-
comp40559_c1_seq14,ocar26192,_ , 4, -, -, -,  N,-,899,-,-
comp40559_c1_seq3,ocar26193,S , 2, -, -, -,  N,-,1760,-,-
comp40559_c1_seq5,ocar26194,_ , 3, -, -, -,  N,-,152,-,-
comp40559_c1_seq8,ocar26195,_ , 2, -, -, -,  N,-,231,-,-
comp40560_c0_seq10,ocar26196,_ , 2, -, -, -,  N,-,111,-,-
comp40560_c0_seq10,ocar26197,M , 3, -, -, -,  Y,-,162,-,-
comp40560_c0_seq47,ocar26198,M , 3, -, -, -,  Y,-,166,-,-
comp40560_c0_seq58,ocar26199,_ , 5, -, -, -,  N,-,642,-,-
comp40560_c1_seq2,ocar26200,_ , 1, -, -, -,  N,-,184,-,-
comp40560_c1_seq3,ocar26201,S , 4, -, -, -,  N,-,318,-,-
comp40560_c1_seq5,ocar26202,M , 2, -, -, -,  Y,-,319,-,-
comp40561_c0_seq6,ocar26203,_ , 1, -, -, -,  N,-,101,-,-
comp40562_c0_seq46,ocar26204,_ , 1, -, -, -,  N,-,259,-,-
comp40562_c0_seq49,ocar26205,_ , 3, -, -, -,  N,-,218,-,-
comp40562_c0_seq55,ocar26206,_ , 3, -, -, -,  N,-,923,-,-
comp40562_c0_seq56,ocar26207,_ , 3, -, -, -,  N,-,1107,-,-
comp40562_c0_seq57,ocar26208,_ , 5, -, -, -,  N,-,236,-,-
comp40563_c0_seq11,ocar26209,_ , 2, -, -, -,  N,-,436,-,-
comp40563_c0_seq11,ocar26210,_ , 2, -, -, -,  N,-,223,-,-
comp40563_c0_seq11,ocar26211,_ , 2, -, -, -,  N,-,1311,-,-
comp40563_c0_seq2,ocar26212,_ , 3, -, -, -,  N,-,101,-,-
comp40563_c0_seq2,ocar26213,_ , 2, -, -, -,  N,-,1311,-,-
comp40563_c0_seq2,ocar26214,S , 1, -, -, -,  N,-,292,-,-
comp40563_c0_seq3,ocar26215,_ , 2, -, -, -,  N,-,229,-,-
comp40563_c0_seq3,ocar26216,_ , 2, -, mmus618, -,  Y,-,223,Bax,-
comp40563_c0_seq3,ocar26217,_ , 2, -, -, -,  N,-,1311,-,-
comp40563_c0_seq6,ocar26218,_ , 2, -, -, -,  N,-,135,-,-
comp40563_c0_seq8,ocar26219,S , 1, -, -, -,  N,-,292,-,-
comp40563_c0_seq8,ocar26220,_ , 3, -, -, -,  N,-,101,-,-
comp40564_c1_seq12,ocar26221,S , 4, -, -, -,  N,-,614,-,-
comp40564_c1_seq5,ocar26222,S , 4, -, -, -,  N,-,532,-,-
comp40564_c1_seq6,ocar26223,S , 4, -, -, -,  N,-,99,-,-
comp40565_c0_seq2,ocar26224,_ , 1, hsap114, mmus1313, -,  Y,NSUN4,588,Nsun3,-
comp40565_c2_seq14,ocar26225,_ , 1, -, -, -,  N,-,126,-,-
comp40565_c2_seq14,ocar26226,_ , 2, -, -, -,  N,-,325,-,-
comp40566_c0_seq4,ocar26227,_ , 2, -, -, -,  N,-,665,-,-
comp40566_c0_seq5,ocar26228,_ , 4, -, -, -,  N,-,524,-,-
comp40567_c0_seq101,ocar26229,M , 5, -, -, -,  N,-,101,-,-
comp40568_c0_seq10,ocar26230,_ , 2, -, -, -,  N,-,123,-,-
