transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
jgi|Nemve1|238856|estExt_fgenesh1_pg.C_90049|m.15197 jgi|Nemve1|238856|estExt_fgenesh1_pg.C_90049|g.15197  ,nvec15570,M,4,-,mmus81,-,N,-,366,BC026585,-
jgi|Nemve1|238857|estExt_fgenesh1_pg.C_90050|m.15198 jgi|Nemve1|238857|estExt_fgenesh1_pg.C_90050|g.15198  ,nvec15571,_,1,-,-,-,N,-,486,-,-
jgi|Nemve1|238858|estExt_fgenesh1_pg.C_90051|m.15200 jgi|Nemve1|238858|estExt_fgenesh1_pg.C_90051|g.15200  ,nvec15572,S,1,-,-,-,N,-,1104,-,-
jgi|Nemve1|238863|estExt_fgenesh1_pg.C_90062|m.15217 jgi|Nemve1|238863|estExt_fgenesh1_pg.C_90062|g.15217  ,nvec15573,S,2,-,-,-,N,-,248,-,-
jgi|Nemve1|238864|estExt_fgenesh1_pg.C_90066|m.15221 jgi|Nemve1|238864|estExt_fgenesh1_pg.C_90066|g.15221  ,nvec15574,S,1,-,-,-,N,-,361,-,-
jgi|Nemve1|238865|estExt_fgenesh1_pg.C_90076|m.15236 jgi|Nemve1|238865|estExt_fgenesh1_pg.C_90076|g.15236  ,nvec15575,_,2,-,-,-,N,-,154,-,-
jgi|Nemve1|238865|estExt_fgenesh1_pg.C_90076|m.15234 jgi|Nemve1|238865|estExt_fgenesh1_pg.C_90076|g.15234  ,nvec15576,_,1,-,-,-,N,-,986,-,-
jgi|Nemve1|238873|estExt_fgenesh1_pg.C_90087|m.15251 jgi|Nemve1|238873|estExt_fgenesh1_pg.C_90087|g.15251  ,nvec15577,S,1,-,-,-,N,-,673,-,-
jgi|Nemve1|238875|estExt_fgenesh1_pg.C_90090|m.15255 jgi|Nemve1|238875|estExt_fgenesh1_pg.C_90090|g.15255  ,nvec15578,M,5,-,-,-,N,-,328,-,-
jgi|Nemve1|238876|estExt_fgenesh1_pg.C_90093|m.15259 jgi|Nemve1|238876|estExt_fgenesh1_pg.C_90093|g.15259  ,nvec15579,_,1,-,-,-,N,-,572,-,-
jgi|Nemve1|238879|estExt_fgenesh1_pg.C_90096|m.15266 jgi|Nemve1|238879|estExt_fgenesh1_pg.C_90096|g.15266  ,nvec15580,_,2,-,-,-,N,-,630,-,-
jgi|Nemve1|238885|estExt_fgenesh1_pg.C_90108|m.15280 jgi|Nemve1|238885|estExt_fgenesh1_pg.C_90108|g.15280  ,nvec15581,S,1,-,-,-,N,-,689,-,-
jgi|Nemve1|238886|estExt_fgenesh1_pg.C_90109|m.15282 jgi|Nemve1|238886|estExt_fgenesh1_pg.C_90109|g.15282  ,nvec15582,_,3,-,-,-,N,-,415,-,-
jgi|Nemve1|238889|estExt_fgenesh1_pg.C_90114|m.15292 jgi|Nemve1|238889|estExt_fgenesh1_pg.C_90114|g.15292  ,nvec15583,S,1,-,-,-,N,-,324,-,-
jgi|Nemve1|238893|estExt_fgenesh1_pg.C_90126|m.15305 jgi|Nemve1|238893|estExt_fgenesh1_pg.C_90126|g.15305  ,nvec15584,S,2,-,-,-,N,-,494,-,-
jgi|Nemve1|238894|estExt_fgenesh1_pg.C_90133|m.15315 jgi|Nemve1|238894|estExt_fgenesh1_pg.C_90133|g.15315  ,nvec15585,S,1,-,-,-,N,-,1129,-,-
jgi|Nemve1|238896|estExt_fgenesh1_pg.C_90138|m.15317 jgi|Nemve1|238896|estExt_fgenesh1_pg.C_90138|g.15317  ,nvec15586,M,4,-,-,-,N,-,723,-,-
jgi|Nemve1|238897|estExt_fgenesh1_pg.C_90139|m.15318 jgi|Nemve1|238897|estExt_fgenesh1_pg.C_90139|g.15318  ,nvec15587,M,2,-,-,-,Y,-,387,-,-
jgi|Nemve1|238899|estExt_fgenesh1_pg.C_90141|m.15320 jgi|Nemve1|238899|estExt_fgenesh1_pg.C_90141|g.15320  ,nvec15588,_,1,-,-,-,N,-,622,-,-
jgi|Nemve1|238900|estExt_fgenesh1_pg.C_90144|m.15323 jgi|Nemve1|238900|estExt_fgenesh1_pg.C_90144|g.15323  ,nvec15589,_,2,-,-,-,N,-,880,-,-
jgi|Nemve1|238903|estExt_fgenesh1_pg.C_90149|m.15329 jgi|Nemve1|238903|estExt_fgenesh1_pg.C_90149|g.15329  ,nvec15590,_,3,-,-,-,N,-,400,-,-
jgi|Nemve1|238906|estExt_fgenesh1_pg.C_90156|m.15335 jgi|Nemve1|238906|estExt_fgenesh1_pg.C_90156|g.15335  ,nvec15591,M,3,-,-,-,Y,-,539,-,-
jgi|Nemve1|238906|estExt_fgenesh1_pg.C_90156|m.15336 jgi|Nemve1|238906|estExt_fgenesh1_pg.C_90156|g.15336  ,nvec15592,S,2,-,-,-,N,-,123,-,-
jgi|Nemve1|238907|estExt_fgenesh1_pg.C_90157|m.15337 jgi|Nemve1|238907|estExt_fgenesh1_pg.C_90157|g.15337  ,nvec15593,_,2,-,-,-,N,-,878,-,-
jgi|Nemve1|238909|estExt_fgenesh1_pg.C_90160|m.15343 jgi|Nemve1|238909|estExt_fgenesh1_pg.C_90160|g.15343  ,nvec15594,_,3,-,-,-,N,-,465,-,-
jgi|Nemve1|238911|estExt_fgenesh1_pg.C_90163|m.15348 jgi|Nemve1|238911|estExt_fgenesh1_pg.C_90163|g.15348  ,nvec15595,_,5,-,-,-,N,-,322,-,-
jgi|Nemve1|238912|estExt_fgenesh1_pg.C_90169|m.15351 jgi|Nemve1|238912|estExt_fgenesh1_pg.C_90169|g.15351  ,nvec15596,S,1,-,-,-,N,-,3547,-,-
jgi|Nemve1|238915|estExt_fgenesh1_pg.C_90181|m.15391 jgi|Nemve1|238915|estExt_fgenesh1_pg.C_90181|g.15391  ,nvec15597,_,4,-,-,-,N,-,294,-,-
jgi|Nemve1|238927|estExt_fgenesh1_pg.C_100022|m.35782 jgi|Nemve1|238927|estExt_fgenesh1_pg.C_100022|g.35782  ,nvec15598,S,5,-,-,-,N,-,337,-,-
jgi|Nemve1|238928|estExt_fgenesh1_pg.C_100023|m.35783 jgi|Nemve1|238928|estExt_fgenesh1_pg.C_100023|g.35783  ,nvec15599,S,1,-,-,-,N,-,489,-,-
jgi|Nemve1|238931|estExt_fgenesh1_pg.C_100026|m.35790 jgi|Nemve1|238931|estExt_fgenesh1_pg.C_100026|g.35790  ,nvec15600,_,2,-,-,-,N,-,216,-,-
jgi|Nemve1|238932|estExt_fgenesh1_pg.C_100031|m.35794 jgi|Nemve1|238932|estExt_fgenesh1_pg.C_100031|g.35794  ,nvec15601,_,1,-,-,-,N,-,684,-,-
jgi|Nemve1|238935|estExt_fgenesh1_pg.C_100035|m.35798 jgi|Nemve1|238935|estExt_fgenesh1_pg.C_100035|g.35798  ,nvec15602,_,1,-,-,-,N,-,263,-,-
jgi|Nemve1|238937|estExt_fgenesh1_pg.C_100037|m.35801 jgi|Nemve1|238937|estExt_fgenesh1_pg.C_100037|g.35801  ,nvec15603,S,1,-,-,-,N,-,1013,-,-
jgi|Nemve1|238939|estExt_fgenesh1_pg.C_100040|m.35806 jgi|Nemve1|238939|estExt_fgenesh1_pg.C_100040|g.35806  ,nvec15604,_,4,-,-,-,N,-,289,-,-
jgi|Nemve1|238941|estExt_fgenesh1_pg.C_100042|m.35809 jgi|Nemve1|238941|estExt_fgenesh1_pg.C_100042|g.35809  ,nvec15605,_,4,hsap1807,mmus660,-,Y,LYRM1,107,Lyrm1,-
jgi|Nemve1|238942|estExt_fgenesh1_pg.C_100044|m.35810 jgi|Nemve1|238942|estExt_fgenesh1_pg.C_100044|g.35810  ,nvec15606,_,1,-,-,-,N,-,1147,-,-
jgi|Nemve1|238943|estExt_fgenesh1_pg.C_100045|m.35812 jgi|Nemve1|238943|estExt_fgenesh1_pg.C_100045|g.35812  ,nvec15607,_,1,-,-,-,N,-,429,-,-
jgi|Nemve1|238949|estExt_fgenesh1_pg.C_100057|m.35837 jgi|Nemve1|238949|estExt_fgenesh1_pg.C_100057|g.35837  ,nvec15608,_,2,-,-,-,N,-,292,-,-
jgi|Nemve1|238950|estExt_fgenesh1_pg.C_100060|m.35839 jgi|Nemve1|238950|estExt_fgenesh1_pg.C_100060|g.35839  ,nvec15609,_,5,-,-,-,N,-,1207,-,-
jgi|Nemve1|238957|estExt_fgenesh1_pg.C_100078|m.35864 jgi|Nemve1|238957|estExt_fgenesh1_pg.C_100078|g.35864  ,nvec15610,_,4,-,-,-,N,-,749,-,-
jgi|Nemve1|238958|estExt_fgenesh1_pg.C_100080|m.35867 jgi|Nemve1|238958|estExt_fgenesh1_pg.C_100080|g.35867  ,nvec15611,_,4,-,-,-,N,-,396,-,-
jgi|Nemve1|238959|estExt_fgenesh1_pg.C_100085|m.35872 jgi|Nemve1|238959|estExt_fgenesh1_pg.C_100085|g.35872  ,nvec15612,S,1,-,-,-,N,-,328,-,-
jgi|Nemve1|238961|estExt_fgenesh1_pg.C_100089|m.35879 jgi|Nemve1|238961|estExt_fgenesh1_pg.C_100089|g.35879  ,nvec15613,S,1,-,-,-,N,-,369,-,-
jgi|Nemve1|238963|estExt_fgenesh1_pg.C_100095|m.35886 jgi|Nemve1|238963|estExt_fgenesh1_pg.C_100095|g.35886  ,nvec15614,M,3,-,-,-,Y,-,275,-,-
jgi|Nemve1|238965|estExt_fgenesh1_pg.C_100100|m.35892 jgi|Nemve1|238965|estExt_fgenesh1_pg.C_100100|g.35892  ,nvec15615,_,1,-,-,-,N,-,443,-,-
jgi|Nemve1|238966|estExt_fgenesh1_pg.C_100111|m.35895 jgi|Nemve1|238966|estExt_fgenesh1_pg.C_100111|g.35895  ,nvec15616,_,2,-,-,-,N,-,366,-,-
jgi|Nemve1|238967|estExt_fgenesh1_pg.C_100115|m.35899 jgi|Nemve1|238967|estExt_fgenesh1_pg.C_100115|g.35899  ,nvec15617,S,5,-,-,-,N,-,341,-,-
jgi|Nemve1|238968|estExt_fgenesh1_pg.C_100118|m.35902 jgi|Nemve1|238968|estExt_fgenesh1_pg.C_100118|g.35902  ,nvec15618,_,2,-,-,-,N,-,679,-,-
jgi|Nemve1|238969|estExt_fgenesh1_pg.C_100121|m.35904 jgi|Nemve1|238969|estExt_fgenesh1_pg.C_100121|g.35904  ,nvec15619,_,5,-,-,-,N,-,781,-,-
jgi|Nemve1|238971|estExt_fgenesh1_pg.C_100125|m.35910 jgi|Nemve1|238971|estExt_fgenesh1_pg.C_100125|g.35910  ,nvec15620,_,2,-,-,-,N,-,342,-,-
jgi|Nemve1|238978|estExt_fgenesh1_pg.C_100136|m.35929 jgi|Nemve1|238978|estExt_fgenesh1_pg.C_100136|g.35929  ,nvec15621,_,2,-,-,-,N,-,279,-,-
jgi|Nemve1|238986|estExt_fgenesh1_pg.C_100158|m.35991 jgi|Nemve1|238986|estExt_fgenesh1_pg.C_100158|g.35991  ,nvec15622,_,4,-,-,-,N,-,118,-,-
jgi|Nemve1|238992|estExt_fgenesh1_pg.C_100167|m.36009 jgi|Nemve1|238992|estExt_fgenesh1_pg.C_100167|g.36009  ,nvec15623,_,2,-,-,-,N,-,353,-,-
jgi|Nemve1|238996|estExt_fgenesh1_pg.C_100171|m.36016 jgi|Nemve1|238996|estExt_fgenesh1_pg.C_100171|g.36016  ,nvec15624,_,2,-,-,-,N,-,117,-,-
jgi|Nemve1|238998|estExt_fgenesh1_pg.C_100177|m.36024 jgi|Nemve1|238998|estExt_fgenesh1_pg.C_100177|g.36024  ,nvec15625,M,2,-,-,-,Y,-,246,-,-
jgi|Nemve1|238999|estExt_fgenesh1_pg.C_110001|m.17373 jgi|Nemve1|238999|estExt_fgenesh1_pg.C_110001|g.17373  ,nvec15626,_,3,-,-,-,N,-,687,-,-
jgi|Nemve1|239007|estExt_fgenesh1_pg.C_110011|m.17381 jgi|Nemve1|239007|estExt_fgenesh1_pg.C_110011|g.17381  ,nvec15627,S,1,-,-,-,N,-,1092,-,-
jgi|Nemve1|239008|estExt_fgenesh1_pg.C_110016|m.17386 jgi|Nemve1|239008|estExt_fgenesh1_pg.C_110016|g.17386  ,nvec15628,_,5,-,-,-,N,-,215,-,-
jgi|Nemve1|23900|gw.52.82.1|m.970 jgi|Nemve1|23900|gw.52.82.1|g.970  ,nvec15629,_,1,-,-,-,N,-,319,-,-
jgi|Nemve1|239011|estExt_fgenesh1_pg.C_110022|m.17392 jgi|Nemve1|239011|estExt_fgenesh1_pg.C_110022|g.17392  ,nvec15630,_,3,-,-,-,N,-,300,-,-
jgi|Nemve1|239013|estExt_fgenesh1_pg.C_110025|m.17398 jgi|Nemve1|239013|estExt_fgenesh1_pg.C_110025|g.17398  ,nvec15631,_,4,-,-,-,N,-,544,-,-
jgi|Nemve1|239017|estExt_fgenesh1_pg.C_110032|m.17410 jgi|Nemve1|239017|estExt_fgenesh1_pg.C_110032|g.17410  ,nvec15632,_,1,-,-,-,N,-,485,-,-
jgi|Nemve1|239018|estExt_fgenesh1_pg.C_110033|m.17412 jgi|Nemve1|239018|estExt_fgenesh1_pg.C_110033|g.17412  ,nvec15633,_,3,-,-,-,N,-,754,-,-
jgi|Nemve1|239023|estExt_fgenesh1_pg.C_110040|m.17427 jgi|Nemve1|239023|estExt_fgenesh1_pg.C_110040|g.17427  ,nvec15634,S,1,-,-,-,N,-,112,-,-
jgi|Nemve1|239023|estExt_fgenesh1_pg.C_110040|m.17426 jgi|Nemve1|239023|estExt_fgenesh1_pg.C_110040|g.17426  ,nvec15635,_,4,-,-,-,N,-,613,-,-
jgi|Nemve1|239025|estExt_fgenesh1_pg.C_110046|m.17436 jgi|Nemve1|239025|estExt_fgenesh1_pg.C_110046|g.17436  ,nvec15636,_,1,-,-,-,N,-,138,-,-
jgi|Nemve1|239031|estExt_fgenesh1_pg.C_110054|m.17446 jgi|Nemve1|239031|estExt_fgenesh1_pg.C_110054|g.17446  ,nvec15637,S,1,-,-,-,N,-,566,-,-
jgi|Nemve1|239035|estExt_fgenesh1_pg.C_110059|m.17455 jgi|Nemve1|239035|estExt_fgenesh1_pg.C_110059|g.17455  ,nvec15638,M,2,-,-,-,Y,-,454,-,-
jgi|Nemve1|239037|estExt_fgenesh1_pg.C_110067|m.17463 jgi|Nemve1|239037|estExt_fgenesh1_pg.C_110067|g.17463  ,nvec15639,M,3,-,-,-,Y,-,391,-,-
jgi|Nemve1|239042|estExt_fgenesh1_pg.C_110078|m.17474 jgi|Nemve1|239042|estExt_fgenesh1_pg.C_110078|g.17474  ,nvec15640,_,2,-,-,-,N,-,346,-,-
jgi|Nemve1|239043|estExt_fgenesh1_pg.C_110080|m.17484 jgi|Nemve1|239043|estExt_fgenesh1_pg.C_110080|g.17484  ,nvec15641,_,2,-,-,-,N,-,5015,-,-
jgi|Nemve1|239044|estExt_fgenesh1_pg.C_110083|m.17497 jgi|Nemve1|239044|estExt_fgenesh1_pg.C_110083|g.17497  ,nvec15642,_,2,-,-,scer274,N,-,420,-,ISC1
jgi|Nemve1|239047|estExt_fgenesh1_pg.C_110093|m.17505 jgi|Nemve1|239047|estExt_fgenesh1_pg.C_110093|g.17505  ,nvec15643,_,2,-,-,-,N,-,200,-,-
jgi|Nemve1|239048|estExt_fgenesh1_pg.C_110094|m.17506 jgi|Nemve1|239048|estExt_fgenesh1_pg.C_110094|g.17506  ,nvec15644,_,2,-,-,-,N,-,634,-,-
jgi|Nemve1|239052|estExt_fgenesh1_pg.C_110106|m.17517 jgi|Nemve1|239052|estExt_fgenesh1_pg.C_110106|g.17517  ,nvec15645,M,5,-,-,-,N,-,310,-,-
jgi|Nemve1|239055|estExt_fgenesh1_pg.C_110109|m.17524 jgi|Nemve1|239055|estExt_fgenesh1_pg.C_110109|g.17524  ,nvec15646,S,2,-,-,-,N,-,298,-,-
jgi|Nemve1|239058|estExt_fgenesh1_pg.C_110116|m.17534 jgi|Nemve1|239058|estExt_fgenesh1_pg.C_110116|g.17534  ,nvec15647,_,2,hsap1893,mmus1018,-,Y,SLC25A11,322,Slc25a11,-
jgi|Nemve1|239063|estExt_fgenesh1_pg.C_110127|m.17547 jgi|Nemve1|239063|estExt_fgenesh1_pg.C_110127|g.17547  ,nvec15648,_,5,-,-,-,N,-,591,-,-
jgi|Nemve1|239067|estExt_fgenesh1_pg.C_110132|m.17555 jgi|Nemve1|239067|estExt_fgenesh1_pg.C_110132|g.17555  ,nvec15649,_,2,-,-,-,N,-,706,-,-
jgi|Nemve1|239069|estExt_fgenesh1_pg.C_110134|m.17557 jgi|Nemve1|239069|estExt_fgenesh1_pg.C_110134|g.17557  ,nvec15650,_,2,-,-,-,N,-,182,-,-
jgi|Nemve1|239070|estExt_fgenesh1_pg.C_110137|m.17559 jgi|Nemve1|239070|estExt_fgenesh1_pg.C_110137|g.17559  ,nvec15651,_,5,-,-,-,N,-,967,-,-
jgi|Nemve1|239074|estExt_fgenesh1_pg.C_110144|m.17567 jgi|Nemve1|239074|estExt_fgenesh1_pg.C_110144|g.17567  ,nvec15652,_,2,-,-,-,N,-,160,-,-
jgi|Nemve1|239077|estExt_fgenesh1_pg.C_110149|m.17571 jgi|Nemve1|239077|estExt_fgenesh1_pg.C_110149|g.17571  ,nvec15653,M,3,-,-,-,Y,-,265,-,-
jgi|Nemve1|239078|estExt_fgenesh1_pg.C_110150|m.17572 jgi|Nemve1|239078|estExt_fgenesh1_pg.C_110150|g.17572  ,nvec15654,M,2,-,-,-,Y,-,255,-,-
jgi|Nemve1|239079|estExt_fgenesh1_pg.C_110153|m.17578 jgi|Nemve1|239079|estExt_fgenesh1_pg.C_110153|g.17578  ,nvec15655,M,4,-,-,-,N,-,1430,-,-
jgi|Nemve1|239087|estExt_fgenesh1_pg.C_110176|m.17609 jgi|Nemve1|239087|estExt_fgenesh1_pg.C_110176|g.17609  ,nvec15656,S,1,-,-,-,N,-,286,-,-
jgi|Nemve1|239089|estExt_fgenesh1_pg.C_110179|m.17615 jgi|Nemve1|239089|estExt_fgenesh1_pg.C_110179|g.17615  ,nvec15657,_,1,-,-,-,N,-,948,-,-
jgi|Nemve1|239103|estExt_fgenesh1_pg.C_120022|m.10900 jgi|Nemve1|239103|estExt_fgenesh1_pg.C_120022|g.10900  ,nvec15658,S,1,-,-,-,N,-,332,-,-
jgi|Nemve1|239114|estExt_fgenesh1_pg.C_120036|m.10917 jgi|Nemve1|239114|estExt_fgenesh1_pg.C_120036|g.10917  ,nvec15659,_,4,-,-,-,N,-,981,-,-
jgi|Nemve1|239118|estExt_fgenesh1_pg.C_120041|m.10926 jgi|Nemve1|239118|estExt_fgenesh1_pg.C_120041|g.10926  ,nvec15660,_,3,-,-,-,N,-,586,-,-
jgi|Nemve1|239119|estExt_fgenesh1_pg.C_120042|m.10928 jgi|Nemve1|239119|estExt_fgenesh1_pg.C_120042|g.10928  ,nvec15661,S,1,-,-,-,N,-,200,-,-
jgi|Nemve1|239132|estExt_fgenesh1_pg.C_120070|m.10961 jgi|Nemve1|239132|estExt_fgenesh1_pg.C_120070|g.10961  ,nvec15662,_,4,-,-,-,N,-,144,-,-
jgi|Nemve1|239133|estExt_fgenesh1_pg.C_120071|m.10962 jgi|Nemve1|239133|estExt_fgenesh1_pg.C_120071|g.10962  ,nvec15663,_,1,-,-,-,N,-,409,-,-
jgi|Nemve1|239136|estExt_fgenesh1_pg.C_120077|m.10968 jgi|Nemve1|239136|estExt_fgenesh1_pg.C_120077|g.10968  ,nvec15664,_,3,-,-,-,N,-,962,-,-
jgi|Nemve1|239144|estExt_fgenesh1_pg.C_120094|m.11002 jgi|Nemve1|239144|estExt_fgenesh1_pg.C_120094|g.11002  ,nvec15665,_,2,-,-,-,N,-,332,-,-
jgi|Nemve1|239147|estExt_fgenesh1_pg.C_120097|m.11005 jgi|Nemve1|239147|estExt_fgenesh1_pg.C_120097|g.11005  ,nvec15666,_,1,-,-,-,N,-,244,-,-
jgi|Nemve1|239148|estExt_fgenesh1_pg.C_120100|m.11009 jgi|Nemve1|239148|estExt_fgenesh1_pg.C_120100|g.11009  ,nvec15667,_,2,-,-,-,N,-,294,-,-
jgi|Nemve1|239153|estExt_fgenesh1_pg.C_120113|m.11022 jgi|Nemve1|239153|estExt_fgenesh1_pg.C_120113|g.11022  ,nvec15668,_,2,-,-,-,N,-,361,-,-
jgi|Nemve1|239156|estExt_fgenesh1_pg.C_120118|m.11026 jgi|Nemve1|239156|estExt_fgenesh1_pg.C_120118|g.11026  ,nvec15669,_,3,-,-,-,N,-,427,-,-
jgi|Nemve1|239158|estExt_fgenesh1_pg.C_120124|m.11035 jgi|Nemve1|239158|estExt_fgenesh1_pg.C_120124|g.11035  ,nvec15670,_,1,-,-,-,N,-,564,-,-
jgi|Nemve1|239161|estExt_fgenesh1_pg.C_120127|m.11038 jgi|Nemve1|239161|estExt_fgenesh1_pg.C_120127|g.11038  ,nvec15671,_,4,-,-,-,N,-,178,-,-
jgi|Nemve1|239167|estExt_fgenesh1_pg.C_120143|m.11047 jgi|Nemve1|239167|estExt_fgenesh1_pg.C_120143|g.11047  ,nvec15672,S,1,-,-,-,N,-,373,-,-
jgi|Nemve1|239169|estExt_fgenesh1_pg.C_120145|m.11048 jgi|Nemve1|239169|estExt_fgenesh1_pg.C_120145|g.11048  ,nvec15673,M,4,-,-,-,N,-,286,-,-
jgi|Nemve1|239170|estExt_fgenesh1_pg.C_120148|m.11056 jgi|Nemve1|239170|estExt_fgenesh1_pg.C_120148|g.11056  ,nvec15674,S,1,-,-,-,N,-,461,-,-
jgi|Nemve1|239175|estExt_fgenesh1_pg.C_120161|m.11062 jgi|Nemve1|239175|estExt_fgenesh1_pg.C_120161|g.11062  ,nvec15675,S,1,-,-,-,N,-,239,-,-
jgi|Nemve1|239183|estExt_fgenesh1_pg.C_120174|m.11081 jgi|Nemve1|239183|estExt_fgenesh1_pg.C_120174|g.11081  ,nvec15676,_,2,-,-,-,N,-,482,-,-
jgi|Nemve1|239184|estExt_fgenesh1_pg.C_120175|m.11082 jgi|Nemve1|239184|estExt_fgenesh1_pg.C_120175|g.11082  ,nvec15677,_,1,-,-,-,N,-,252,-,-
jgi|Nemve1|239186|estExt_fgenesh1_pg.C_120182|m.11097 jgi|Nemve1|239186|estExt_fgenesh1_pg.C_120182|g.11097  ,nvec15678,_,2,-,-,-,N,-,219,-,-
jgi|Nemve1|239187|estExt_fgenesh1_pg.C_120184|m.11099 jgi|Nemve1|239187|estExt_fgenesh1_pg.C_120184|g.11099  ,nvec15679,_,1,-,-,-,N,-,291,-,-
jgi|Nemve1|239193|estExt_fgenesh1_pg.C_120198|m.11115 jgi|Nemve1|239193|estExt_fgenesh1_pg.C_120198|g.11115  ,nvec15680,_,5,-,-,-,N,-,520,-,-
jgi|Nemve1|239194|estExt_fgenesh1_pg.C_120199|m.11117 jgi|Nemve1|239194|estExt_fgenesh1_pg.C_120199|g.11117  ,nvec15681,_,1,-,-,-,N,-,285,-,-
jgi|Nemve1|239195|estExt_fgenesh1_pg.C_120200|m.11118 jgi|Nemve1|239195|estExt_fgenesh1_pg.C_120200|g.11118  ,nvec15682,_,2,-,-,-,N,-,290,-,-
jgi|Nemve1|239196|estExt_fgenesh1_pg.C_120201|m.11119 jgi|Nemve1|239196|estExt_fgenesh1_pg.C_120201|g.11119  ,nvec15683,_,2,-,-,-,N,-,319,-,-
jgi|Nemve1|239198|estExt_fgenesh1_pg.C_120203|m.11124 jgi|Nemve1|239198|estExt_fgenesh1_pg.C_120203|g.11124  ,nvec15684,_,2,-,-,-,N,-,117,-,-
jgi|Nemve1|239199|estExt_fgenesh1_pg.C_120204|m.11125 jgi|Nemve1|239199|estExt_fgenesh1_pg.C_120204|g.11125  ,nvec15685,_,2,-,-,-,N,-,133,-,-
jgi|Nemve1|23919|gw.115.36.1|m.22007 jgi|Nemve1|23919|gw.115.36.1|g.22007  ,nvec15686,_,1,-,-,-,N,-,215,-,-
jgi|Nemve1|239200|estExt_fgenesh1_pg.C_120205|m.11126 jgi|Nemve1|239200|estExt_fgenesh1_pg.C_120205|g.11126  ,nvec15687,S,3,-,-,-,N,-,238,-,-
jgi|Nemve1|239206|estExt_fgenesh1_pg.C_130003|m.1645 jgi|Nemve1|239206|estExt_fgenesh1_pg.C_130003|g.1645  ,nvec15688,_,1,-,-,-,N,-,374,-,-
jgi|Nemve1|239209|estExt_fgenesh1_pg.C_130011|m.1656 jgi|Nemve1|239209|estExt_fgenesh1_pg.C_130011|g.1656  ,nvec15689,S,1,-,-,-,N,-,381,-,-
jgi|Nemve1|239220|estExt_fgenesh1_pg.C_130025|m.1665 jgi|Nemve1|239220|estExt_fgenesh1_pg.C_130025|g.1665  ,nvec15690,_,1,-,-,-,N,-,749,-,-
jgi|Nemve1|239221|estExt_fgenesh1_pg.C_130026|m.1666 jgi|Nemve1|239221|estExt_fgenesh1_pg.C_130026|g.1666  ,nvec15691,_,1,-,-,-,N,-,715,-,-
jgi|Nemve1|239232|estExt_fgenesh1_pg.C_130048|m.1687 jgi|Nemve1|239232|estExt_fgenesh1_pg.C_130048|g.1687  ,nvec15692,_,1,-,-,-,N,-,288,-,-
jgi|Nemve1|239233|estExt_fgenesh1_pg.C_130051|m.1695 jgi|Nemve1|239233|estExt_fgenesh1_pg.C_130051|g.1695  ,nvec15693,_,4,-,-,-,N,-,215,-,-
jgi|Nemve1|239234|estExt_fgenesh1_pg.C_130052|m.1697 jgi|Nemve1|239234|estExt_fgenesh1_pg.C_130052|g.1697  ,nvec15694,_,2,hsap1961,mmus1031,-,Y,4-Sep,368,4-Sep,-
jgi|Nemve1|23923|gw.54.46.1|m.21908 jgi|Nemve1|23923|gw.54.46.1|g.21908  ,nvec15695,_,4,-,-,-,N,-,210,-,-
jgi|Nemve1|239245|estExt_fgenesh1_pg.C_130069|m.1723 jgi|Nemve1|239245|estExt_fgenesh1_pg.C_130069|g.1723  ,nvec15696,_,1,-,-,-,N,-,441,-,-
jgi|Nemve1|23924|gw.41.40.1|m.13944 jgi|Nemve1|23924|gw.41.40.1|g.13944  ,nvec15697,M,2,-,-,-,Y,-,312,-,-
jgi|Nemve1|23924|gw.41.40.1|m.13943 jgi|Nemve1|23924|gw.41.40.1|g.13943  ,nvec15698,M,4,-,-,-,N,-,312,-,-
jgi|Nemve1|239260|estExt_fgenesh1_pg.C_130093|m.1767 jgi|Nemve1|239260|estExt_fgenesh1_pg.C_130093|g.1767  ,nvec15699,_,1,-,-,-,N,-,191,-,-
jgi|Nemve1|239262|estExt_fgenesh1_pg.C_130098|m.1772 jgi|Nemve1|239262|estExt_fgenesh1_pg.C_130098|g.1772  ,nvec15700,M,5,-,-,-,N,-,282,-,-
jgi|Nemve1|239263|estExt_fgenesh1_pg.C_130099|m.1774 jgi|Nemve1|239263|estExt_fgenesh1_pg.C_130099|g.1774  ,nvec15701,_,5,-,-,-,N,-,244,-,-
jgi|Nemve1|239264|estExt_fgenesh1_pg.C_130101|m.1777 jgi|Nemve1|239264|estExt_fgenesh1_pg.C_130101|g.1777  ,nvec15702,_,3,-,-,-,N,-,322,-,-
jgi|Nemve1|239270|estExt_fgenesh1_pg.C_130108|m.1784 jgi|Nemve1|239270|estExt_fgenesh1_pg.C_130108|g.1784  ,nvec15703,S,1,-,-,-,N,-,119,-,-
jgi|Nemve1|239271|estExt_fgenesh1_pg.C_130109|m.1785 jgi|Nemve1|239271|estExt_fgenesh1_pg.C_130109|g.1785  ,nvec15704,S,1,-,-,-,N,-,119,-,-
jgi|Nemve1|239275|estExt_fgenesh1_pg.C_130117|m.1792 jgi|Nemve1|239275|estExt_fgenesh1_pg.C_130117|g.1792  ,nvec15705,_,2,-,-,-,N,-,589,-,-
