transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gb|GBGI01017279.1||m.15874 gb|GBGI01017279.1||g.15874  ,kiwa14994,S,1,-,-,-,N,-,164,-,-
gb|GBGI01017280.1||m.15877 gb|GBGI01017280.1||g.15877  ,kiwa14995,S,3,-,-,-,N,-,241,-,-
gb|GBGI01017280.1||m.15876 gb|GBGI01017280.1||g.15876  ,kiwa14996,S,1,-,-,-,N,-,287,-,-
gb|GBGI01017280.1||m.15878 gb|GBGI01017280.1||g.15878  ,kiwa14997,_,2,-,-,-,N,-,212,-,-
gb|GBGI01017281.1||m.15880 gb|GBGI01017281.1||g.15880  ,kiwa14998,S,3,-,-,-,N,-,260,-,-
gb|GBGI01017281.1||m.15881 gb|GBGI01017281.1||g.15881  ,kiwa14999,_,4,-,-,-,N,-,165,-,-
gb|GBGI01017281.1||m.15882 gb|GBGI01017281.1||g.15882  ,kiwa15000,M,2,-,-,-,Y,-,153,-,-
gb|GBGI01017281.1||m.15879 gb|GBGI01017281.1||g.15879  ,kiwa15001,S,1,-,-,-,N,-,287,-,-
gb|GBGI01017282.1||m.15883 gb|GBGI01017282.1||g.15883  ,kiwa15002,_,1,-,-,-,N,-,330,-,-
gb|GBGI01017282.1||m.15885 gb|GBGI01017282.1||g.15885  ,kiwa15003,S,3,-,-,-,N,-,219,-,-
gb|GBGI01017282.1||m.15884 gb|GBGI01017282.1||g.15884  ,kiwa15004,S,1,-,-,-,N,-,287,-,-
gb|GBGI01017283.1||m.15888 gb|GBGI01017283.1||g.15888  ,kiwa15005,S,1,-,-,-,N,-,142,-,-
gb|GBGI01017283.1||m.15886 gb|GBGI01017283.1||g.15886  ,kiwa15006,S,3,-,-,-,N,-,260,-,-
gb|GBGI01017283.1||m.15887 gb|GBGI01017283.1||g.15887  ,kiwa15007,S,1,-,-,-,N,-,164,-,-
gb|GBGI01017284.1||m.15890 gb|GBGI01017284.1||g.15890  ,kiwa15008,S,3,-,-,-,N,-,260,-,-
gb|GBGI01017284.1||m.15891 gb|GBGI01017284.1||g.15891  ,kiwa15009,S,1,-,-,-,N,-,164,-,-
gb|GBGI01017284.1||m.15892 gb|GBGI01017284.1||g.15892  ,kiwa15010,S,1,-,-,-,N,-,142,-,-
gb|GBGI01017284.1||m.15889 gb|GBGI01017284.1||g.15889  ,kiwa15011,M,2,hsap899,mmus478,scer611,Y,MDH2,400,Mdh2,MDH1
gb|GBGI01017285.1||m.15893 gb|GBGI01017285.1||g.15893  ,kiwa15012,S,1,-,-,-,N,-,287,-,-
gb|GBGI01017285.1||m.15894 gb|GBGI01017285.1||g.15894  ,kiwa15013,_,2,-,-,-,N,-,212,-,-
gb|GBGI01017285.1||m.15896 gb|GBGI01017285.1||g.15896  ,kiwa15014,_,1,-,-,-,N,-,107,-,-
gb|GBGI01017285.1||m.15895 gb|GBGI01017285.1||g.15895  ,kiwa15015,S,3,-,-,-,N,-,200,-,-
gb|GBGI01017286.1||m.15897 gb|GBGI01017286.1||g.15897  ,kiwa15016,S,1,-,-,-,N,-,287,-,-
gb|GBGI01017286.1||m.15899 gb|GBGI01017286.1||g.15899  ,kiwa15017,_,2,-,-,-,N,-,212,-,-
gb|GBGI01017286.1||m.15898 gb|GBGI01017286.1||g.15898  ,kiwa15018,S,3,-,-,-,N,-,219,-,-
gb|GBGI01017288.1||m.15900 gb|GBGI01017288.1||g.15900  ,kiwa15019,_,3,-,-,-,N,-,206,-,-
gb|GBGI01017290.1||m.15901 gb|GBGI01017290.1||g.15901  ,kiwa15020,_,4,-,-,-,N,-,112,-,-
gb|GBGI01017291.1||m.15902 gb|GBGI01017291.1||g.15902  ,kiwa15021,_,3,-,-,-,N,-,165,-,-
gb|GBGI01017292.1||m.15903 gb|GBGI01017292.1||g.15903  ,kiwa15022,_,3,-,-,-,N,-,206,-,-
gb|GBGI01017295.1||m.15904 gb|GBGI01017295.1||g.15904  ,kiwa15023,_,2,-,-,-,N,-,233,-,-
gb|GBGI01017297.1||m.15905 gb|GBGI01017297.1||g.15905  ,kiwa15024,_,3,-,-,-,N,-,119,-,-
gb|GBGI01017299.1||m.15906 gb|GBGI01017299.1||g.15906  ,kiwa15025,_,1,-,-,-,N,-,100,-,-
gb|GBGI01017300.1||m.15907 gb|GBGI01017300.1||g.15907  ,kiwa15026,_,1,-,-,-,N,-,100,-,-
gb|GBGI01017302.1||m.15908 gb|GBGI01017302.1||g.15908  ,kiwa15027,_,1,-,-,-,N,-,100,-,-
gb|GBGI01017303.1||m.15909 gb|GBGI01017303.1||g.15909  ,kiwa15028,_,3,-,-,-,N,-,183,-,-
gb|GBGI01017305.1||m.15910 gb|GBGI01017305.1||g.15910  ,kiwa15029,_,3,-,-,-,N,-,222,-,-
gb|GBGI01017306.1||m.15911 gb|GBGI01017306.1||g.15911  ,kiwa15030,_,3,-,-,-,N,-,244,-,-
gb|GBGI01017307.1||m.15912 gb|GBGI01017307.1||g.15912  ,kiwa15031,_,3,-,-,-,N,-,183,-,-
gb|GBGI01017308.1||m.15913 gb|GBGI01017308.1||g.15913  ,kiwa15032,_,3,-,-,-,N,-,250,-,-
gb|GBGI01017310.1||m.15914 gb|GBGI01017310.1||g.15914  ,kiwa15033,_,4,-,-,-,N,-,151,-,-
gb|GBGI01017311.1||m.15915 gb|GBGI01017311.1||g.15915  ,kiwa15034,_,5,-,-,-,N,-,110,-,-
gb|GBGI01017312.1||m.15916 gb|GBGI01017312.1||g.15916  ,kiwa15035,_,4,-,-,-,N,-,151,-,-
gb|GBGI01017313.1||m.15917 gb|GBGI01017313.1||g.15917  ,kiwa15036,_,3,-,-,-,N,-,250,-,-
gb|GBGI01017314.1||m.15918 gb|GBGI01017314.1||g.15918  ,kiwa15037,_,5,-,-,-,N,-,110,-,-
gb|GBGI01017325.1||m.15923 gb|GBGI01017325.1||g.15923  ,kiwa15038,_,1,-,-,-,N,-,116,-,-
gb|GBGI01017326.1||m.15924 gb|GBGI01017326.1||g.15924  ,kiwa15039,_,1,-,-,-,N,-,1613,-,-
gb|GBGI01017327.1||m.15925 gb|GBGI01017327.1||g.15925  ,kiwa15040,_,1,-,-,-,N,-,123,-,-
gb|GBGI01017328.1||m.15926 gb|GBGI01017328.1||g.15926  ,kiwa15041,_,3,-,-,-,N,-,130,-,-
gb|GBGI01017329.1||m.15927 gb|GBGI01017329.1||g.15927  ,kiwa15042,_,2,-,-,-,N,-,111,-,-
gb|GBGI01017331.1||m.15928 gb|GBGI01017331.1||g.15928  ,kiwa15043,_,2,-,-,-,N,-,586,-,-
gb|GBGI01017332.1||m.15929 gb|GBGI01017332.1||g.15929  ,kiwa15044,_,2,-,-,-,N,-,586,-,-
gb|GBGI01017333.1||m.15930 gb|GBGI01017333.1||g.15930  ,kiwa15045,_,2,-,-,-,N,-,586,-,-
gb|GBGI01017335.1||m.15931 gb|GBGI01017335.1||g.15931  ,kiwa15046,_,2,-,-,-,N,-,549,-,-
gb|GBGI01017337.1||m.15932 gb|GBGI01017337.1||g.15932  ,kiwa15047,_,2,-,-,-,N,-,549,-,-
gb|GBGI01017340.1||m.15933 gb|GBGI01017340.1||g.15933  ,kiwa15048,_,3,-,-,-,N,-,400,-,-
gb|GBGI01017340.1||m.15934 gb|GBGI01017340.1||g.15934  ,kiwa15049,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017341.1||m.15936 gb|GBGI01017341.1||g.15936  ,kiwa15050,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017341.1||m.15935 gb|GBGI01017341.1||g.15935  ,kiwa15051,_,3,-,-,-,N,-,521,-,-
gb|GBGI01017342.1||m.15937 gb|GBGI01017342.1||g.15937  ,kiwa15052,_,3,-,-,-,N,-,400,-,-
gb|GBGI01017342.1||m.15938 gb|GBGI01017342.1||g.15938  ,kiwa15053,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017343.1||m.15940 gb|GBGI01017343.1||g.15940  ,kiwa15054,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017343.1||m.15939 gb|GBGI01017343.1||g.15939  ,kiwa15055,_,3,-,-,-,N,-,521,-,-
gb|GBGI01017344.1||m.15943 gb|GBGI01017344.1||g.15943  ,kiwa15056,_,1,-,-,-,N,-,107,-,-
gb|GBGI01017344.1||m.15941 gb|GBGI01017344.1||g.15941  ,kiwa15057,_,3,-,-,-,N,-,521,-,-
gb|GBGI01017344.1||m.15942 gb|GBGI01017344.1||g.15942  ,kiwa15058,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017345.1||m.15944 gb|GBGI01017345.1||g.15944  ,kiwa15059,_,3,-,-,-,N,-,400,-,-
gb|GBGI01017345.1||m.15945 gb|GBGI01017345.1||g.15945  ,kiwa15060,_,1,-,-,-,N,-,212,-,-
gb|GBGI01017345.1||m.15946 gb|GBGI01017345.1||g.15946  ,kiwa15061,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017346.1||m.15947 gb|GBGI01017346.1||g.15947  ,kiwa15062,_,3,-,-,-,N,-,400,-,-
gb|GBGI01017346.1||m.15948 gb|GBGI01017346.1||g.15948  ,kiwa15063,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017347.1||m.15949 gb|GBGI01017347.1||g.15949  ,kiwa15064,_,3,-,-,-,N,-,521,-,-
gb|GBGI01017347.1||m.15951 gb|GBGI01017347.1||g.15951  ,kiwa15065,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017347.1||m.15950 gb|GBGI01017347.1||g.15950  ,kiwa15066,M,4,-,-,-,N,-,148,-,-
gb|GBGI01017348.1||m.15953 gb|GBGI01017348.1||g.15953  ,kiwa15067,_,3,-,-,-,N,-,133,-,-
gb|GBGI01017348.1||m.15952 gb|GBGI01017348.1||g.15952  ,kiwa15068,_,3,-,-,scer805,Y,-,652,-,ECM16
gb|GBGI01017349.1||m.15954 gb|GBGI01017349.1||g.15954  ,kiwa15069,_,4,-,-,-,N,-,181,-,-
gb|GBGI01017350.1||m.15955 gb|GBGI01017350.1||g.15955  ,kiwa15070,_,4,-,-,-,N,-,181,-,-
gb|GBGI01017351.1||m.15956 gb|GBGI01017351.1||g.15956  ,kiwa15071,_,4,-,-,-,N,-,181,-,-
gb|GBGI01017352.1||m.15957 gb|GBGI01017352.1||g.15957  ,kiwa15072,_,4,-,-,-,N,-,181,-,-
gb|GBGI01017353.1||m.15958 gb|GBGI01017353.1||g.15958  ,kiwa15073,S,3,-,-,-,N,-,368,-,-
gb|GBGI01017361.1||m.15959 gb|GBGI01017361.1||g.15959  ,kiwa15074,_,1,-,-,-,N,-,205,-,-
gb|GBGI01017361.1||m.15960 gb|GBGI01017361.1||g.15960  ,kiwa15075,_,1,-,-,-,N,-,181,-,-
gb|GBGI01017362.1||m.15961 gb|GBGI01017362.1||g.15961  ,kiwa15076,M,5,-,-,-,N,-,100,-,-
gb|GBGI01017363.1||m.15963 gb|GBGI01017363.1||g.15963  ,kiwa15077,_,1,-,-,-,N,-,200,-,-
gb|GBGI01017363.1||m.15962 gb|GBGI01017363.1||g.15962  ,kiwa15078,_,1,-,-,-,N,-,205,-,-
gb|GBGI01017364.1||m.15964 gb|GBGI01017364.1||g.15964  ,kiwa15079,M,4,-,-,-,N,-,151,-,-
gb|GBGI01017366.1||m.15965 gb|GBGI01017366.1||g.15965  ,kiwa15080,M,4,-,-,-,N,-,151,-,-
gb|GBGI01017368.1||m.15967 gb|GBGI01017368.1||g.15967  ,kiwa15081,_,2,-,-,-,N,-,167,-,-
gb|GBGI01017368.1||m.15966 gb|GBGI01017368.1||g.15966  ,kiwa15082,_,1,-,-,-,N,-,205,-,-
gb|GBGI01017369.1||m.15968 gb|GBGI01017369.1||g.15968  ,kiwa15083,S,2,-,-,-,N,-,296,-,-
gb|GBGI01017369.1||m.15969 gb|GBGI01017369.1||g.15969  ,kiwa15084,S,1,-,-,-,N,-,170,-,-
gb|GBGI01017370.1||m.15971 gb|GBGI01017370.1||g.15971  ,kiwa15085,S,1,-,-,-,N,-,149,-,-
gb|GBGI01017370.1||m.15970 gb|GBGI01017370.1||g.15970  ,kiwa15086,S,2,-,-,-,N,-,296,-,-
gb|GBGI01017371.1||m.15972 gb|GBGI01017371.1||g.15972  ,kiwa15087,S,2,-,-,-,N,-,296,-,-
gb|GBGI01017371.1||m.15973 gb|GBGI01017371.1||g.15973  ,kiwa15088,S,1,-,-,-,N,-,167,-,-
gb|GBGI01017372.1||m.15974 gb|GBGI01017372.1||g.15974  ,kiwa15089,S,2,-,-,-,N,-,296,-,-
gb|GBGI01017372.1||m.15975 gb|GBGI01017372.1||g.15975  ,kiwa15090,S,1,-,-,-,N,-,149,-,-
gb|GBGI01017373.1||m.15977 gb|GBGI01017373.1||g.15977  ,kiwa15091,S,1,-,-,-,N,-,213,-,-
gb|GBGI01017373.1||m.15976 gb|GBGI01017373.1||g.15976  ,kiwa15092,S,2,-,-,-,N,-,296,-,-
gb|GBGI01017374.1||m.15978 gb|GBGI01017374.1||g.15978  ,kiwa15093,S,2,-,-,-,N,-,296,-,-
gb|GBGI01017374.1||m.15979 gb|GBGI01017374.1||g.15979  ,kiwa15094,S,1,-,-,-,N,-,198,-,-
gb|GBGI01017375.1||m.15980 gb|GBGI01017375.1||g.15980  ,kiwa15095,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017376.1||m.15981 gb|GBGI01017376.1||g.15981  ,kiwa15096,_,1,-,-,-,N,-,183,-,-
gb|GBGI01017377.1||m.15982 gb|GBGI01017377.1||g.15982  ,kiwa15097,_,4,-,-,-,N,-,106,-,-
gb|GBGI01017378.1||m.15983 gb|GBGI01017378.1||g.15983  ,kiwa15098,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017379.1||m.15984 gb|GBGI01017379.1||g.15984  ,kiwa15099,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017380.1||m.15985 gb|GBGI01017380.1||g.15985  ,kiwa15100,_,1,-,-,-,N,-,196,-,-
gb|GBGI01017381.1||m.15986 gb|GBGI01017381.1||g.15986  ,kiwa15101,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017382.1||m.15987 gb|GBGI01017382.1||g.15987  ,kiwa15102,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017383.1||m.15988 gb|GBGI01017383.1||g.15988  ,kiwa15103,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017384.1||m.15989 gb|GBGI01017384.1||g.15989  ,kiwa15104,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017385.1||m.15990 gb|GBGI01017385.1||g.15990  ,kiwa15105,_,1,-,-,-,N,-,196,-,-
gb|GBGI01017386.1||m.15991 gb|GBGI01017386.1||g.15991  ,kiwa15106,_,4,-,-,-,N,-,106,-,-
gb|GBGI01017387.1||m.15992 gb|GBGI01017387.1||g.15992  ,kiwa15107,_,4,-,-,-,N,-,106,-,-
gb|GBGI01017388.1||m.15993 gb|GBGI01017388.1||g.15993  ,kiwa15108,_,4,-,-,-,N,-,115,-,-
gb|GBGI01017389.1||m.15994 gb|GBGI01017389.1||g.15994  ,kiwa15109,_,4,-,-,-,N,-,308,-,-
gb|GBGI01017390.1||m.15995 gb|GBGI01017390.1||g.15995  ,kiwa15110,_,2,-,-,-,N,-,426,-,-
gb|GBGI01017390.1||m.15996 gb|GBGI01017390.1||g.15996  ,kiwa15111,_,1,-,-,-,N,-,244,-,-
gb|GBGI01017391.1||m.15998 gb|GBGI01017391.1||g.15998  ,kiwa15112,_,2,-,-,-,N,-,190,-,-
gb|GBGI01017392.1||m.16000 gb|GBGI01017392.1||g.16000  ,kiwa15113,_,1,-,-,-,N,-,724,-,-
gb|GBGI01017393.1||m.16002 gb|GBGI01017393.1||g.16002  ,kiwa15114,_,4,-,-,-,N,-,205,-,-
gb|GBGI01017394.1||m.16004 gb|GBGI01017394.1||g.16004  ,kiwa15115,S,2,-,-,-,N,-,334,-,-
gb|GBGI01017395.1||m.16006 gb|GBGI01017395.1||g.16006  ,kiwa15116,_,1,-,-,-,N,-,169,-,-
gb|GBGI01017396.1||m.16007 gb|GBGI01017396.1||g.16007  ,kiwa15117,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017397.1||m.16008 gb|GBGI01017397.1||g.16008  ,kiwa15118,S,5,-,-,-,N,-,104,-,-
gb|GBGI01017398.1||m.16009 gb|GBGI01017398.1||g.16009  ,kiwa15119,_,2,-,-,-,N,-,136,-,-
gb|GBGI01017399.1||m.16010 gb|GBGI01017399.1||g.16010  ,kiwa15120,_,2,-,-,-,N,-,158,-,-
gb|GBGI01017400.1||m.16011 gb|GBGI01017400.1||g.16011  ,kiwa15121,_,1,-,-,-,N,-,326,-,-
gb|GBGI01017400.1||m.16012 gb|GBGI01017400.1||g.16012  ,kiwa15122,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017401.1||m.16013 gb|GBGI01017401.1||g.16013  ,kiwa15123,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017402.1||m.16014 gb|GBGI01017402.1||g.16014  ,kiwa15124,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017403.1||m.16015 gb|GBGI01017403.1||g.16015  ,kiwa15125,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017404.1||m.16016 gb|GBGI01017404.1||g.16016  ,kiwa15126,_,1,-,-,-,N,-,279,-,-
gb|GBGI01017404.1||m.16017 gb|GBGI01017404.1||g.16017  ,kiwa15127,_,4,-,-,-,N,-,145,-,-
gb|GBGI01017404.1||m.16018 gb|GBGI01017404.1||g.16018  ,kiwa15128,_,2,-,-,-,N,-,136,-,-
gb|GBGI01017405.1||m.16019 gb|GBGI01017405.1||g.16019  ,kiwa15129,_,1,-,-,scer841,Y,-,490,-,HER2
gb|GBGI01017406.1||m.16020 gb|GBGI01017406.1||g.16020  ,kiwa15130,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017407.1||m.16021 gb|GBGI01017407.1||g.16021  ,kiwa15131,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017411.1||m.16022 gb|GBGI01017411.1||g.16022  ,kiwa15132,_,1,-,-,-,N,-,173,-,-
gb|GBGI01017412.1||m.16023 gb|GBGI01017412.1||g.16023  ,kiwa15133,_,2,-,-,-,N,-,336,-,-
gb|GBGI01017413.1||m.16024 gb|GBGI01017413.1||g.16024  ,kiwa15134,_,2,-,-,-,N,-,219,-,-
gb|GBGI01017414.1||m.16025 gb|GBGI01017414.1||g.16025  ,kiwa15135,_,2,-,-,-,N,-,440,-,-
gb|GBGI01017415.1||m.16026 gb|GBGI01017415.1||g.16026  ,kiwa15136,_,2,-,-,-,N,-,465,-,-
gb|GBGI01017416.1||m.16027 gb|GBGI01017416.1||g.16027  ,kiwa15137,_,2,-,-,-,N,-,465,-,-
gb|GBGI01017418.1||m.16028 gb|GBGI01017418.1||g.16028  ,kiwa15138,_,1,-,-,-,N,-,360,-,-
gb|GBGI01017418.1||m.16029 gb|GBGI01017418.1||g.16029  ,kiwa15139,_,2,-,-,-,N,-,198,-,-
gb|GBGI01017419.1||m.16031 gb|GBGI01017419.1||g.16031  ,kiwa15140,_,2,-,-,-,N,-,164,-,-
gb|GBGI01017419.1||m.16030 gb|GBGI01017419.1||g.16030  ,kiwa15141,_,1,-,-,-,N,-,360,-,-
gb|GBGI01017420.1||m.16033 gb|GBGI01017420.1||g.16033  ,kiwa15142,_,2,-,-,-,N,-,180,-,-
gb|GBGI01017420.1||m.16032 gb|GBGI01017420.1||g.16032  ,kiwa15143,_,1,-,-,-,N,-,360,-,-
gb|GBGI01017421.1||m.16035 gb|GBGI01017421.1||g.16035  ,kiwa15144,_,2,-,-,-,N,-,198,-,-
gb|GBGI01017421.1||m.16034 gb|GBGI01017421.1||g.16034  ,kiwa15145,_,1,-,-,-,N,-,473,-,-
gb|GBGI01017422.1||m.16036 gb|GBGI01017422.1||g.16036  ,kiwa15146,_,3,-,-,-,N,-,542,-,-
gb|GBGI01017423.1||m.16038 gb|GBGI01017423.1||g.16038  ,kiwa15147,_,3,-,-,-,N,-,542,-,-
gb|GBGI01017423.1||m.16039 gb|GBGI01017423.1||g.16039  ,kiwa15148,_,5,-,-,-,N,-,197,-,-
gb|GBGI01017424.1||m.16041 gb|GBGI01017424.1||g.16041  ,kiwa15149,_,3,-,-,-,N,-,542,-,-
gb|GBGI01017424.1||m.16042 gb|GBGI01017424.1||g.16042  ,kiwa15150,_,1,-,-,-,N,-,149,-,-
gb|GBGI01017425.1||m.16045 gb|GBGI01017425.1||g.16045  ,kiwa15151,_,1,-,-,-,N,-,149,-,-
gb|GBGI01017425.1||m.16044 gb|GBGI01017425.1||g.16044  ,kiwa15152,_,3,-,-,-,N,-,542,-,-
gb|GBGI01017426.1||m.16048 gb|GBGI01017426.1||g.16048  ,kiwa15153,_,4,-,-,-,N,-,215,-,-
gb|GBGI01017426.1||m.16047 gb|GBGI01017426.1||g.16047  ,kiwa15154,_,3,-,-,-,N,-,542,-,-
gb|GBGI01017427.1||m.16051 gb|GBGI01017427.1||g.16051  ,kiwa15155,_,4,-,-,-,N,-,215,-,-
gb|GBGI01017427.1||m.16050 gb|GBGI01017427.1||g.16050  ,kiwa15156,_,3,-,-,-,N,-,542,-,-
gb|GBGI01017428.1||m.16053 gb|GBGI01017428.1||g.16053  ,kiwa15157,_,1,-,-,-,N,-,143,-,-
gb|GBGI01017429.1||m.16054 gb|GBGI01017429.1||g.16054  ,kiwa15158,_,1,-,-,-,N,-,123,-,-
gb|GBGI01017430.1||m.16055 gb|GBGI01017430.1||g.16055  ,kiwa15159,_,5,-,-,-,N,-,118,-,-
gb|GBGI01017431.1||m.16056 gb|GBGI01017431.1||g.16056  ,kiwa15160,_,5,-,-,-,N,-,118,-,-
gb|GBGI01017432.1||m.16057 gb|GBGI01017432.1||g.16057  ,kiwa15161,_,2,-,-,-,N,-,102,-,-
gb|GBGI01017436.1||m.16059 gb|GBGI01017436.1||g.16059  ,kiwa15162,_,4,-,-,-,N,-,169,-,-
gb|GBGI01017436.1||m.16058 gb|GBGI01017436.1||g.16058  ,kiwa15163,S,3,-,-,-,N,-,182,-,-
gb|GBGI01017437.1||m.16061 gb|GBGI01017437.1||g.16061  ,kiwa15164,_,3,-,-,-,N,-,142,-,-
gb|GBGI01017437.1||m.16060 gb|GBGI01017437.1||g.16060  ,kiwa15165,_,2,-,-,-,N,-,146,-,-
gb|GBGI01017438.1||m.16062 gb|GBGI01017438.1||g.16062  ,kiwa15166,_,3,-,-,-,N,-,147,-,-
gb|GBGI01017439.1||m.16063 gb|GBGI01017439.1||g.16063  ,kiwa15167,_,3,-,-,-,N,-,142,-,-
gb|GBGI01017440.1||m.16064 gb|GBGI01017440.1||g.16064  ,kiwa15168,_,3,-,-,-,N,-,118,-,-
gb|GBGI01017440.1||m.16065 gb|GBGI01017440.1||g.16065  ,kiwa15169,_,3,-,-,-,N,-,114,-,-
gb|GBGI01017441.1||m.16067 gb|GBGI01017441.1||g.16067  ,kiwa15170,_,4,-,-,-,N,-,100,-,-
gb|GBGI01017441.1||m.16066 gb|GBGI01017441.1||g.16066  ,kiwa15171,_,3,-,-,-,N,-,120,-,-
gb|GBGI01017442.1||m.16068 gb|GBGI01017442.1||g.16068  ,kiwa15172,S,3,-,-,-,N,-,407,-,-
gb|GBGI01017443.1||m.16070 gb|GBGI01017443.1||g.16070  ,kiwa15173,_,3,-,-,-,N,-,118,-,-
gb|GBGI01017443.1||m.16069 gb|GBGI01017443.1||g.16069  ,kiwa15174,_,3,-,-,-,N,-,166,-,-
gb|GBGI01017444.1||m.16071 gb|GBGI01017444.1||g.16071  ,kiwa15175,_,4,-,-,-,N,-,169,-,-
gb|GBGI01017445.1||m.16072 gb|GBGI01017445.1||g.16072  ,kiwa15176,_,3,-,-,-,N,-,142,-,-
gb|GBGI01017446.1||m.16073 gb|GBGI01017446.1||g.16073  ,kiwa15177,_,1,-,-,-,N,-,103,-,-
gb|GBGI01017449.1||m.16074 gb|GBGI01017449.1||g.16074  ,kiwa15178,_,4,-,-,-,N,-,166,-,-
gb|GBGI01017450.1||m.16075 gb|GBGI01017450.1||g.16075  ,kiwa15179,_,4,-,-,-,N,-,174,-,-
gb|GBGI01017451.1||m.16076 gb|GBGI01017451.1||g.16076  ,kiwa15180,_,4,-,-,-,N,-,166,-,-
gb|GBGI01017452.1||m.16077 gb|GBGI01017452.1||g.16077  ,kiwa15181,_,2,-,-,-,N,-,156,-,-
gb|GBGI01017453.1||m.16078 gb|GBGI01017453.1||g.16078  ,kiwa15182,_,4,-,-,-,N,-,166,-,-
gb|GBGI01017454.1||m.16079 gb|GBGI01017454.1||g.16079  ,kiwa15183,_,4,-,-,-,N,-,166,-,-
gb|GBGI01017462.1||m.16080 gb|GBGI01017462.1||g.16080  ,kiwa15184,_,1,-,-,-,N,-,403,-,-
gb|GBGI01017463.1||m.16081 gb|GBGI01017463.1||g.16081  ,kiwa15185,_,1,-,-,-,N,-,617,-,-
gb|GBGI01017464.1||m.16082 gb|GBGI01017464.1||g.16082  ,kiwa15186,_,1,-,-,-,N,-,529,-,-
gb|GBGI01017465.1||m.16083 gb|GBGI01017465.1||g.16083  ,kiwa15187,_,1,-,-,-,N,-,174,-,-
gb|GBGI01017466.1||m.16085 gb|GBGI01017466.1||g.16085  ,kiwa15188,_,2,-,-,-,N,-,157,-,-
gb|GBGI01017466.1||m.16084 gb|GBGI01017466.1||g.16084  ,kiwa15189,_,1,-,-,-,N,-,403,-,-
gb|GBGI01017467.1||m.16087 gb|GBGI01017467.1||g.16087  ,kiwa15190,_,3,-,-,-,N,-,277,-,-
gb|GBGI01017467.1||m.16086 gb|GBGI01017467.1||g.16086  ,kiwa15191,_,1,-,-,-,N,-,305,-,-
gb|GBGI01017468.1||m.16089 gb|GBGI01017468.1||g.16089  ,kiwa15192,_,5,-,-,-,N,-,338,-,-
gb|GBGI01017468.1||m.16088 gb|GBGI01017468.1||g.16088  ,kiwa15193,_,1,-,-,-,N,-,383,-,-
gb|GBGI01017469.1||m.16090 gb|GBGI01017469.1||g.16090  ,kiwa15194,_,1,-,-,-,N,-,651,-,-
gb|GBGI01017470.1||m.16091 gb|GBGI01017470.1||g.16091  ,kiwa15195,_,1,-,-,-,N,-,305,-,-
gb|GBGI01017470.1||m.16092 gb|GBGI01017470.1||g.16092  ,kiwa15196,_,3,-,-,-,N,-,254,-,-
gb|GBGI01017471.1||m.16093 gb|GBGI01017471.1||g.16093  ,kiwa15197,_,1,-,-,-,N,-,691,-,-
gb|GBGI01017473.1||m.16094 gb|GBGI01017473.1||g.16094  ,kiwa15198,_,1,-,-,-,N,-,219,-,-
gb|GBGI01017474.1||m.16095 gb|GBGI01017474.1||g.16095  ,kiwa15199,_,3,-,-,-,N,-,338,-,-
gb|GBGI01017474.1||m.16096 gb|GBGI01017474.1||g.16096  ,kiwa15200,_,1,-,-,-,N,-,305,-,-
gb|GBGI01017475.1||m.16097 gb|GBGI01017475.1||g.16097  ,kiwa15201,_,1,-,-,-,N,-,219,-,-
gb|GBGI01017477.1||m.16098 gb|GBGI01017477.1||g.16098  ,kiwa15202,_,1,-,-,-,N,-,412,-,-
gb|GBGI01017477.1||m.16099 gb|GBGI01017477.1||g.16099  ,kiwa15203,_,3,-,-,-,N,-,254,-,-
gb|GBGI01017478.1||m.16100 gb|GBGI01017478.1||g.16100  ,kiwa15204,_,1,-,-,-,N,-,219,-,-
gb|GBGI01017501.1||m.16101 gb|GBGI01017501.1||g.16101  ,kiwa15205,_,4,-,-,-,N,-,480,-,-
gb|GBGI01017502.1||m.16103 gb|GBGI01017502.1||g.16103  ,kiwa15206,_,1,-,-,-,N,-,136,-,-
