transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gi|671206200|gb|GBGH01005399.1||m.8871 gi|671206200|gb|GBGH01005399.1||g.8871  ,phyd17089,S,1,-,-,-,N,-,215,-,-
gi|671206201|gb|GBGH01005398.1||m.8869 gi|671206201|gb|GBGH01005398.1||g.8869  ,phyd17090,M,4,-,-,-,N,-,223,-,-
gi|671206202|gb|GBGH01005397.1||m.8866 gi|671206202|gb|GBGH01005397.1||g.8866  ,phyd17091,_,4,-,-,-,N,-,585,-,-
gi|671206203|gb|GBGH01005396.1||m.8865 gi|671206203|gb|GBGH01005396.1||g.8865  ,phyd17092,_,3,-,-,-,N,-,197,-,-
gi|671206204|gb|GBGH01005395.1||m.8863 gi|671206204|gb|GBGH01005395.1||g.8863  ,phyd17093,_,4,-,-,-,N,-,473,-,-
gi|671206205|gb|GBGH01005394.1||m.8862 gi|671206205|gb|GBGH01005394.1||g.8862  ,phyd17094,_,2,-,-,-,N,-,886,-,-
gi|671206206|gb|GBGH01005393.1||m.8860 gi|671206206|gb|GBGH01005393.1||g.8860  ,phyd17095,_,3,-,-,-,N,-,352,-,-
gi|671206207|gb|GBGH01005392.1||m.8858 gi|671206207|gb|GBGH01005392.1||g.8858  ,phyd17096,_,2,-,-,-,N,-,368,-,-
gi|671206208|gb|GBGH01005391.1||m.8856 gi|671206208|gb|GBGH01005391.1||g.8856  ,phyd17097,_,2,-,-,-,N,-,374,-,-
gi|671206209|gb|GBGH01005390.1||m.8851 gi|671206209|gb|GBGH01005390.1||g.8851  ,phyd17098,_,4,-,-,-,N,-,795,-,-
gi|671206210|gb|GBGH01005389.1||m.8846 gi|671206210|gb|GBGH01005389.1||g.8846  ,phyd17099,_,3,-,-,-,N,-,686,-,-
gi|671206211|gb|GBGH01005388.1||m.8844 gi|671206211|gb|GBGH01005388.1||g.8844  ,phyd17100,_,3,-,-,-,N,-,276,-,-
gi|671206212|gb|GBGH01005387.1||m.8839 gi|671206212|gb|GBGH01005387.1||g.8839  ,phyd17101,_,3,-,-,-,N,-,765,-,-
gi|671206213|gb|GBGH01005386.1||m.8836 gi|671206213|gb|GBGH01005386.1||g.8836  ,phyd17102,M,4,-,-,-,N,-,700,-,-
gi|671206214|gb|GBGH01005385.1||m.8833 gi|671206214|gb|GBGH01005385.1||g.8833  ,phyd17103,_,1,-,-,-,N,-,1006,-,-
gi|671206215|gb|GBGH01005384.1||m.8830 gi|671206215|gb|GBGH01005384.1||g.8830  ,phyd17104,M,5,-,-,-,N,-,1081,-,-
gi|671206216|gb|GBGH01005383.1||m.8827 gi|671206216|gb|GBGH01005383.1||g.8827  ,phyd17105,_,3,-,-,-,N,-,567,-,-
gi|671206217|gb|GBGH01005382.1||m.8824 gi|671206217|gb|GBGH01005382.1||g.8824  ,phyd17106,_,4,-,-,-,N,-,473,-,-
gi|671206218|gb|GBGH01005381.1||m.8819 gi|671206218|gb|GBGH01005381.1||g.8819  ,phyd17107,M,2,-,-,-,Y,-,465,-,-
gi|671206218|gb|GBGH01005381.1||m.8818 gi|671206218|gb|GBGH01005381.1||g.8818  ,phyd17108,_,3,-,-,-,N,-,647,-,-
gi|671206220|gb|GBGH01005379.1||m.8815 gi|671206220|gb|GBGH01005379.1||g.8815  ,phyd17109,M,3,-,-,-,Y,-,518,-,-
gi|671206221|gb|GBGH01005378.1||m.8814 gi|671206221|gb|GBGH01005378.1||g.8814  ,phyd17110,_,4,-,-,-,N,-,493,-,-
gi|671206222|gb|GBGH01005377.1||m.8812 gi|671206222|gb|GBGH01005377.1||g.8812  ,phyd17111,_,4,-,-,-,N,-,404,-,-
gi|671206223|gb|GBGH01005376.1||m.8809 gi|671206223|gb|GBGH01005376.1||g.8809  ,phyd17112,_,4,hsap1963,mmus1030,-,Y,4-Sep,397,4-Sep,-
gi|671206225|gb|GBGH01005374.1||m.8808 gi|671206225|gb|GBGH01005374.1||g.8808  ,phyd17113,_,2,-,-,-,N,-,133,-,-
gi|671206225|gb|GBGH01005374.1||m.8807 gi|671206225|gb|GBGH01005374.1||g.8807  ,phyd17114,_,3,-,-,-,N,-,392,-,-
gi|671206226|gb|GBGH01005373.1||m.8806 gi|671206226|gb|GBGH01005373.1||g.8806  ,phyd17115,S,4,-,-,-,N,-,306,-,-
gi|671206227|gb|GBGH01005372.1||m.8804 gi|671206227|gb|GBGH01005372.1||g.8804  ,phyd17116,S,4,-,-,-,N,-,202,-,-
gi|671206228|gb|GBGH01005371.1||m.8803 gi|671206228|gb|GBGH01005371.1||g.8803  ,phyd17117,_,5,-,-,-,N,-,736,-,-
gi|671206229|gb|GBGH01005370.1||m.8800 gi|671206229|gb|GBGH01005370.1||g.8800  ,phyd17118,_,2,-,-,-,N,-,129,-,-
gi|671206229|gb|GBGH01005370.1||m.8802 gi|671206229|gb|GBGH01005370.1||g.8802  ,phyd17119,_,1,-,-,-,N,-,105,-,-
gi|671206230|gb|GBGH01005369.1||m.8798 gi|671206230|gb|GBGH01005369.1||g.8798  ,phyd17120,_,2,-,-,-,N,-,129,-,-
gi|671206231|gb|GBGH01005368.1||m.8795 gi|671206231|gb|GBGH01005368.1||g.8795  ,phyd17121,M,4,-,-,-,N,-,425,-,-
gi|671206232|gb|GBGH01005367.1||m.8792 gi|671206232|gb|GBGH01005367.1||g.8792  ,phyd17122,_,3,-,-,-,N,-,278,-,-
gi|671206233|gb|GBGH01005366.1||m.8790 gi|671206233|gb|GBGH01005366.1||g.8790  ,phyd17123,_,4,-,-,-,N,-,208,-,-
gi|671206237|gb|GBGH01005362.1||m.8788 gi|671206237|gb|GBGH01005362.1||g.8788  ,phyd17124,_,2,-,-,-,N,-,106,-,-
gi|671206237|gb|GBGH01005362.1||m.8786 gi|671206237|gb|GBGH01005362.1||g.8786  ,phyd17125,_,4,-,-,-,N,-,144,-,-
gi|671206238|gb|GBGH01005361.1||m.8784 gi|671206238|gb|GBGH01005361.1||g.8784  ,phyd17126,_,4,-,-,-,N,-,144,-,-
gi|671206238|gb|GBGH01005361.1||m.8783 gi|671206238|gb|GBGH01005361.1||g.8783  ,phyd17127,_,2,-,-,-,N,-,325,-,-
gi|671206239|gb|GBGH01005360.1||m.8782 gi|671206239|gb|GBGH01005360.1||g.8782  ,phyd17128,_,2,-,-,-,N,-,200,-,-
gi|671206240|gb|GBGH01005359.1||m.8781 gi|671206240|gb|GBGH01005359.1||g.8781  ,phyd17129,_,2,-,-,-,N,-,224,-,-
gi|671206242|gb|GBGH01005357.1||m.8780 gi|671206242|gb|GBGH01005357.1||g.8780  ,phyd17130,M,1,-,-,-,Y,-,226,-,-
gi|671206243|gb|GBGH01005356.1||m.8778 gi|671206243|gb|GBGH01005356.1||g.8778  ,phyd17131,M,3,-,-,-,Y,-,729,-,-
gi|671206244|gb|GBGH01005355.1||m.8777 gi|671206244|gb|GBGH01005355.1||g.8777  ,phyd17132,_,2,-,-,-,N,-,130,-,-
gi|671206245|gb|GBGH01005354.1||m.8775 gi|671206245|gb|GBGH01005354.1||g.8775  ,phyd17133,M,3,-,-,-,Y,-,279,-,-
gi|671206246|gb|GBGH01005353.1||m.8773 gi|671206246|gb|GBGH01005353.1||g.8773  ,phyd17134,_,5,-,-,-,N,-,276,-,-
gi|671206247|gb|GBGH01005352.1||m.8772 gi|671206247|gb|GBGH01005352.1||g.8772  ,phyd17135,_,1,-,-,-,N,-,508,-,-
gi|671206248|gb|GBGH01005351.1||m.8770 gi|671206248|gb|GBGH01005351.1||g.8770  ,phyd17136,_,4,-,-,-,N,-,237,-,-
gi|671206249|gb|GBGH01005350.1||m.8768 gi|671206249|gb|GBGH01005350.1||g.8768  ,phyd17137,_,1,-,-,-,N,-,243,-,-
gi|671206251|gb|GBGH01005348.1||m.8767 gi|671206251|gb|GBGH01005348.1||g.8767  ,phyd17138,S,4,-,-,-,N,-,296,-,-
gi|671206252|gb|GBGH01005347.1||m.8766 gi|671206252|gb|GBGH01005347.1||g.8766  ,phyd17139,_,3,-,-,-,N,-,187,-,-
gi|671206253|gb|GBGH01005346.1||m.8764 gi|671206253|gb|GBGH01005346.1||g.8764  ,phyd17140,_,3,-,-,-,N,-,312,-,-
gi|671206254|gb|GBGH01005345.1||m.8762 gi|671206254|gb|GBGH01005345.1||g.8762  ,phyd17141,S,1,-,-,-,N,-,407,-,-
gi|671206256|gb|GBGH01005343.1||m.8758 gi|671206256|gb|GBGH01005343.1||g.8758  ,phyd17142,S,1,-,-,-,N,-,325,-,-
gi|671206257|gb|GBGH01005342.1||m.8756 gi|671206257|gb|GBGH01005342.1||g.8756  ,phyd17143,_,4,-,-,-,N,-,258,-,-
gi|671206258|gb|GBGH01005341.1||m.8755 gi|671206258|gb|GBGH01005341.1||g.8755  ,phyd17144,_,4,-,-,-,N,-,178,-,-
gi|671206259|gb|GBGH01005340.1||m.8753 gi|671206259|gb|GBGH01005340.1||g.8753  ,phyd17145,_,1,-,-,-,N,-,197,-,-
gi|671206261|gb|GBGH01005338.1||m.8751 gi|671206261|gb|GBGH01005338.1||g.8751  ,phyd17146,_,4,-,-,-,N,-,275,-,-
gi|671206262|gb|GBGH01005337.1||m.8749 gi|671206262|gb|GBGH01005337.1||g.8749  ,phyd17147,_,5,-,-,-,N,-,281,-,-
gi|671206263|gb|GBGH01005336.1||m.8746 gi|671206263|gb|GBGH01005336.1||g.8746  ,phyd17148,_,2,-,-,-,N,-,480,-,-
gi|671206264|gb|GBGH01005335.1||m.8745 gi|671206264|gb|GBGH01005335.1||g.8745  ,phyd17149,_,1,-,-,-,N,-,378,-,-
gi|671206265|gb|GBGH01005334.1||m.8743 gi|671206265|gb|GBGH01005334.1||g.8743  ,phyd17150,_,1,-,-,-,N,-,378,-,-
gi|671206266|gb|GBGH01005333.1||m.8742 gi|671206266|gb|GBGH01005333.1||g.8742  ,phyd17151,_,3,-,-,-,N,-,144,-,-
gi|671206267|gb|GBGH01005332.1||m.8741 gi|671206267|gb|GBGH01005332.1||g.8741  ,phyd17152,S,5,-,-,-,N,-,196,-,-
gi|671206268|gb|GBGH01005331.1||m.8740 gi|671206268|gb|GBGH01005331.1||g.8740  ,phyd17153,_,4,-,-,-,N,-,141,-,-
gi|671206268|gb|GBGH01005331.1||m.8739 gi|671206268|gb|GBGH01005331.1||g.8739  ,phyd17154,_,1,-,-,-,N,-,333,-,-
gi|671206271|gb|GBGH01005328.1||m.8735 gi|671206271|gb|GBGH01005328.1||g.8735  ,phyd17155,S,1,-,-,-,N,-,317,-,-
gi|671206272|gb|GBGH01005327.1||m.8734 gi|671206272|gb|GBGH01005327.1||g.8734  ,phyd17156,S,1,-,-,-,N,-,285,-,-
gi|671206273|gb|GBGH01005326.1||m.8733 gi|671206273|gb|GBGH01005326.1||g.8733  ,phyd17157,S,1,-,-,-,N,-,300,-,-
gi|671206274|gb|GBGH01005325.1||m.8731 gi|671206274|gb|GBGH01005325.1||g.8731  ,phyd17158,_,4,-,-,-,N,-,323,-,-
gi|671206275|gb|GBGH01005324.1||m.8730 gi|671206275|gb|GBGH01005324.1||g.8730  ,phyd17159,M,3,-,-,-,Y,-,534,-,-
gi|671206276|gb|GBGH01005323.1||m.8729 gi|671206276|gb|GBGH01005323.1||g.8729  ,phyd17160,_,3,-,-,-,N,-,123,-,-
gi|671206277|gb|GBGH01005322.1||m.8728 gi|671206277|gb|GBGH01005322.1||g.8728  ,phyd17161,M,2,hsap1345,mmus679,-,Y,MRPL23,175,Mrpl23,-
gi|671206278|gb|GBGH01005321.1||m.8727 gi|671206278|gb|GBGH01005321.1||g.8727  ,phyd17162,M,1,-,-,-,Y,-,225,-,-
gi|671206279|gb|GBGH01005320.1||m.8726 gi|671206279|gb|GBGH01005320.1||g.8726  ,phyd17163,M,1,-,-,-,Y,-,229,-,-
gi|671206280|gb|GBGH01005319.1||m.8725 gi|671206280|gb|GBGH01005319.1||g.8725  ,phyd17164,_,2,-,-,-,N,-,185,-,-
gi|671206281|gb|GBGH01005318.1||m.8723 gi|671206281|gb|GBGH01005318.1||g.8723  ,phyd17165,_,1,-,-,-,N,-,514,-,-
gi|671206282|gb|GBGH01005317.1||m.8719 gi|671206282|gb|GBGH01005317.1||g.8719  ,phyd17166,S,3,-,-,-,N,-,863,-,-
gi|671206282|gb|GBGH01005317.1||m.8722 gi|671206282|gb|GBGH01005317.1||g.8722  ,phyd17167,_,5,-,-,-,N,-,100,-,-
gi|671206283|gb|GBGH01005316.1||m.8716 gi|671206283|gb|GBGH01005316.1||g.8716  ,phyd17168,S,2,-,-,-,N,-,612,-,-
gi|671206283|gb|GBGH01005316.1||m.8717 gi|671206283|gb|GBGH01005316.1||g.8717  ,phyd17169,_,5,-,-,-,N,-,125,-,-
gi|671206284|gb|GBGH01005315.1||m.8715 gi|671206284|gb|GBGH01005315.1||g.8715  ,phyd17170,M,5,-,-,-,N,-,452,-,-
gi|671206285|gb|GBGH01005314.1||m.8713 gi|671206285|gb|GBGH01005314.1||g.8713  ,phyd17171,_,2,-,-,-,N,-,281,-,-
gi|671206286|gb|GBGH01005313.1||m.8710 gi|671206286|gb|GBGH01005313.1||g.8710  ,phyd17172,M,5,-,-,-,N,-,697,-,-
gi|671206287|gb|GBGH01005312.1||m.8709 gi|671206287|gb|GBGH01005312.1||g.8709  ,phyd17173,S,5,-,-,-,N,-,368,-,-
gi|671206288|gb|GBGH01005311.1||m.8708 gi|671206288|gb|GBGH01005311.1||g.8708  ,phyd17174,_,4,-,-,-,N,-,334,-,-
gi|671206289|gb|GBGH01005310.1||m.8706 gi|671206289|gb|GBGH01005310.1||g.8706  ,phyd17175,M,2,-,-,-,Y,-,375,-,-
gi|671206290|gb|GBGH01005309.1||m.8705 gi|671206290|gb|GBGH01005309.1||g.8705  ,phyd17176,M,2,-,-,-,Y,-,385,-,-
gi|671206291|gb|GBGH01005308.1||m.8704 gi|671206291|gb|GBGH01005308.1||g.8704  ,phyd17177,M,2,-,-,-,Y,-,346,-,-
gi|671206293|gb|GBGH01005306.1||m.8703 gi|671206293|gb|GBGH01005306.1||g.8703  ,phyd17178,M,5,-,-,-,N,-,215,-,-
gi|671206293|gb|GBGH01005306.1||m.8702 gi|671206293|gb|GBGH01005306.1||g.8702  ,phyd17179,_,4,-,-,-,N,-,625,-,-
gi|671206294|gb|GBGH01005305.1||m.8701 gi|671206294|gb|GBGH01005305.1||g.8701  ,phyd17180,M,5,-,-,-,N,-,215,-,-
gi|671206294|gb|GBGH01005305.1||m.8700 gi|671206294|gb|GBGH01005305.1||g.8700  ,phyd17181,_,4,-,-,-,N,-,636,-,-
gi|671206295|gb|GBGH01005304.1||m.8699 gi|671206295|gb|GBGH01005304.1||g.8699  ,phyd17182,S,2,-,-,-,N,-,476,-,-
gi|671206297|gb|GBGH01005302.1||m.8697 gi|671206297|gb|GBGH01005302.1||g.8697  ,phyd17183,_,1,-,-,-,N,-,432,-,-
gi|671206298|gb|GBGH01005301.1||m.8696 gi|671206298|gb|GBGH01005301.1||g.8696  ,phyd17184,S,2,-,-,-,N,-,136,-,-
gi|671206299|gb|GBGH01005300.1||m.8695 gi|671206299|gb|GBGH01005300.1||g.8695  ,phyd17185,_,2,-,-,-,N,-,155,-,-
gi|671206300|gb|GBGH01005299.1||m.8694 gi|671206300|gb|GBGH01005299.1||g.8694  ,phyd17186,S,4,-,-,-,N,-,201,-,-
gi|671206301|gb|GBGH01005298.1||m.8693 gi|671206301|gb|GBGH01005298.1||g.8693  ,phyd17187,S,1,-,-,-,N,-,141,-,-
gi|671206302|gb|GBGH01005297.1||m.8691 gi|671206302|gb|GBGH01005297.1||g.8691  ,phyd17188,_,4,-,-,-,N,-,234,-,-
gi|671206302|gb|GBGH01005297.1||m.8692 gi|671206302|gb|GBGH01005297.1||g.8692  ,phyd17189,S,1,-,-,-,N,-,159,-,-
gi|671206303|gb|GBGH01005296.1||m.8690 gi|671206303|gb|GBGH01005296.1||g.8690  ,phyd17190,M,3,-,-,-,Y,-,471,-,-
gi|671206304|gb|GBGH01005295.1||m.8689 gi|671206304|gb|GBGH01005295.1||g.8689  ,phyd17191,M,3,-,-,-,Y,-,424,-,-
gi|671206305|gb|GBGH01005294.1||m.8687 gi|671206305|gb|GBGH01005294.1||g.8687  ,phyd17192,_,4,-,-,-,N,-,370,-,-
gi|671206306|gb|GBGH01005293.1||m.8685 gi|671206306|gb|GBGH01005293.1||g.8685  ,phyd17193,S,4,-,-,-,N,-,304,-,-
gi|671206307|gb|GBGH01005292.1||m.8684 gi|671206307|gb|GBGH01005292.1||g.8684  ,phyd17194,_,4,-,-,-,N,-,169,-,-
gi|671206308|gb|GBGH01005291.1||m.8683 gi|671206308|gb|GBGH01005291.1||g.8683  ,phyd17195,_,4,-,-,-,N,-,163,-,-
gi|671206310|gb|GBGH01005289.1||m.8682 gi|671206310|gb|GBGH01005289.1||g.8682  ,phyd17196,_,3,-,-,-,N,-,345,-,-
gi|671206311|gb|GBGH01005288.1||m.8681 gi|671206311|gb|GBGH01005288.1||g.8681  ,phyd17197,M,4,-,-,-,N,-,341,-,-
gi|671206312|gb|GBGH01005287.1||m.8680 gi|671206312|gb|GBGH01005287.1||g.8680  ,phyd17198,_,1,-,-,-,N,-,139,-,-
gi|671206313|gb|GBGH01005286.1||m.8678 gi|671206313|gb|GBGH01005286.1||g.8678  ,phyd17199,_,2,-,-,-,N,-,459,-,-
gi|671206314|gb|GBGH01005285.1||m.8677 gi|671206314|gb|GBGH01005285.1||g.8677  ,phyd17200,_,4,-,-,-,N,-,227,-,-
gi|671206315|gb|GBGH01005284.1||m.8674 gi|671206315|gb|GBGH01005284.1||g.8674  ,phyd17201,_,4,-,-,-,N,-,499,-,-
gi|671206316|gb|GBGH01005283.1||m.8672 gi|671206316|gb|GBGH01005283.1||g.8672  ,phyd17202,_,4,-,-,-,N,-,401,-,-
gi|671206317|gb|GBGH01005282.1||m.8671 gi|671206317|gb|GBGH01005282.1||g.8671  ,phyd17203,_,2,-,-,-,N,-,586,-,-
gi|671206318|gb|GBGH01005281.1||m.8669 gi|671206318|gb|GBGH01005281.1||g.8669  ,phyd17204,_,5,-,-,-,N,-,1181,-,-
gi|671206319|gb|GBGH01005280.1||m.8668 gi|671206319|gb|GBGH01005280.1||g.8668  ,phyd17205,S,5,-,-,-,N,-,271,-,-
gi|671206320|gb|GBGH01005279.1||m.8667 gi|671206320|gb|GBGH01005279.1||g.8667  ,phyd17206,S,5,-,-,-,N,-,210,-,-
gi|671206321|gb|GBGH01005278.1||m.8666 gi|671206321|gb|GBGH01005278.1||g.8666  ,phyd17207,S,1,-,-,-,N,-,272,-,-
gi|671206322|gb|GBGH01005277.1||m.8665 gi|671206322|gb|GBGH01005277.1||g.8665  ,phyd17208,S,1,-,-,-,N,-,130,-,-
gi|671206324|gb|GBGH01005275.1||m.8664 gi|671206324|gb|GBGH01005275.1||g.8664  ,phyd17209,S,2,-,-,-,N,-,143,-,-
gi|671206325|gb|GBGH01005274.1||m.8662 gi|671206325|gb|GBGH01005274.1||g.8662  ,phyd17210,_,3,-,-,-,N,-,177,-,-
gi|671206327|gb|GBGH01005272.1||m.8659 gi|671206327|gb|GBGH01005272.1||g.8659  ,phyd17211,_,1,-,-,-,N,-,640,-,-
gi|671206328|gb|GBGH01005271.1||m.8656 gi|671206328|gb|GBGH01005271.1||g.8656  ,phyd17212,_,3,-,-,-,N,-,565,-,-
gi|671206329|gb|GBGH01005270.1||m.8653 gi|671206329|gb|GBGH01005270.1||g.8653  ,phyd17213,_,3,-,-,-,N,-,565,-,-
gi|671206330|gb|GBGH01005269.1||m.8652 gi|671206330|gb|GBGH01005269.1||g.8652  ,phyd17214,M,5,-,-,-,N,-,117,-,-
gi|671206332|gb|GBGH01005267.1||m.8650 gi|671206332|gb|GBGH01005267.1||g.8650  ,phyd17215,S,4,-,-,-,N,-,169,-,-
gi|671206333|gb|GBGH01005266.1||m.8649 gi|671206333|gb|GBGH01005266.1||g.8649  ,phyd17216,_,5,-,-,-,N,-,121,-,-
gi|671206334|gb|GBGH01005265.1||m.8647 gi|671206334|gb|GBGH01005265.1||g.8647  ,phyd17217,_,3,-,-,-,N,-,810,-,-
gi|671206335|gb|GBGH01005264.1||m.8644 gi|671206335|gb|GBGH01005264.1||g.8644  ,phyd17218,M,4,-,-,-,N,-,942,-,-
gi|671206336|gb|GBGH01005263.1||m.8642 gi|671206336|gb|GBGH01005263.1||g.8642  ,phyd17219,M,4,-,-,-,N,-,954,-,-
gi|671206337|gb|GBGH01005262.1||m.8638 gi|671206337|gb|GBGH01005262.1||g.8638  ,phyd17220,_,2,-,-,-,N,-,776,-,-
gi|671206337|gb|GBGH01005262.1||m.8639 gi|671206337|gb|GBGH01005262.1||g.8639  ,phyd17221,M,4,-,-,-,N,-,151,-,-
gi|671206338|gb|GBGH01005261.1||m.8637 gi|671206338|gb|GBGH01005261.1||g.8637  ,phyd17222,_,3,-,-,-,N,-,105,-,-
gi|671206339|gb|GBGH01005260.1||m.8636 gi|671206339|gb|GBGH01005260.1||g.8636  ,phyd17223,_,2,-,-,-,N,-,274,-,-
gi|671206340|gb|GBGH01005259.1||m.8635 gi|671206340|gb|GBGH01005259.1||g.8635  ,phyd17224,_,2,-,-,-,N,-,137,-,-
gi|671206341|gb|GBGH01005258.1||m.8634 gi|671206341|gb|GBGH01005258.1||g.8634  ,phyd17225,_,2,-,-,-,N,-,265,-,-
gi|671206342|gb|GBGH01005257.1||m.8633 gi|671206342|gb|GBGH01005257.1||g.8633  ,phyd17226,_,2,-,-,-,N,-,254,-,-
gi|671206343|gb|GBGH01005256.1||m.8631 gi|671206343|gb|GBGH01005256.1||g.8631  ,phyd17227,_,3,-,-,-,N,-,171,-,-
gi|671206344|gb|GBGH01005255.1||m.8629 gi|671206344|gb|GBGH01005255.1||g.8629  ,phyd17228,_,3,-,-,-,N,-,223,-,-
gi|671206344|gb|GBGH01005255.1||m.8630 gi|671206344|gb|GBGH01005255.1||g.8630  ,phyd17229,_,3,-,-,-,N,-,106,-,-
gi|671206345|gb|GBGH01005254.1||m.8627 gi|671206345|gb|GBGH01005254.1||g.8627  ,phyd17230,_,3,-,-,-,N,-,275,-,-
gi|671206345|gb|GBGH01005254.1||m.8628 gi|671206345|gb|GBGH01005254.1||g.8628  ,phyd17231,_,3,-,-,-,N,-,106,-,-
gi|671206346|gb|GBGH01005253.1||m.8626 gi|671206346|gb|GBGH01005253.1||g.8626  ,phyd17232,_,3,-,-,-,N,-,275,-,-
gi|671206347|gb|GBGH01005252.1||m.8625 gi|671206347|gb|GBGH01005252.1||g.8625  ,phyd17233,_,4,-,-,-,N,-,432,-,-
gi|671206348|gb|GBGH01005251.1||m.8624 gi|671206348|gb|GBGH01005251.1||g.8624  ,phyd17234,M,2,-,-,-,Y,-,672,-,-
gi|671206349|gb|GBGH01005250.1||m.8623 gi|671206349|gb|GBGH01005250.1||g.8623  ,phyd17235,_,1,-,-,-,N,-,121,-,-
gi|671206350|gb|GBGH01005249.1||m.8620 gi|671206350|gb|GBGH01005249.1||g.8620  ,phyd17236,_,4,-,-,-,N,-,220,-,-
gi|671206351|gb|GBGH01005248.1||m.8618 gi|671206351|gb|GBGH01005248.1||g.8618  ,phyd17237,_,5,-,mmus150,-,Y,-,261,Coq4,-
gi|671206352|gb|GBGH01005247.1||m.8616 gi|671206352|gb|GBGH01005247.1||g.8616  ,phyd17238,_,2,-,-,-,N,-,468,-,-
gi|671206353|gb|GBGH01005246.1||m.8614 gi|671206353|gb|GBGH01005246.1||g.8614  ,phyd17239,_,1,-,-,-,N,-,508,-,-
gi|671206354|gb|GBGH01005245.1||m.8613 gi|671206354|gb|GBGH01005245.1||g.8613  ,phyd17240,_,3,-,-,scer673,Y,-,522,-,PRP19
gi|671206355|gb|GBGH01005244.1||m.8611 gi|671206355|gb|GBGH01005244.1||g.8611  ,phyd17241,M,3,-,-,-,Y,-,199,-,-
gi|671206357|gb|GBGH01005242.1||m.8610 gi|671206357|gb|GBGH01005242.1||g.8610  ,phyd17242,_,2,-,-,-,N,-,254,-,-
gi|671206358|gb|GBGH01005241.1||m.8608 gi|671206358|gb|GBGH01005241.1||g.8608  ,phyd17243,_,4,-,-,-,N,-,151,-,-
gi|671206358|gb|GBGH01005241.1||m.8607 gi|671206358|gb|GBGH01005241.1||g.8607  ,phyd17244,_,2,-,-,-,N,-,340,-,-
gi|671206360|gb|GBGH01005239.1||m.8604 gi|671206360|gb|GBGH01005239.1||g.8604  ,phyd17245,_,4,-,-,-,N,-,151,-,-
gi|671206360|gb|GBGH01005239.1||m.8603 gi|671206360|gb|GBGH01005239.1||g.8603  ,phyd17246,_,2,-,-,-,N,-,325,-,-
gi|671206361|gb|GBGH01005238.1||m.8601 gi|671206361|gb|GBGH01005238.1||g.8601  ,phyd17247,S,1,-,-,-,N,-,548,-,-
gi|671206362|gb|GBGH01005237.1||m.8598 gi|671206362|gb|GBGH01005237.1||g.8598  ,phyd17248,S,1,-,-,-,N,-,279,-,-
gi|671206362|gb|GBGH01005237.1||m.8599 gi|671206362|gb|GBGH01005237.1||g.8599  ,phyd17249,_,1,-,-,-,N,-,238,-,-
gi|671206363|gb|GBGH01005236.1||m.8596 gi|671206363|gb|GBGH01005236.1||g.8596  ,phyd17250,M,2,-,-,-,Y,-,245,-,-
gi|671206363|gb|GBGH01005236.1||m.8595 gi|671206363|gb|GBGH01005236.1||g.8595  ,phyd17251,_,4,-,-,-,N,-,288,-,-
gi|671206364|gb|GBGH01005235.1||m.8593 gi|671206364|gb|GBGH01005235.1||g.8593  ,phyd17252,M,2,hsap1794,-,-,Y,ABAT,507,-,-
gi|671206365|gb|GBGH01005234.1||m.8592 gi|671206365|gb|GBGH01005234.1||g.8592  ,phyd17253,_,5,-,-,-,N,-,101,-,-
gi|671206365|gb|GBGH01005234.1||m.8591 gi|671206365|gb|GBGH01005234.1||g.8591  ,phyd17254,_,2,-,-,-,N,-,160,-,-
gi|671206365|gb|GBGH01005234.1||m.8590 gi|671206365|gb|GBGH01005234.1||g.8590  ,phyd17255,M,2,-,-,-,Y,-,245,-,-
gi|671206366|gb|GBGH01005233.1||m.8588 gi|671206366|gb|GBGH01005233.1||g.8588  ,phyd17256,M,2,-,-,-,Y,-,320,-,-
gi|671206366|gb|GBGH01005233.1||m.8589 gi|671206366|gb|GBGH01005233.1||g.8589  ,phyd17257,_,2,-,-,-,N,-,160,-,-
gi|671206367|gb|GBGH01005232.1||m.8586 gi|671206367|gb|GBGH01005232.1||g.8586  ,phyd17258,S,1,-,-,-,N,-,997,-,-
gi|671206369|gb|GBGH01005230.1||m.8583 gi|671206369|gb|GBGH01005230.1||g.8583  ,phyd17259,_,2,-,-,-,N,-,508,-,-
gi|671206370|gb|GBGH01005229.1||m.8582 gi|671206370|gb|GBGH01005229.1||g.8582  ,phyd17260,_,2,-,-,-,N,-,508,-,-
gi|671206371|gb|GBGH01005228.1||m.8581 gi|671206371|gb|GBGH01005228.1||g.8581  ,phyd17261,_,1,-,-,-,N,-,553,-,-
gi|671206372|gb|GBGH01005227.1||m.8580 gi|671206372|gb|GBGH01005227.1||g.8580  ,phyd17262,_,3,-,-,-,N,-,216,-,-
gi|671206373|gb|GBGH01005226.1||m.8579 gi|671206373|gb|GBGH01005226.1||g.8579  ,phyd17263,_,3,-,-,-,N,-,215,-,-
gi|671206374|gb|GBGH01005225.1||m.8578 gi|671206374|gb|GBGH01005225.1||g.8578  ,phyd17264,_,3,-,-,-,N,-,190,-,-
gi|671206375|gb|GBGH01005224.1||m.8576 gi|671206375|gb|GBGH01005224.1||g.8576  ,phyd17265,_,5,-,-,-,N,-,208,-,-
