transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
sctid8080,scil38320,_ , 2, -, -, -,  N,-,1853,-,-
sctid80812,scil38321,_ , 5, -, -, -,  N,-,409,-,-
sctid80813,scil38322,_ , 5, -, -, -,  N,-,106,-,-
sctid80815,scil38323,S , 1, -, -, -,  N,-,401,-,-
sctid80819,scil38324,S , 5, -, -, -,  N,-,210,-,-
sctid80820,scil38325,M , 5, -, -, -,  N,-,498,-,-
sctid80824,scil38326,_ , 3, -, -, -,  N,-,176,-,-
sctid80825,scil38327,S , 2, -, -, -,  N,-,126,-,-
sctid80827,scil38328,_ , 3, -, -, -,  N,-,457,-,-
sctid80829,scil38329,_ , 3, -, -, -,  N,-,336,-,-
sctid80830,scil38330,_ , 2, -, -, -,  N,-,321,-,-
sctid80833,scil38331,_ , 3, -, -, -,  N,-,180,-,-
sctid80834,scil38332,_ , 3, -, -, -,  N,-,396,-,-
sctid80838,scil38333,_ , 5, -, -, -,  N,-,145,-,-
sctid80839,scil38334,_ , 4, -, -, -,  N,-,134,-,-
sctid80840,scil38335,_ , 3, -, -, -,  N,-,260,-,-
sctid80841,scil38336,M , 5, -, -, -,  N,-,527,-,-
sctid80845,scil38337,_ , 3, -, -, -,  N,-,526,-,-
sctid80847,scil38338,_ , 1, -, -, -,  N,-,376,-,-
sctid80849,scil38339,M , 5, -, -, -,  N,-,368,-,-
sctid80850,scil38340,_ , 1, -, -, -,  N,-,368,-,-
sctid80855,scil38341,S , 1, -, -, -,  N,-,345,-,-
sctid80858,scil38342,_ , 5, -, -, -,  N,-,326,-,-
sctid80860,scil38343,_ , 4, -, -, -,  N,-,379,-,-
sctid80862,scil38344,M , 5, -, -, -,  N,-,426,-,-
sctid80864,scil38345,_ , 2, -, -, -,  N,-,428,-,-
sctid80866,scil38346,S , 1, -, -, -,  N,-,266,-,-
sctid80868,scil38347,_ , 1, -, -, -,  N,-,199,-,-
sctid80869,scil38348,_ , 4, -, -, -,  N,-,132,-,-
sctid80870,scil38349,_ , 5, -, -, -,  N,-,294,-,-
sctid80871,scil38350,_ , 2, -, -, -,  N,-,440,-,-
sctid80873,scil38351,_ , 3, -, -, -,  N,-,207,-,-
sctid80873,scil38352,M , 4, -, -, -,  N,-,463,-,-
sctid80876,scil38353,_ , 5, -, -, -,  N,-,208,-,-
sctid80879,scil38354,_ , 4, -, -, -,  N,-,429,-,-
sctid8087,scil38355,M , 5, -, -, -,  N,-,1943,-,-
sctid80880,scil38356,_ , 4, -, -, -,  N,-,105,-,-
sctid80882,scil38357,S , 1, -, -, -,  N,-,503,-,-
sctid80886,scil38358,_ , 1, -, -, -,  N,-,238,-,-
sctid80888,scil38359,_ , 2, -, -, -,  N,-,210,-,-
sctid80889,scil38360,M , 4, -, -, -,  N,-,135,-,-
sctid80891,scil38361,_ , 1, -, -, -,  N,-,527,-,-
sctid80893,scil38362,_ , 3, -, -, -,  N,-,182,-,-
sctid80893,scil38363,M , 3, -, -, -,  Y,-,143,-,-
sctid80895,scil38364,_ , 5, -, -, -,  N,-,219,-,-
sctid80897,scil38365,S , 5, -, -, -,  N,-,114,-,-
sctid80898,scil38366,_ , 5, -, -, -,  N,-,526,-,-
sctid80899,scil38367,S , 1, -, -, -,  N,-,344,-,-
sctid80900,scil38368,S , 2, -, -, -,  N,-,452,-,-
sctid80902,scil38369,_ , 1, -, -, -,  N,-,372,-,-
sctid80903,scil38370,_ , 2, -, -, -,  N,-,120,-,-
sctid80904,scil38371,M , 3, -, -, -,  Y,-,527,-,-
sctid80905,scil38372,S , 3, -, -, -,  N,-,526,-,-
sctid80906,scil38373,S , 1, -, -, -,  N,-,410,-,-
sctid80910,scil38374,S , 3, -, -, -,  N,-,303,-,-
sctid80911,scil38375,_ , 3, -, -, -,  N,-,335,-,-
sctid80913,scil38376,_ , 3, -, -, -,  N,-,193,-,-
sctid80914,scil38377,_ , 3, -, -, -,  N,-,350,-,-
sctid80917,scil38378,_ , 2, -, -, -,  N,-,122,-,-
sctid80920,scil38379,_ , 4, -, -, -,  N,-,474,-,-
sctid80923,scil38380,_ , 5, -, -, -,  N,-,141,-,-
sctid80924,scil38381,S , 2, -, -, -,  N,-,417,-,-
sctid80926,scil38382,_ , 2, -, -, -,  N,-,209,-,-
sctid80929,scil38383,M , 4, -, -, -,  N,-,456,-,-
sctid8092,scil38384,_ , 2, -, -, -,  N,-,1932,-,-
sctid80931,scil38385,_ , 5, -, -, -,  N,-,198,-,-
sctid80933,scil38386,S , 2, -, -, -,  N,-,234,-,-
sctid80934,scil38387,S , 3, -, -, -,  N,-,391,-,-
sctid80938,scil38388,_ , 2, -, -, -,  N,-,101,-,-
sctid80939,scil38389,M , 5, -, -, -,  N,-,328,-,-
sctid80941,scil38390,_ , 3, -, -, -,  N,-,344,-,-
sctid80944,scil38391,M , 4, -, -, -,  N,-,391,-,-
sctid80945,scil38392,_ , 1, -, -, -,  N,-,525,-,-
sctid80946,scil38393,M , 3, -, -, -,  Y,-,325,-,-
sctid80947,scil38394,M , 2, -, -, -,  Y,-,257,-,-
sctid80948,scil38395,_ , 3, -, -, -,  N,-,256,-,-
sctid80949,scil38396,S , 1, -, -, -,  N,-,366,-,-
sctid80950,scil38397,_ , 4, -, -, -,  N,-,500,-,-
sctid80952,scil38398,_ , 2, -, -, -,  N,-,309,-,-
sctid80954,scil38399,_ , 2, -, -, -,  N,-,525,-,-
sctid80957,scil38400,_ , 1, -, -, -,  N,-,497,-,-
sctid80960,scil38401,_ , 1, -, -, -,  N,-,497,-,-
sctid80962,scil38402,_ , 5, -, -, -,  N,-,464,-,-
sctid80966,scil38403,S , 2, -, -, -,  N,-,101,-,-
sctid80967,scil38404,M , 5, -, -, -,  N,-,525,-,-
sctid80970,scil38405,_ , 1, -, -, -,  N,-,526,-,-
sctid80971,scil38406,S , 4, -, -, -,  N,-,298,-,-
sctid80972,scil38407,S , 5, -, -, -,  N,-,171,-,-
sctid80974,scil38408,M , 4, -, -, -,  N,-,113,-,-
sctid80975,scil38409,S , 1, -, -, -,  N,-,525,-,-
sctid80977,scil38410,_ , 2, -, -, scer676,  Y,-,223,-,GTT2
sctid80978,scil38411,S , 1, -, -, -,  N,-,343,-,-
sctid80979,scil38412,_ , 2, -, -, -,  N,-,220,-,-
sctid80981,scil38413,_ , 2, hsap408, mmus61, scer230,  Y,BCS1L,436,Bcs1l,BCS1
sctid80984,scil38414,_ , 2, -, -, -,  N,-,435,-,-
sctid80986,scil38415,_ , 4, -, -, -,  N,-,218,-,-
sctid80988,scil38416,_ , 2, -, -, -,  N,-,321,-,-
sctid80989,scil38417,S , 4, -, -, -,  N,-,204,-,-
sctid8098,scil38418,M , 2, -, -, -,  Y,-,680,-,-
sctid80992,scil38419,M , 4, -, -, -,  N,-,267,-,-
sctid80994,scil38420,_ , 1, -, -, -,  N,-,179,-,-
sctid80997,scil38421,M , 3, -, -, -,  Y,-,386,-,-
sctid81001,scil38422,_ , 1, -, -, -,  N,-,116,-,-
sctid81002,scil38423,_ , 3, -, -, -,  N,-,199,-,-
sctid81003,scil38424,_ , 5, -, -, -,  N,-,154,-,-
sctid81005,scil38425,_ , 2, -, -, -,  N,-,209,-,-
sctid81006,scil38426,_ , 1, -, -, -,  N,-,127,-,-
sctid81008,scil38427,M , 5, -, -, -,  N,-,430,-,-
sctid81009,scil38428,_ , 2, -, -, -,  N,-,217,-,-
sctid81012,scil38429,_ , 1, -, -, -,  N,-,826,-,-
sctid81013,scil38430,_ , 5, -, -, -,  N,-,562,-,-
sctid81014,scil38431,M , 2, -, -, -,  Y,-,193,-,-
sctid81019,scil38432,_ , 4, -, -, -,  N,-,455,-,-
sctid81021,scil38433,_ , 4, -, -, -,  N,-,348,-,-
sctid81024,scil38434,M , 1, -, -, -,  Y,-,360,-,-
sctid81025,scil38435,M , 2, -, -, -,  Y,-,286,-,-
sctid81029,scil38436,M , 5, -, -, -,  N,-,283,-,-
sctid81030,scil38437,M , 5, -, -, -,  N,-,181,-,-
sctid81031,scil38438,_ , 5, -, -, -,  N,-,230,-,-
sctid81033,scil38439,_ , 2, -, -, -,  N,-,131,-,-
sctid81036,scil38440,S , 1, -, -, -,  N,-,436,-,-
sctid81041,scil38441,M , 2, -, -, -,  Y,-,419,-,-
sctid81042,scil38442,_ , 3, -, -, -,  N,-,155,-,-
sctid81044,scil38443,S , 5, -, -, -,  N,-,120,-,-
sctid81045,scil38444,_ , 2, -, -, -,  N,-,488,-,-
sctid81046,scil38445,S , 1, -, -, -,  N,-,524,-,-
sctid81048,scil38446,_ , 2, -, -, -,  N,-,247,-,-
sctid81049,scil38447,S , 1, -, -, -,  N,-,362,-,-
sctid8104,scil38448,_ , 4, -, -, -,  N,-,1664,-,-
sctid81051,scil38449,S , 1, -, -, -,  N,-,328,-,-
sctid81053,scil38450,_ , 4, -, -, -,  N,-,346,-,-
sctid81056,scil38451,M , 3, -, -, -,  Y,-,150,-,-
sctid81058,scil38452,_ , 2, -, -, -,  N,-,310,-,-
sctid81060,scil38453,_ , 3, -, -, -,  N,-,463,-,-
sctid81064,scil38454,_ , 3, -, -, -,  N,-,285,-,-
sctid81066,scil38455,S , 2, -, -, -,  N,-,120,-,-
sctid81069,scil38456,S , 1, -, -, -,  N,-,211,-,-
sctid81072,scil38457,_ , 2, -, -, -,  N,-,272,-,-
sctid81075,scil38458,S , 5, -, -, -,  N,-,107,-,-
sctid81076,scil38459,_ , 1, -, -, -,  N,-,245,-,-
sctid81077,scil38460,S , 3, -, -, -,  N,-,356,-,-
sctid81079,scil38461,S , 3, -, -, -,  N,-,239,-,-
sctid81080,scil38462,S , 1, -, -, -,  N,-,309,-,-
sctid81083,scil38463,_ , 5, -, -, -,  N,-,524,-,-
sctid81084,scil38464,S , 1, -, -, -,  N,-,376,-,-
sctid81087,scil38465,_ , 5, -, -, -,  N,-,112,-,-
sctid81088,scil38466,_ , 1, -, -, -,  N,-,200,-,-
sctid81090,scil38467,_ , 4, -, -, -,  N,-,322,-,-
sctid81092,scil38468,M , 1, -, -, -,  Y,-,307,-,-
sctid81093,scil38469,_ , 3, -, -, -,  N,-,362,-,-
sctid81095,scil38470,_ , 2, -, -, -,  N,-,524,-,-
sctid81096,scil38471,_ , 4, -, -, -,  N,-,407,-,-
sctid81098,scil38472,_ , 3, -, -, -,  N,-,813,-,-
sctid81101,scil38473,_ , 3, -, -, -,  N,-,114,-,-
sctid81102,scil38474,S , 1, -, -, -,  N,-,453,-,-
sctid81103,scil38475,_ , 5, -, -, -,  N,-,116,-,-
sctid81104,scil38476,_ , 5, -, -, -,  N,-,278,-,-
sctid81106,scil38477,_ , 2, -, -, -,  N,-,254,-,-
sctid81108,scil38478,_ , 3, -, -, -,  N,-,402,-,-
sctid81111,scil38479,_ , 2, -, -, -,  N,-,524,-,-
sctid81115,scil38480,_ , 2, -, -, -,  N,-,367,-,-
sctid81119,scil38481,_ , 5, -, -, -,  N,-,504,-,-
sctid81120,scil38482,S , 2, -, -, -,  N,-,395,-,-
sctid81122,scil38483,_ , 2, -, -, -,  N,-,808,-,-
sctid81125,scil38484,_ , 2, -, -, -,  N,-,104,-,-
sctid81126,scil38485,_ , 4, -, -, -,  N,-,220,-,-
sctid81128,scil38486,S , 4, -, -, -,  N,-,336,-,-
sctid8112,scil38487,_ , 3, -, -, -,  N,-,1758,-,-
sctid81130,scil38488,_ , 4, -, -, -,  N,-,501,-,-
sctid81131,scil38489,_ , 1, -, -, -,  N,-,434,-,-
sctid81133,scil38490,_ , 2, -, -, -,  N,-,320,-,-
sctid81134,scil38491,S , 2, -, -, -,  N,-,487,-,-
sctid81136,scil38492,_ , 4, -, -, -,  N,-,442,-,-
sctid81138,scil38493,_ , 1, -, -, -,  N,-,155,-,-
sctid81141,scil38494,M , 2, -, -, -,  N,-,443,-,-
sctid81143,scil38495,_ , 1, -, -, -,  N,-,108,-,-
sctid81144,scil38496,_ , 1, -, -, -,  N,-,523,-,-
sctid81146,scil38497,M , 2, -, -, -,  Y,-,447,-,-
sctid81148,scil38498,S , 4, -, -, -,  N,-,167,-,-
sctid81149,scil38499,_ , 4, -, -, -,  N,-,469,-,-
sctid81152,scil38500,_ , 2, -, -, -,  N,-,102,-,-
sctid81153,scil38501,_ , 1, -, -, -,  N,-,438,-,-
sctid81157,scil38502,S , 1, -, -, -,  N,-,348,-,-
sctid81160,scil38503,S , 1, -, -, -,  N,-,523,-,-
sctid81162,scil38504,_ , 2, -, -, -,  N,-,875,-,-
sctid81162,scil38505,S , 1, -, -, -,  N,-,367,-,-
sctid81164,scil38506,M , 5, -, -, -,  N,-,168,-,-
sctid81168,scil38507,S , 1, -, -, -,  N,-,409,-,-
sctid8116,scil38508,_ , 5, -, -, -,  N,-,1338,-,-
sctid8116,scil38509,M , 2, -, -, -,  Y,-,317,-,-
sctid81170,scil38510,S , 5, -, -, -,  N,-,304,-,-
sctid81171,scil38511,_ , 2, -, -, -,  N,-,242,-,-
sctid81172,scil38512,S , 1, -, -, -,  N,-,326,-,-
sctid81173,scil38513,_ , 1, -, -, -,  N,-,524,-,-
sctid81174,scil38514,_ , 1, -, -, -,  N,-,423,-,-
sctid81176,scil38515,_ , 2, -, -, -,  N,-,445,-,-
sctid81177,scil38516,M , 4, -, -, -,  N,-,379,-,-
sctid81179,scil38517,M , 4, -, -, -,  N,-,189,-,-
sctid81180,scil38518,S , 3, -, -, -,  N,-,432,-,-
sctid81183,scil38519,_ , 2, -, -, scer581,  Y,-,258,-,AIM25
sctid81184,scil38520,_ , 1, hsap1052, mmus324, -,  Y,NUDT2,203,Nudt2,-
sctid81186,scil38521,S , 1, -, -, -,  N,-,371,-,-
sctid81187,scil38522,_ , 1, -, -, -,  N,-,718,-,-
sctid81189,scil38523,_ , 1, -, -, -,  N,-,523,-,-
sctid81192,scil38524,M , 3, -, -, -,  Y,-,203,-,-
sctid81194,scil38525,M , 3, -, -, -,  Y,-,114,-,-
sctid81195,scil38526,_ , 3, -, -, -,  N,-,273,-,-
sctid81200,scil38527,S , 1, -, -, -,  N,-,442,-,-
sctid81201,scil38528,_ , 1, -, -, -,  N,-,256,-,-
sctid81202,scil38529,_ , 5, -, -, -,  N,-,409,-,-
sctid81204,scil38530,_ , 4, -, -, -,  N,-,161,-,-
sctid81204,scil38531,_ , 3, -, -, -,  N,-,496,-,-
sctid81205,scil38532,_ , 3, -, -, -,  N,-,164,-,-
sctid81207,scil38533,S , 2, -, -, -,  N,-,343,-,-
sctid81209,scil38534,_ , 2, -, -, -,  N,-,304,-,-
sctid81211,scil38535,S , 2, -, -, -,  N,-,356,-,-
sctid81212,scil38536,S , 1, -, -, -,  N,-,323,-,-
sctid81214,scil38537,_ , 2, -, -, -,  N,-,208,-,-
sctid81215,scil38538,_ , 3, -, -, -,  N,-,188,-,-
sctid81217,scil38539,M , 5, -, -, -,  N,-,523,-,-
sctid81221,scil38540,M , 3, -, -, -,  Y,-,383,-,-
sctid81223,scil38541,_ , 1, -, -, -,  N,-,291,-,-
sctid81225,scil38542,_ , 1, -, -, -,  N,-,326,-,-
sctid81226,scil38543,_ , 2, -, -, scer313,  Y,-,493,-,MDJ1
sctid81229,scil38544,_ , 2, -, -, -,  N,-,472,-,-
sctid81231,scil38545,S , 2, -, -, -,  N,-,361,-,-
sctid81232,scil38546,_ , 3, -, -, -,  N,-,478,-,-
sctid81234,scil38547,_ , 2, -, -, -,  N,-,383,-,-
sctid81235,scil38548,_ , 5, -, -, -,  N,-,389,-,-
sctid81236,scil38549,_ , 5, -, -, -,  N,-,322,-,-
sctid81238,scil38550,S , 2, -, -, -,  N,-,477,-,-
sctid81240,scil38551,_ , 3, -, -, -,  N,-,317,-,-
sctid81242,scil38552,_ , 1, -, -, -,  N,-,412,-,-
sctid81243,scil38553,S , 5, -, -, -,  N,-,293,-,-
sctid81244,scil38554,M , 1, hsap1224, -, -,  Y,IDI1,275,-,-
sctid81245,scil38555,_ , 2, -, -, -,  N,-,399,-,-
sctid81246,scil38556,_ , 2, -, -, -,  N,-,236,-,-
sctid81248,scil38557,S , 2, -, -, -,  N,-,297,-,-
sctid8124,scil38558,_ , 1, -, -, -,  N,-,2007,-,-
sctid81251,scil38559,_ , 4, -, -, -,  N,-,101,-,-
sctid81252,scil38560,_ , 2, -, -, -,  N,-,246,-,-
sctid81253,scil38561,_ , 4, -, -, -,  N,-,645,-,-
sctid81255,scil38562,_ , 1, -, -, -,  N,-,174,-,-
sctid81257,scil38563,S , 2, -, -, -,  N,-,497,-,-
sctid81259,scil38564,S , 1, -, -, -,  N,-,201,-,-
sctid81261,scil38565,_ , 3, -, -, -,  N,-,160,-,-
sctid81264,scil38566,_ , 2, -, -, -,  N,-,132,-,-
sctid81264,scil38567,S , 3, hsap485, mmus1203, scer285,  Y,OXSM,503,Oxsm,CEM1
sctid81266,scil38568,S , 1, -, -, -,  N,-,299,-,-
sctid81270,scil38569,M , 2, -, -, -,  Y,-,437,-,-
sctid81271,scil38570,_ , 4, -, -, -,  N,-,268,-,-
sctid81275,scil38571,_ , 5, -, -, -,  N,-,206,-,-
sctid81276,scil38572,S , 2, -, -, -,  N,-,408,-,-
sctid81277,scil38573,M , 2, -, -, -,  Y,-,437,-,-
sctid81278,scil38574,_ , 4, -, -, -,  N,-,275,-,-
sctid81280,scil38575,_ , 2, -, -, -,  N,-,207,-,-
sctid81282,scil38576,_ , 3, -, -, -,  N,-,485,-,-
sctid81283,scil38577,S , 1, -, -, -,  N,-,509,-,-
sctid81286,scil38578,M , 3, -, -, -,  Y,-,522,-,-
sctid81288,scil38579,_ , 2, -, -, -,  N,-,205,-,-
sctid81292,scil38580,_ , 5, -, -, -,  N,-,106,-,-
sctid81292,scil38581,M , 2, -, -, -,  Y,-,521,-,-
sctid81295,scil38582,_ , 1, -, -, -,  N,-,175,-,-
sctid81296,scil38583,_ , 4, -, -, -,  N,-,173,-,-
sctid81297,scil38584,_ , 4, -, -, -,  N,-,321,-,-
sctid81300,scil38585,_ , 4, hsap1723, mmus797, scer18,  Y,MTFMT,364,Mtfmt,FMT1
sctid81301,scil38586,_ , 5, -, -, -,  N,-,112,-,-
sctid81302,scil38587,_ , 2, -, -, -,  N,-,522,-,-
sctid81304,scil38588,_ , 2, -, -, -,  N,-,911,-,-
sctid81310,scil38589,S , 2, -, -, -,  N,-,120,-,-
sctid81313,scil38590,_ , 3, -, -, -,  N,-,113,-,-
sctid81314,scil38591,M , 2, -, -, -,  Y,-,234,-,-
sctid81317,scil38592,S , 3, -, -, -,  N,-,114,-,-
sctid81318,scil38593,S , 3, -, -, -,  N,-,322,-,-
sctid81319,scil38594,S , 1, -, -, -,  N,-,172,-,-
sctid81320,scil38595,S , 2, -, -, -,  N,-,226,-,-
sctid81325,scil38596,M , 5, -, -, -,  N,-,104,-,-
sctid81326,scil38597,_ , 1, -, -, -,  N,-,521,-,-
sctid81328,scil38598,_ , 3, -, -, -,  N,-,388,-,-
sctid81329,scil38599,M , 3, -, -, -,  Y,-,427,-,-
sctid8132,scil38600,_ , 1, -, -, -,  N,-,1704,-,-
sctid81330,scil38601,M , 5, -, -, -,  N,-,321,-,-
sctid81331,scil38602,_ , 2, -, -, -,  N,-,267,-,-
sctid81333,scil38603,_ , 3, -, -, -,  N,-,521,-,-
sctid81334,scil38604,S , 2, -, -, -,  N,-,176,-,-
sctid81336,scil38605,S , 1, -, -, -,  N,-,452,-,-
sctid81337,scil38606,_ , 5, -, -, -,  N,-,299,-,-
sctid81339,scil38607,_ , 4, -, -, -,  N,-,155,-,-
sctid8133,scil38608,_ , 3, -, -, -,  N,-,2085,-,-
sctid81342,scil38609,_ , 2, -, -, -,  N,-,393,-,-
sctid81344,scil38610,_ , 3, -, -, -,  N,-,388,-,-
sctid81345,scil38611,_ , 3, -, -, -,  N,-,414,-,-
sctid81346,scil38612,_ , 2, -, -, -,  N,-,287,-,-
sctid81347,scil38613,_ , 2, -, -, -,  N,-,127,-,-
sctid81348,scil38614,_ , 2, -, -, -,  N,-,344,-,-
sctid81351,scil38615,_ , 2, -, -, -,  N,-,323,-,-
sctid81354,scil38616,S , 1, -, -, -,  N,-,344,-,-
sctid81356,scil38617,_ , 2, -, -, -,  N,-,496,-,-
sctid81357,scil38618,_ , 2, -, -, -,  N,-,280,-,-
sctid81360,scil38619,_ , 2, -, -, -,  N,-,265,-,-
sctid81363,scil38620,_ , 2, -, -, -,  N,-,191,-,-
sctid81364,scil38621,S , 3, -, -, -,  N,-,223,-,-
sctid81365,scil38622,_ , 5, -, -, -,  N,-,323,-,-
sctid81366,scil38623,S , 1, -, -, -,  N,-,192,-,-
sctid81367,scil38624,_ , 1, -, -, -,  N,-,294,-,-
sctid81369,scil38625,_ , 4, -, -, -,  N,-,155,-,-
sctid81371,scil38626,_ , 3, -, -, -,  N,-,350,-,-
sctid81371,scil38627,_ , 1, -, -, -,  N,-,434,-,-
sctid81375,scil38628,S , 2, -, -, -,  N,-,234,-,-
sctid81376,scil38629,_ , 4, -, -, -,  N,-,452,-,-
sctid81377,scil38630,S , 5, -, -, -,  N,-,334,-,-
sctid81377,scil38631,M , 3, -, -, -,  Y,-,491,-,-
sctid81378,scil38632,M , 3, -, -, -,  Y,-,334,-,-
sctid81378,scil38633,S , 5, -, -, -,  N,-,334,-,-
sctid81380,scil38634,_ , 1, -, -, -,  N,-,431,-,-
sctid81382,scil38635,S , 1, -, -, -,  N,-,207,-,-
sctid81383,scil38636,_ , 3, -, -, -,  N,-,129,-,-
sctid81385,scil38637,S , 1, -, -, -,  N,-,520,-,-
sctid81388,scil38638,S , 1, -, -, -,  N,-,187,-,-
sctid81390,scil38639,_ , 5, -, -, -,  N,-,520,-,-
sctid81391,scil38640,_ , 2, -, -, -,  N,-,374,-,-
sctid81393,scil38641,_ , 3, -, -, -,  N,-,477,-,-
sctid81395,scil38642,S , 4, -, -, -,  N,-,388,-,-
sctid81396,scil38643,M , 4, -, -, -,  N,-,461,-,-
sctid81397,scil38644,_ , 5, -, -, -,  N,-,237,-,-
sctid81399,scil38645,_ , 2, -, -, -,  N,-,272,-,-
sctid81400,scil38646,_ , 5, -, -, -,  N,-,520,-,-
sctid81401,scil38647,_ , 1, -, -, -,  N,-,311,-,-
sctid81402,scil38648,S , 1, -, -, -,  N,-,230,-,-
sctid81403,scil38649,M , 4, -, -, -,  N,-,169,-,-
sctid81404,scil38650,M , 2, -, -, -,  Y,-,521,-,-
sctid81406,scil38651,_ , 2, -, -, -,  N,-,223,-,-
sctid81407,scil38652,_ , 1, -, -, -,  N,-,520,-,-
sctid81408,scil38653,_ , 1, -, -, -,  N,-,147,-,-
sctid81410,scil38654,_ , 2, -, -, -,  N,-,125,-,-
sctid81411,scil38655,M , 5, -, -, -,  N,-,237,-,-
sctid81413,scil38656,S , 4, -, -, -,  N,-,170,-,-
sctid81415,scil38657,M , 2, -, -, -,  Y,-,357,-,-
sctid81417,scil38658,_ , 1, -, -, -,  N,-,121,-,-
sctid81418,scil38659,_ , 2, -, -, -,  N,-,166,-,-
sctid81419,scil38660,_ , 2, -, -, -,  N,-,135,-,-
sctid81420,scil38661,_ , 1, -, -, -,  N,-,520,-,-
sctid81426,scil38662,S , 3, -, -, -,  N,-,206,-,-
sctid81427,scil38663,S , 1, -, -, -,  N,-,180,-,-
sctid81428,scil38664,_ , 2, -, -, -,  N,-,102,-,-
sctid81430,scil38665,_ , 4, -, -, -,  N,-,439,-,-
sctid81432,scil38666,_ , 3, -, -, -,  N,-,695,-,-
sctid81434,scil38667,_ , 4, -, -, -,  N,-,116,-,-
sctid81435,scil38668,_ , 1, -, -, -,  N,-,415,-,-
sctid81437,scil38669,_ , 4, -, -, -,  N,-,628,-,-
sctid81439,scil38670,_ , 2, -, -, -,  N,-,141,-,-
sctid81441,scil38671,_ , 2, -, -, -,  N,-,407,-,-
sctid81444,scil38672,_ , 3, -, -, -,  N,-,316,-,-
sctid81451,scil38673,M , 3, -, -, -,  Y,-,298,-,-
sctid81457,scil38674,S , 1, -, -, -,  N,-,389,-,-
sctid81460,scil38675,_ , 5, -, -, -,  N,-,248,-,-
sctid81463,scil38676,S , 3, -, -, -,  N,-,520,-,-
sctid81465,scil38677,M , 1, -, -, -,  N,-,362,-,-
sctid81467,scil38678,_ , 1, -, -, -,  N,-,291,-,-
sctid81469,scil38679,_ , 4, -, -, -,  N,-,222,-,-
sctid81471,scil38680,_ , 2, -, -, -,  N,-,291,-,-
sctid81473,scil38681,S , 1, -, -, -,  N,-,519,-,-
sctid81479,scil38682,S , 3, -, -, -,  N,-,244,-,-
sctid8147,scil38683,_ , 3, -, -, -,  N,-,1370,-,-
sctid81482,scil38684,_ , 5, -, -, -,  N,-,298,-,-
sctid81484,scil38685,_ , 1, -, -, -,  N,-,370,-,-
sctid81487,scil38686,_ , 4, -, -, -,  N,-,310,-,-
sctid81493,scil38687,S , 3, -, -, -,  N,-,235,-,-
sctid81494,scil38688,_ , 1, -, -, -,  N,-,173,-,-
sctid81497,scil38689,M , 3, -, -, -,  Y,-,350,-,-
sctid81499,scil38690,M , 3, -, -, -,  Y,-,393,-,-
sctid81503,scil38691,M , 3, -, -, -,  Y,-,130,-,-
sctid81504,scil38692,_ , 1, -, -, -,  N,-,342,-,-
sctid81506,scil38693,S , 1, -, -, -,  N,-,152,-,-
sctid81507,scil38694,_ , 5, -, -, -,  N,-,417,-,-
sctid81511,scil38695,_ , 3, -, -, -,  N,-,330,-,-
sctid81513,scil38696,_ , 3, -, -, -,  N,-,361,-,-
sctid81516,scil38697,_ , 1, -, -, -,  N,-,140,-,-
sctid81520,scil38698,M , 5, -, -, -,  N,-,160,-,-
sctid81525,scil38699,_ , 3, -, -, -,  N,-,117,-,-
sctid81526,scil38700,_ , 1, -, -, -,  N,-,263,-,-
sctid81527,scil38701,_ , 5, -, -, -,  N,-,402,-,-
sctid81529,scil38702,_ , 5, -, -, -,  N,-,443,-,-
sctid81533,scil38703,S , 2, -, -, -,  N,-,109,-,-
sctid81534,scil38704,_ , 1, -, -, -,  N,-,131,-,-
sctid81535,scil38705,_ , 5, -, -, -,  N,-,397,-,-
sctid81538,scil38706,_ , 3, -, -, -,  N,-,244,-,-
sctid81539,scil38707,S , 3, -, -, -,  N,-,314,-,-
sctid8153,scil38708,_ , 2, -, -, -,  N,-,159,-,-
sctid8153,scil38709,_ , 1, -, -, -,  N,-,1854,-,-
sctid81540,scil38710,_ , 2, -, -, -,  N,-,360,-,-
sctid81542,scil38711,S , 2, -, -, -,  N,-,390,-,-
sctid81543,scil38712,_ , 4, -, -, -,  N,-,100,-,-
sctid81544,scil38713,_ , 4, -, -, -,  N,-,429,-,-
sctid81545,scil38714,S , 2, -, -, -,  N,-,405,-,-
sctid81547,scil38715,_ , 2, -, -, -,  N,-,353,-,-
sctid81547,scil38716,S , 1, -, -, -,  N,-,349,-,-
sctid81550,scil38717,_ , 5, -, -, -,  N,-,218,-,-
sctid81552,scil38718,_ , 1, -, -, -,  N,-,152,-,-
sctid81554,scil38719,_ , 4, -, -, -,  N,-,200,-,-
sctid81555,scil38720,_ , 5, -, -, -,  N,-,178,-,-
sctid81556,scil38721,_ , 5, -, -, -,  N,-,400,-,-
sctid81558,scil38722,S , 1, -, -, -,  N,-,218,-,-
sctid81559,scil38723,M , 4, -, -, -,  N,-,118,-,-
sctid81560,scil38724,_ , 3, -, -, -,  N,-,115,-,-
sctid81562,scil38725,_ , 4, -, -, -,  N,-,519,-,-
sctid81563,scil38726,S , 1, -, -, -,  N,-,353,-,-
sctid81565,scil38727,S , 1, -, -, -,  N,-,251,-,-
sctid81566,scil38728,_ , 4, -, -, -,  N,-,233,-,-
