transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
jgi|Triad1|60292|fgeneshTA2_pg.C_scaffold_14000176|m.9591 jgi|Triad1|60292|fgeneshTA2_pg.C_scaffold_14000176|g.9591  ,tadh8834,_,1,-,-,-,N,-,240,-,-
jgi|Triad1|60293|fgeneshTA2_pg.C_scaffold_14000177|m.9592 jgi|Triad1|60293|fgeneshTA2_pg.C_scaffold_14000177|g.9592  ,tadh8835,_,1,-,-,-,N,-,225,-,-
jgi|Triad1|60294|fgeneshTA2_pg.C_scaffold_14000178|m.9593 jgi|Triad1|60294|fgeneshTA2_pg.C_scaffold_14000178|g.9593  ,tadh8836,S,3,-,-,-,N,-,400,-,-
jgi|Triad1|60295|fgeneshTA2_pg.C_scaffold_14000179|m.9594 jgi|Triad1|60295|fgeneshTA2_pg.C_scaffold_14000179|g.9594  ,tadh8837,S,1,-,-,-,N,-,702,-,-
jgi|Triad1|60297|fgeneshTA2_pg.C_scaffold_14000181|m.9596 jgi|Triad1|60297|fgeneshTA2_pg.C_scaffold_14000181|g.9596  ,tadh8838,S,4,-,-,-,N,-,223,-,-
jgi|Triad1|60298|fgeneshTA2_pg.C_scaffold_14000182|m.9597 jgi|Triad1|60298|fgeneshTA2_pg.C_scaffold_14000182|g.9597  ,tadh8839,_,1,-,-,-,N,-,191,-,-
jgi|Triad1|60299|fgeneshTA2_pg.C_scaffold_14000183|m.9598 jgi|Triad1|60299|fgeneshTA2_pg.C_scaffold_14000183|g.9598  ,tadh8840,_,2,-,-,-,N,-,150,-,-
jgi|Triad1|60300|fgeneshTA2_pg.C_scaffold_14000184|m.9599 jgi|Triad1|60300|fgeneshTA2_pg.C_scaffold_14000184|g.9599  ,tadh8841,_,1,-,-,-,N,-,173,-,-
jgi|Triad1|60303|fgeneshTA2_pg.C_scaffold_14000187|m.9602 jgi|Triad1|60303|fgeneshTA2_pg.C_scaffold_14000187|g.9602  ,tadh8842,_,1,-,-,-,N,-,496,-,-
jgi|Triad1|60304|fgeneshTA2_pg.C_scaffold_14000188|m.9603 jgi|Triad1|60304|fgeneshTA2_pg.C_scaffold_14000188|g.9603  ,tadh8843,S,2,-,-,-,N,-,587,-,-
jgi|Triad1|60305|fgeneshTA2_pg.C_scaffold_14000189|m.9604 jgi|Triad1|60305|fgeneshTA2_pg.C_scaffold_14000189|g.9604  ,tadh8844,S,2,-,-,-,N,-,552,-,-
jgi|Triad1|60310|fgeneshTA2_pg.C_scaffold_14000194|m.9607 jgi|Triad1|60310|fgeneshTA2_pg.C_scaffold_14000194|g.9607  ,tadh8845,_,5,-,-,-,N,-,351,-,-
jgi|Triad1|60311|fgeneshTA2_pg.C_scaffold_14000195|m.9608 jgi|Triad1|60311|fgeneshTA2_pg.C_scaffold_14000195|g.9608  ,tadh8846,S,3,-,-,-,N,-,280,-,-
jgi|Triad1|60312|fgeneshTA2_pg.C_scaffold_14000196|m.9610 jgi|Triad1|60312|fgeneshTA2_pg.C_scaffold_14000196|g.9610  ,tadh8847,S,5,-,-,-,N,-,375,-,-
jgi|Triad1|60313|fgeneshTA2_pg.C_scaffold_14000197|m.9611 jgi|Triad1|60313|fgeneshTA2_pg.C_scaffold_14000197|g.9611  ,tadh8848,_,1,-,-,scer737,Y,-,394,-,CSR1
jgi|Triad1|60314|fgeneshTA2_pg.C_scaffold_14000198|m.9612 jgi|Triad1|60314|fgeneshTA2_pg.C_scaffold_14000198|g.9612  ,tadh8849,_,2,-,-,-,N,-,372,-,-
jgi|Triad1|60315|fgeneshTA2_pg.C_scaffold_14000199|m.9613 jgi|Triad1|60315|fgeneshTA2_pg.C_scaffold_14000199|g.9613  ,tadh8850,_,2,-,-,-,N,-,484,-,-
jgi|Triad1|60316|fgeneshTA2_pg.C_scaffold_14000200|m.9614 jgi|Triad1|60316|fgeneshTA2_pg.C_scaffold_14000200|g.9614  ,tadh8851,_,3,-,-,-,N,-,369,-,-
jgi|Triad1|60317|fgeneshTA2_pg.C_scaffold_14000201|m.9615 jgi|Triad1|60317|fgeneshTA2_pg.C_scaffold_14000201|g.9615  ,tadh8852,_,4,-,-,-,N,-,390,-,-
jgi|Triad1|60318|fgeneshTA2_pg.C_scaffold_14000202|m.9616 jgi|Triad1|60318|fgeneshTA2_pg.C_scaffold_14000202|g.9616  ,tadh8853,_,2,-,-,-,N,-,357,-,-
jgi|Triad1|60319|fgeneshTA2_pg.C_scaffold_14000203|m.9617 jgi|Triad1|60319|fgeneshTA2_pg.C_scaffold_14000203|g.9617  ,tadh8854,_,2,-,-,-,N,-,378,-,-
jgi|Triad1|60322|fgeneshTA2_pg.C_scaffold_14000206|m.9619 jgi|Triad1|60322|fgeneshTA2_pg.C_scaffold_14000206|g.9619  ,tadh8855,_,1,-,-,-,N,-,159,-,-
jgi|Triad1|60323|fgeneshTA2_pg.C_scaffold_14000207|m.9620 jgi|Triad1|60323|fgeneshTA2_pg.C_scaffold_14000207|g.9620  ,tadh8856,_,2,-,-,-,N,-,488,-,-
jgi|Triad1|60324|fgeneshTA2_pg.C_scaffold_15000001|m.3703 jgi|Triad1|60324|fgeneshTA2_pg.C_scaffold_15000001|g.3703  ,tadh8857,_,5,hsap755,mmus1398,-,Y,MUT,449,Mut,-
jgi|Triad1|60327|fgeneshTA2_pg.C_scaffold_15000004|m.3706 jgi|Triad1|60327|fgeneshTA2_pg.C_scaffold_15000004|g.3706  ,tadh8858,_,3,-,-,-,N,-,213,-,-
jgi|Triad1|60328|fgeneshTA2_pg.C_scaffold_15000005|m.3707 jgi|Triad1|60328|fgeneshTA2_pg.C_scaffold_15000005|g.3707  ,tadh8859,M,2,-,-,-,Y,-,210,-,-
jgi|Triad1|60330|fgeneshTA2_pg.C_scaffold_15000007|m.3709 jgi|Triad1|60330|fgeneshTA2_pg.C_scaffold_15000007|g.3709  ,tadh8860,M,3,hsap2065,mmus925,-,Y,MRPL54,137,Mrpl54,-
jgi|Triad1|60332|fgeneshTA2_pg.C_scaffold_15000009|m.3711 jgi|Triad1|60332|fgeneshTA2_pg.C_scaffold_15000009|g.3711  ,tadh8861,_,3,-,-,-,N,-,229,-,-
jgi|Triad1|60333|fgeneshTA2_pg.C_scaffold_15000010|m.3712 jgi|Triad1|60333|fgeneshTA2_pg.C_scaffold_15000010|g.3712  ,tadh8862,_,3,-,-,-,N,-,410,-,-
jgi|Triad1|60335|fgeneshTA2_pg.C_scaffold_15000012|m.3714 jgi|Triad1|60335|fgeneshTA2_pg.C_scaffold_15000012|g.3714  ,tadh8863,_,1,-,-,-,N,-,410,-,-
jgi|Triad1|60336|fgeneshTA2_pg.C_scaffold_15000013|m.3715 jgi|Triad1|60336|fgeneshTA2_pg.C_scaffold_15000013|g.3715  ,tadh8864,_,1,-,-,-,N,-,414,-,-
jgi|Triad1|60337|fgeneshTA2_pg.C_scaffold_15000014|m.3716 jgi|Triad1|60337|fgeneshTA2_pg.C_scaffold_15000014|g.3716  ,tadh8865,_,1,-,-,-,N,-,414,-,-
jgi|Triad1|60338|fgeneshTA2_pg.C_scaffold_15000015|m.3717 jgi|Triad1|60338|fgeneshTA2_pg.C_scaffold_15000015|g.3717  ,tadh8866,_,1,-,-,-,N,-,1405,-,-
jgi|Triad1|60349|fgeneshTA2_pg.C_scaffold_15000026|m.3727 jgi|Triad1|60349|fgeneshTA2_pg.C_scaffold_15000026|g.3727  ,tadh8867,_,1,-,-,scer293,Y,-,304,-,ILV1
jgi|Triad1|60354|fgeneshTA2_pg.C_scaffold_15000031|m.3732 jgi|Triad1|60354|fgeneshTA2_pg.C_scaffold_15000031|g.3732  ,tadh8868,_,2,-,-,-,N,-,851,-,-
jgi|Triad1|60355|fgeneshTA2_pg.C_scaffold_15000032|m.3735 jgi|Triad1|60355|fgeneshTA2_pg.C_scaffold_15000032|g.3735  ,tadh8869,_,4,-,-,-,N,-,482,-,-
jgi|Triad1|60356|fgeneshTA2_pg.C_scaffold_15000033|m.3736 jgi|Triad1|60356|fgeneshTA2_pg.C_scaffold_15000033|g.3736  ,tadh8870,S,4,-,-,-,N,-,373,-,-
jgi|Triad1|60357|fgeneshTA2_pg.C_scaffold_15000034|m.3737 jgi|Triad1|60357|fgeneshTA2_pg.C_scaffold_15000034|g.3737  ,tadh8871,M,4,-,-,-,N,-,799,-,-
jgi|Triad1|60358|fgeneshTA2_pg.C_scaffold_15000035|m.3738 jgi|Triad1|60358|fgeneshTA2_pg.C_scaffold_15000035|g.3738  ,tadh8872,M,3,-,-,-,Y,-,187,-,-
jgi|Triad1|60361|fgeneshTA2_pg.C_scaffold_15000038|m.3741 jgi|Triad1|60361|fgeneshTA2_pg.C_scaffold_15000038|g.3741  ,tadh8873,_,1,-,-,-,N,-,194,-,-
jgi|Triad1|60363|fgeneshTA2_pg.C_scaffold_15000040|m.3744 jgi|Triad1|60363|fgeneshTA2_pg.C_scaffold_15000040|g.3744  ,tadh8874,_,2,-,-,-,N,-,726,-,-
jgi|Triad1|60364|fgeneshTA2_pg.C_scaffold_15000041|m.3745 jgi|Triad1|60364|fgeneshTA2_pg.C_scaffold_15000041|g.3745  ,tadh8875,_,1,-,-,-,N,-,475,-,-
jgi|Triad1|60365|fgeneshTA2_pg.C_scaffold_15000042|m.3746 jgi|Triad1|60365|fgeneshTA2_pg.C_scaffold_15000042|g.3746  ,tadh8876,_,5,-,-,-,N,-,864,-,-
jgi|Triad1|60366|fgeneshTA2_pg.C_scaffold_15000043|m.3747 jgi|Triad1|60366|fgeneshTA2_pg.C_scaffold_15000043|g.3747  ,tadh8877,_,2,-,-,-,N,-,464,-,-
jgi|Triad1|60369|fgeneshTA2_pg.C_scaffold_15000046|m.3749 jgi|Triad1|60369|fgeneshTA2_pg.C_scaffold_15000046|g.3749  ,tadh8878,_,1,-,-,-,N,-,4254,-,-
jgi|Triad1|60371|fgeneshTA2_pg.C_scaffold_15000048|m.3752 jgi|Triad1|60371|fgeneshTA2_pg.C_scaffold_15000048|g.3752  ,tadh8879,_,1,-,-,-,N,-,466,-,-
jgi|Triad1|60372|fgeneshTA2_pg.C_scaffold_15000049|m.3753 jgi|Triad1|60372|fgeneshTA2_pg.C_scaffold_15000049|g.3753  ,tadh8880,_,2,-,-,-,N,-,209,-,-
jgi|Triad1|60373|fgeneshTA2_pg.C_scaffold_15000050|m.3754 jgi|Triad1|60373|fgeneshTA2_pg.C_scaffold_15000050|g.3754  ,tadh8881,_,2,-,-,-,N,-,728,-,-
jgi|Triad1|60375|fgeneshTA2_pg.C_scaffold_15000052|m.3756 jgi|Triad1|60375|fgeneshTA2_pg.C_scaffold_15000052|g.3756  ,tadh8882,_,4,-,-,-,N,-,897,-,-
jgi|Triad1|60376|fgeneshTA2_pg.C_scaffold_15000053|m.3757 jgi|Triad1|60376|fgeneshTA2_pg.C_scaffold_15000053|g.3757  ,tadh8883,_,2,-,-,-,N,-,273,-,-
jgi|Triad1|60377|fgeneshTA2_pg.C_scaffold_15000054|m.3758 jgi|Triad1|60377|fgeneshTA2_pg.C_scaffold_15000054|g.3758  ,tadh8884,S,4,-,-,-,N,-,384,-,-
jgi|Triad1|60378|fgeneshTA2_pg.C_scaffold_15000055|m.3759 jgi|Triad1|60378|fgeneshTA2_pg.C_scaffold_15000055|g.3759  ,tadh8885,_,1,-,-,-,N,-,1071,-,-
jgi|Triad1|60379|fgeneshTA2_pg.C_scaffold_15000056|m.3760 jgi|Triad1|60379|fgeneshTA2_pg.C_scaffold_15000056|g.3760  ,tadh8886,_,1,-,-,-,N,-,809,-,-
jgi|Triad1|60380|fgeneshTA2_pg.C_scaffold_15000057|m.3761 jgi|Triad1|60380|fgeneshTA2_pg.C_scaffold_15000057|g.3761  ,tadh8887,_,2,-,-,-,N,-,371,-,-
jgi|Triad1|60381|fgeneshTA2_pg.C_scaffold_15000058|m.3762 jgi|Triad1|60381|fgeneshTA2_pg.C_scaffold_15000058|g.3762  ,tadh8888,_,5,-,-,-,N,-,378,-,-
jgi|Triad1|60382|fgeneshTA2_pg.C_scaffold_15000059|m.3763 jgi|Triad1|60382|fgeneshTA2_pg.C_scaffold_15000059|g.3763  ,tadh8889,_,4,-,-,-,N,-,377,-,-
jgi|Triad1|60383|fgeneshTA2_pg.C_scaffold_15000060|m.3764 jgi|Triad1|60383|fgeneshTA2_pg.C_scaffold_15000060|g.3764  ,tadh8890,_,2,-,-,-,N,-,243,-,-
jgi|Triad1|60384|fgeneshTA2_pg.C_scaffold_15000061|m.3766 jgi|Triad1|60384|fgeneshTA2_pg.C_scaffold_15000061|g.3766  ,tadh8891,_,1,-,-,-,N,-,302,-,-
jgi|Triad1|60385|fgeneshTA2_pg.C_scaffold_15000062|m.3767 jgi|Triad1|60385|fgeneshTA2_pg.C_scaffold_15000062|g.3767  ,tadh8892,_,2,-,-,-,N,-,238,-,-
jgi|Triad1|60386|fgeneshTA2_pg.C_scaffold_15000063|m.3768 jgi|Triad1|60386|fgeneshTA2_pg.C_scaffold_15000063|g.3768  ,tadh8893,M,4,hsap2277,mmus1287,-,Y,NDUFA6,121,Ndufa6,-
jgi|Triad1|60387|fgeneshTA2_pg.C_scaffold_15000064|m.3769 jgi|Triad1|60387|fgeneshTA2_pg.C_scaffold_15000064|g.3769  ,tadh8894,_,1,-,-,-,N,-,551,-,-
jgi|Triad1|60388|fgeneshTA2_pg.C_scaffold_15000065|m.3770 jgi|Triad1|60388|fgeneshTA2_pg.C_scaffold_15000065|g.3770  ,tadh8895,M,4,-,-,-,N,-,302,-,-
jgi|Triad1|60389|fgeneshTA2_pg.C_scaffold_15000066|m.3771 jgi|Triad1|60389|fgeneshTA2_pg.C_scaffold_15000066|g.3771  ,tadh8896,S,2,-,-,-,N,-,885,-,-
jgi|Triad1|60390|fgeneshTA2_pg.C_scaffold_15000067|m.3773 jgi|Triad1|60390|fgeneshTA2_pg.C_scaffold_15000067|g.3773  ,tadh8897,M,3,-,-,-,Y,-,1533,-,-
jgi|Triad1|60391|fgeneshTA2_pg.C_scaffold_15000068|m.3775 jgi|Triad1|60391|fgeneshTA2_pg.C_scaffold_15000068|g.3775  ,tadh8898,_,1,-,-,-,N,-,407,-,-
jgi|Triad1|60392|fgeneshTA2_pg.C_scaffold_15000069|m.3776 jgi|Triad1|60392|fgeneshTA2_pg.C_scaffold_15000069|g.3776  ,tadh8899,_,2,-,-,-,N,-,685,-,-
jgi|Triad1|60393|fgeneshTA2_pg.C_scaffold_15000070|m.3777 jgi|Triad1|60393|fgeneshTA2_pg.C_scaffold_15000070|g.3777  ,tadh8900,_,1,-,-,-,N,-,674,-,-
jgi|Triad1|60394|fgeneshTA2_pg.C_scaffold_15000071|m.3778 jgi|Triad1|60394|fgeneshTA2_pg.C_scaffold_15000071|g.3778  ,tadh8901,_,1,-,-,-,N,-,382,-,-
jgi|Triad1|60399|fgeneshTA2_pg.C_scaffold_15000076|m.3783 jgi|Triad1|60399|fgeneshTA2_pg.C_scaffold_15000076|g.3783  ,tadh8902,_,1,-,-,-,N,-,966,-,-
jgi|Triad1|60400|fgeneshTA2_pg.C_scaffold_15000077|m.3784 jgi|Triad1|60400|fgeneshTA2_pg.C_scaffold_15000077|g.3784  ,tadh8903,_,2,-,-,-,N,-,1745,-,-
jgi|Triad1|60404|fgeneshTA2_pg.C_scaffold_15000081|m.3787 jgi|Triad1|60404|fgeneshTA2_pg.C_scaffold_15000081|g.3787  ,tadh8904,_,1,-,-,-,N,-,612,-,-
jgi|Triad1|60407|fgeneshTA2_pg.C_scaffold_15000084|m.3791 jgi|Triad1|60407|fgeneshTA2_pg.C_scaffold_15000084|g.3791  ,tadh8905,_,2,-,-,-,N,-,335,-,-
jgi|Triad1|60412|fgeneshTA2_pg.C_scaffold_15000089|m.3795 jgi|Triad1|60412|fgeneshTA2_pg.C_scaffold_15000089|g.3795  ,tadh8906,S,1,-,-,-,N,-,450,-,-
jgi|Triad1|60413|fgeneshTA2_pg.C_scaffold_15000090|m.3796 jgi|Triad1|60413|fgeneshTA2_pg.C_scaffold_15000090|g.3796  ,tadh8907,S,2,-,-,-,N,-,116,-,-
jgi|Triad1|60414|fgeneshTA2_pg.C_scaffold_15000091|m.3797 jgi|Triad1|60414|fgeneshTA2_pg.C_scaffold_15000091|g.3797  ,tadh8908,S,1,-,-,-,N,-,445,-,-
jgi|Triad1|60418|fgeneshTA2_pg.C_scaffold_15000095|m.3801 jgi|Triad1|60418|fgeneshTA2_pg.C_scaffold_15000095|g.3801  ,tadh8909,_,3,-,-,-,N,-,228,-,-
jgi|Triad1|60419|fgeneshTA2_pg.C_scaffold_15000096|m.3802 jgi|Triad1|60419|fgeneshTA2_pg.C_scaffold_15000096|g.3802  ,tadh8910,S,3,-,-,scer956,Y,-,764,-,TCB1
jgi|Triad1|60424|fgeneshTA2_pg.C_scaffold_15000101|m.3806 jgi|Triad1|60424|fgeneshTA2_pg.C_scaffold_15000101|g.3806  ,tadh8911,_,3,-,-,-,N,-,4021,-,-
jgi|Triad1|60429|fgeneshTA2_pg.C_scaffold_15000106|m.3814 jgi|Triad1|60429|fgeneshTA2_pg.C_scaffold_15000106|g.3814  ,tadh8912,_,1,-,-,-,N,-,1030,-,-
jgi|Triad1|60432|fgeneshTA2_pg.C_scaffold_15000109|m.3816 jgi|Triad1|60432|fgeneshTA2_pg.C_scaffold_15000109|g.3816  ,tadh8913,_,3,-,-,-,N,-,152,-,-
jgi|Triad1|60435|fgeneshTA2_pg.C_scaffold_15000112|m.3818 jgi|Triad1|60435|fgeneshTA2_pg.C_scaffold_15000112|g.3818  ,tadh8914,_,5,-,-,-,N,-,553,-,-
jgi|Triad1|60436|fgeneshTA2_pg.C_scaffold_15000113|m.3820 jgi|Triad1|60436|fgeneshTA2_pg.C_scaffold_15000113|g.3820  ,tadh8915,_,3,-,-,-,N,-,145,-,-
jgi|Triad1|60437|fgeneshTA2_pg.C_scaffold_15000114|m.3821 jgi|Triad1|60437|fgeneshTA2_pg.C_scaffold_15000114|g.3821  ,tadh8916,_,1,-,-,-,N,-,191,-,-
jgi|Triad1|60440|fgeneshTA2_pg.C_scaffold_15000117|m.3824 jgi|Triad1|60440|fgeneshTA2_pg.C_scaffold_15000117|g.3824  ,tadh8917,_,3,-,-,-,N,-,148,-,-
jgi|Triad1|60442|fgeneshTA2_pg.C_scaffold_15000119|m.3826 jgi|Triad1|60442|fgeneshTA2_pg.C_scaffold_15000119|g.3826  ,tadh8918,_,2,-,-,-,N,-,582,-,-
jgi|Triad1|60443|fgeneshTA2_pg.C_scaffold_15000120|m.3827 jgi|Triad1|60443|fgeneshTA2_pg.C_scaffold_15000120|g.3827  ,tadh8919,_,4,-,-,-,N,-,482,-,-
jgi|Triad1|60444|fgeneshTA2_pg.C_scaffold_15000121|m.3828 jgi|Triad1|60444|fgeneshTA2_pg.C_scaffold_15000121|g.3828  ,tadh8920,_,1,-,-,-,N,-,1376,-,-
jgi|Triad1|60445|fgeneshTA2_pg.C_scaffold_15000122|m.3829 jgi|Triad1|60445|fgeneshTA2_pg.C_scaffold_15000122|g.3829  ,tadh8921,M,5,hsap884,-,-,Y,COA1,130,-,-
jgi|Triad1|60447|fgeneshTA2_pg.C_scaffold_15000124|m.3831 jgi|Triad1|60447|fgeneshTA2_pg.C_scaffold_15000124|g.3831  ,tadh8922,_,1,-,-,-,N,-,192,-,-
jgi|Triad1|60448|fgeneshTA2_pg.C_scaffold_15000125|m.3832 jgi|Triad1|60448|fgeneshTA2_pg.C_scaffold_15000125|g.3832  ,tadh8923,_,2,-,-,-,N,-,1894,-,-
jgi|Triad1|60450|fgeneshTA2_pg.C_scaffold_15000127|m.3834 jgi|Triad1|60450|fgeneshTA2_pg.C_scaffold_15000127|g.3834  ,tadh8924,_,3,-,-,-,N,-,148,-,-
jgi|Triad1|60452|fgeneshTA2_pg.C_scaffold_15000129|m.3836 jgi|Triad1|60452|fgeneshTA2_pg.C_scaffold_15000129|g.3836  ,tadh8925,S,5,-,-,-,N,-,751,-,-
jgi|Triad1|60454|fgeneshTA2_pg.C_scaffold_15000131|m.3838 jgi|Triad1|60454|fgeneshTA2_pg.C_scaffold_15000131|g.3838  ,tadh8926,_,2,-,-,-,N,-,253,-,-
jgi|Triad1|60455|fgeneshTA2_pg.C_scaffold_15000132|m.3839 jgi|Triad1|60455|fgeneshTA2_pg.C_scaffold_15000132|g.3839  ,tadh8927,_,2,-,-,-,N,-,338,-,-
jgi|Triad1|60456|fgeneshTA2_pg.C_scaffold_15000133|m.3840 jgi|Triad1|60456|fgeneshTA2_pg.C_scaffold_15000133|g.3840  ,tadh8928,_,2,-,-,-,N,-,338,-,-
jgi|Triad1|60461|fgeneshTA2_pg.C_scaffold_15000138|m.3844 jgi|Triad1|60461|fgeneshTA2_pg.C_scaffold_15000138|g.3844  ,tadh8929,_,4,-,-,-,N,-,781,-,-
jgi|Triad1|60463|fgeneshTA2_pg.C_scaffold_15000140|m.3846 jgi|Triad1|60463|fgeneshTA2_pg.C_scaffold_15000140|g.3846  ,tadh8930,_,3,-,-,-,N,-,765,-,-
jgi|Triad1|60464|fgeneshTA2_pg.C_scaffold_15000141|m.3847 jgi|Triad1|60464|fgeneshTA2_pg.C_scaffold_15000141|g.3847  ,tadh8931,_,5,-,-,-,N,-,1564,-,-
jgi|Triad1|60465|fgeneshTA2_pg.C_scaffold_15000142|m.3848 jgi|Triad1|60465|fgeneshTA2_pg.C_scaffold_15000142|g.3848  ,tadh8932,_,2,-,-,-,N,-,215,-,-
jgi|Triad1|60467|fgeneshTA2_pg.C_scaffold_15000144|m.3850 jgi|Triad1|60467|fgeneshTA2_pg.C_scaffold_15000144|g.3850  ,tadh8933,_,3,-,-,-,N,-,323,-,-
jgi|Triad1|60469|fgeneshTA2_pg.C_scaffold_15000146|m.3852 jgi|Triad1|60469|fgeneshTA2_pg.C_scaffold_15000146|g.3852  ,tadh8934,_,2,-,-,-,N,-,423,-,-
jgi|Triad1|60471|fgeneshTA2_pg.C_scaffold_15000148|m.3855 jgi|Triad1|60471|fgeneshTA2_pg.C_scaffold_15000148|g.3855  ,tadh8935,_,1,-,-,-,N,-,375,-,-
jgi|Triad1|60474|fgeneshTA2_pg.C_scaffold_15000151|m.3861 jgi|Triad1|60474|fgeneshTA2_pg.C_scaffold_15000151|g.3861  ,tadh8936,_,2,-,-,-,N,-,1641,-,-
jgi|Triad1|60475|fgeneshTA2_pg.C_scaffold_15000152|m.3863 jgi|Triad1|60475|fgeneshTA2_pg.C_scaffold_15000152|g.3863  ,tadh8937,_,2,-,-,-,N,-,137,-,-
jgi|Triad1|60476|fgeneshTA2_pg.C_scaffold_15000153|m.3864 jgi|Triad1|60476|fgeneshTA2_pg.C_scaffold_15000153|g.3864  ,tadh8938,S,2,-,-,-,N,-,504,-,-
jgi|Triad1|60477|fgeneshTA2_pg.C_scaffold_15000154|m.3865 jgi|Triad1|60477|fgeneshTA2_pg.C_scaffold_15000154|g.3865  ,tadh8939,_,2,-,-,-,N,-,209,-,-
jgi|Triad1|60478|fgeneshTA2_pg.C_scaffold_15000155|m.3866 jgi|Triad1|60478|fgeneshTA2_pg.C_scaffold_15000155|g.3866  ,tadh8940,S,2,-,-,-,N,-,720,-,-
jgi|Triad1|60479|fgeneshTA2_pg.C_scaffold_15000156|m.3867 jgi|Triad1|60479|fgeneshTA2_pg.C_scaffold_15000156|g.3867  ,tadh8941,S,2,-,-,-,N,-,926,-,-
jgi|Triad1|60480|fgeneshTA2_pg.C_scaffold_15000157|m.3868 jgi|Triad1|60480|fgeneshTA2_pg.C_scaffold_15000157|g.3868  ,tadh8942,S,5,-,-,-,N,-,381,-,-
jgi|Triad1|60482|fgeneshTA2_pg.C_scaffold_15000159|m.3870 jgi|Triad1|60482|fgeneshTA2_pg.C_scaffold_15000159|g.3870  ,tadh8943,_,2,-,-,-,N,-,348,-,-
jgi|Triad1|60483|fgeneshTA2_pg.C_scaffold_15000160|m.3871 jgi|Triad1|60483|fgeneshTA2_pg.C_scaffold_15000160|g.3871  ,tadh8944,_,2,-,-,-,N,-,486,-,-
jgi|Triad1|60484|fgeneshTA2_pg.C_scaffold_15000161|m.3872 jgi|Triad1|60484|fgeneshTA2_pg.C_scaffold_15000161|g.3872  ,tadh8945,_,1,-,-,-,N,-,1029,-,-
jgi|Triad1|60485|fgeneshTA2_pg.C_scaffold_15000162|m.3873 jgi|Triad1|60485|fgeneshTA2_pg.C_scaffold_15000162|g.3873  ,tadh8946,_,3,-,-,-,N,-,273,-,-
jgi|Triad1|60486|fgeneshTA2_pg.C_scaffold_15000163|m.3874 jgi|Triad1|60486|fgeneshTA2_pg.C_scaffold_15000163|g.3874  ,tadh8947,_,2,-,-,-,N,-,952,-,-
jgi|Triad1|60487|fgeneshTA2_pg.C_scaffold_15000164|m.3876 jgi|Triad1|60487|fgeneshTA2_pg.C_scaffold_15000164|g.3876  ,tadh8948,_,5,-,-,-,N,-,416,-,-
jgi|Triad1|60488|fgeneshTA2_pg.C_scaffold_15000165|m.3877 jgi|Triad1|60488|fgeneshTA2_pg.C_scaffold_15000165|g.3877  ,tadh8949,_,4,-,-,-,N,-,314,-,-
jgi|Triad1|60489|fgeneshTA2_pg.C_scaffold_15000166|m.3878 jgi|Triad1|60489|fgeneshTA2_pg.C_scaffold_15000166|g.3878  ,tadh8950,S,4,-,-,-,N,-,874,-,-
jgi|Triad1|60493|fgeneshTA2_pg.C_scaffold_15000170|m.3881 jgi|Triad1|60493|fgeneshTA2_pg.C_scaffold_15000170|g.3881  ,tadh8951,_,2,-,-,-,N,-,139,-,-
jgi|Triad1|60494|fgeneshTA2_pg.C_scaffold_15000171|m.3882 jgi|Triad1|60494|fgeneshTA2_pg.C_scaffold_15000171|g.3882  ,tadh8952,_,2,-,-,-,N,-,174,-,-
jgi|Triad1|60495|fgeneshTA2_pg.C_scaffold_15000172|m.3883 jgi|Triad1|60495|fgeneshTA2_pg.C_scaffold_15000172|g.3883  ,tadh8953,_,4,-,-,-,N,-,698,-,-
jgi|Triad1|60496|fgeneshTA2_pg.C_scaffold_15000173|m.3884 jgi|Triad1|60496|fgeneshTA2_pg.C_scaffold_15000173|g.3884  ,tadh8954,S,2,-,-,-,N,-,1125,-,-
jgi|Triad1|60497|fgeneshTA2_pg.C_scaffold_15000174|m.3885 jgi|Triad1|60497|fgeneshTA2_pg.C_scaffold_15000174|g.3885  ,tadh8955,S,1,-,-,-,N,-,334,-,-
jgi|Triad1|60503|fgeneshTA2_pg.C_scaffold_15000180|m.3887 jgi|Triad1|60503|fgeneshTA2_pg.C_scaffold_15000180|g.3887  ,tadh8956,_,1,hsap1152,mmus855,-,Y,FUNDC2,113,Fundc2,-
jgi|Triad1|60504|fgeneshTA2_pg.C_scaffold_16000001|m.9901 jgi|Triad1|60504|fgeneshTA2_pg.C_scaffold_16000001|g.9901  ,tadh8957,_,3,-,-,-,N,-,1098,-,-
jgi|Triad1|60505|fgeneshTA2_pg.C_scaffold_16000002|m.9902 jgi|Triad1|60505|fgeneshTA2_pg.C_scaffold_16000002|g.9902  ,tadh8958,_,1,-,-,-,N,-,789,-,-
jgi|Triad1|60506|fgeneshTA2_pg.C_scaffold_16000003|m.9903 jgi|Triad1|60506|fgeneshTA2_pg.C_scaffold_16000003|g.9903  ,tadh8959,_,3,-,-,-,N,-,883,-,-
jgi|Triad1|60507|fgeneshTA2_pg.C_scaffold_16000004|m.9904 jgi|Triad1|60507|fgeneshTA2_pg.C_scaffold_16000004|g.9904  ,tadh8960,_,4,hsap1775,mmus1379,-,Y,MRPS34,150,Mrps34,-
